384018,48000,8
384026,48000,8
384018,48000,8
384016,48000,8
384009,48000,8
384013,48000,8
384017,48000,8
384019,48000,8
384013,48000,8
384014,48000,8
384022,48000,8
384012,48000,8
384018,48000,8
384012,48000,8
384015,48000,8
384022,48000,8
384018,48000,8
384013,48000,8
384010,48000,8
384019,48000,8
384014,48000,8
384018,48000,8
384009,48000,8
384013,48000,8
384019,48000,8
384018,48000,8
384009,48000,8
384000,48000,8
384020,48000,8
384015,48000,8
384021,48000,8
384008,48000,8
384007,48000,8
384029,48000,8
384010,48000,8
384019,48000,8
384010,48000,8
384007,48000,8
384013,48000,8
384017,48000,8
384013,48000,8
384021,48000,8
384009,48000,8
384012,48000,8
384008,48000,8
384021,48000,8
384018,48000,8
384013,48000,8
384015,48000,8
384013,48000,8
384017,48000,8
384015,48000,8
384018,48000,8
384014,48000,8
384016,48000,8
384016,48000,8
384013,48000,8
384019,48000,8
384008,48000,8
384019,48000,8
384009,48000,8
384012,48000,8
384016,48000,8
384011,48000,8
384012,48000,8
384010,48000,8
384022,48000,8
384017,48000,8
384019,48000,8
384012,48000,8
384021,48000,8
384018,48000,8
384027,48000,8
384007,48000,8
384025,48000,8
384012,48000,8
384017,48000,8
384008,48000,8
384021,48000,8
384023,48000,8
384015,48000,8
384016,48000,8
384010,48000,8
384026,48000,8
384019,48000,8
384013,48000,8
384009,48000,8
384008,48000,8
384008,48000,8
384028,48000,8
384020,48000,8
384014,48000,8
384012,48000,8
384010,48000,8
384010,48000,8
384020,48000,8
384022,48000,8
384017,48000,8
384007,48000,8
384014,48000,8
384015,48000,8
384013,48000,8
384015,48000,8
384008,48000,8
384015,48000,8
384023,48000,8
384008,48000,8
384016,48000,8
384014,48000,8
384013,48000,8
384011,48000,8
384008,48000,8
384008,48000,8
384017,48000,8
384015,48000,8
384012,48000,8
384011,48000,8
384013,48000,8
384019,48000,8
384014,48000,8
384008,48000,8
384016,48000,8
384018,48000,8
384020,48000,8
384017,48000,8
384018,48000,8
384017,48000,8
384022,48000,8
384028,48000,8
384017,48000,8
384012,48000,8
384011,48000,8
384005,48000,8
384009,48000,8
384010,48000,8
384010,48000,8
384007,48000,8
384022,48000,8
384007,48000,8
384009,48000,8
384013,48000,8
384005,48000,8
384016,48000,8
384013,48000,8
384015,48000,8
384021,48000,8
384020,48000,8
384013,48000,8
384012,48000,8
384013,48000,8
384013,48000,8
384019,48000,8
384014,48000,8
384015,48000,8
384016,48000,8
384015,48000,8
384020,48000,8
384017,48000,8
384012,48000,8
384018,48000,8
384019,48000,8
384017,48000,8
384007,48000,8
384010,48000,8
384008,48000,8
384021,48000,8
384011,48000,8
384012,48000,8
384023,48000,8
384013,48000,8
384014,48000,8
384011,48000,8
384010,48000,8
384019,48000,8
384014,48000,8
384010,48000,8
384006,48000,8
384023,48000,8
384014,48000,8
384015,48000,8
384008,48000,8
384008,48000,8
384018,48000,8
384018,48000,8
384020,48000,8
384011,48000,8
384015,48000,8
384004,48000,8
384005,48000,8
384021,48000,8
384009,48000,8
384008,48000,8
384019,48000,8
384007,48000,8
384000,48000,8
384014,48000,8
384014,48000,8
384025,48000,8
384019,48000,8
384010,48000,8
384024,48000,8
384008,48000,8
384018,48000,8
384008,48000,8
384013,48000,8
384009,48000,8
384018,48000,8
384013,48000,8
384010,48000,8
384014,48000,8
384012,48000,8
384018,48000,8
384014,48000,8
384011,48000,8
384014,48000,8
384017,48000,8
384009,48000,8
384011,48000,8
384017,48000,8
384007,48000,8
384005,48000,8
384016,48000,8
384011,48000,8
384014,48000,8
384021,48000,8
384009,48000,8
384008,48000,8
384018,48000,8
384022,48000,8
384014,48000,8
384023,48000,8
384015,48000,8
384021,48000,8
384020,48000,8
384017,48000,8
384023,48000,8
384011,48000,8
384013,48000,8
384020,48000,8
384014,48000,8
384016,48000,8
384006,48000,8
384010,48000,8
384020,48000,8
384012,48000,8
384010,48000,8
384007,48000,8
384013,48000,8
384012,48000,8
384011,48000,8
384010,48000,8
384014,48000,8
384020,48000,8
384008,48000,8
384020,48000,8
384019,48000,8
384019,48000,8
384013,48000,8
384010,48000,8
384020,48000,8
384013,48000,8
384016,48000,8
384011,48000,8
384013,48000,8
384013,48000,8
384015,48000,8
384013,48000,8
384020,48000,8
384021,48000,8
384016,48000,8
384021,48000,8
384019,48000,8
384014,48000,8
384023,48000,8
384014,48000,8
384010,48000,8
384010,48000,8
384021,48000,8
384014,48000,8
384014,48000,8
384013,48000,8
384026,48000,8
384025,48000,8
384014,48000,8
384017,48000,8
384012,48000,8
384017,48000,8
384015,48000,8
384012,48000,8
384012,48000,8
384019,48000,8
384017,48000,8
384013,48000,8
384012,48000,8
384013,48000,8
384009,48000,8
384012,48000,8
384010,48000,8
384009,48000,8
384015,48000,8
384017,48000,8
384013,48000,8
384012,48000,8
384006,48000,8
384008,48000,8
384016,48000,8
