0.0,0.033,0.738,0.229,
0.0,0.017,0.728,0.255,
0.0,0.017,0.737,0.246,
0.001,0.204,0.721,0.074,
0.0,0.265,0.602,0.133,
0.001,0.197,0.694,0.108,
0.0,0.227,0.686,0.087,
0.0,0.003,0.748,0.249,
0.0,0.001,0.709,0.29,
0.003,0.28,0.667,0.05,
0.006,0.341,0.572,0.081,
0.0,0.224,0.603,0.173,
0.013,0.408,0.502,0.076,
0.0,0.236,0.613,0.15,
0.003,0.336,0.563,0.098,
0.001,0.244,0.592,0.164,
0.0,0.238,0.579,0.183,
0.001,0.258,0.589,0.152,
0.023,0.413,0.483,0.081,
0.017,0.505,0.419,0.059,
0.001,0.227,0.689,0.083,
0.009,0.395,0.554,0.042,
0.0,0.231,0.598,0.171,
0.001,0.148,0.763,0.089,
0.004,0.402,0.529,0.065,
0.0,0.217,0.69,0.093,
0.0,0.003,0.767,0.231,
0.001,0.359,0.584,0.056,
0.0,0.258,0.555,0.187,
0.011,0.432,0.504,0.053,
0.012,0.482,0.458,0.048,
0.005,0.405,0.505,0.086,
0.001,0.21,0.681,0.107,
0.004,0.297,0.585,0.114,
0.001,0.348,0.608,0.043,
0.011,0.421,0.497,0.071,
0.006,0.278,0.657,0.058,
0.008,0.372,0.579,0.041,
0.001,0.225,0.715,0.059,
0.028,0.474,0.442,0.055,
0.002,0.284,0.636,0.078,
0.015,0.45,0.47,0.065,
0.0,0.197,0.625,0.179,
0.005,0.325,0.59,0.08,
0.0,0.241,0.672,0.087,
0.004,0.497,0.453,0.046,
0.009,0.336,0.515,0.14,
0.004,0.252,0.666,0.078,
0.001,0.255,0.688,0.055,
0.004,0.413,0.51,0.074,
0.006,0.487,0.438,0.069,
0.004,0.261,0.677,0.058,
0.001,0.27,0.654,0.075,
0.006,0.306,0.537,0.151,
0.0,0.214,0.581,0.205,
0.0,0.168,0.729,0.103,
0.006,0.263,0.658,0.072,
0.0,0.218,0.696,0.086,
0.0,0.34,0.614,0.046,
0.003,0.466,0.485,0.047,
0.002,0.26,0.647,0.09,
0.001,0.297,0.556,0.147,
0.001,0.334,0.609,0.056,
0.0,0.227,0.593,0.18,
0.0,0.006,0.772,0.222,
0.06,0.558,0.325,0.058,
0.019,0.351,0.517,0.112,
0.014,0.405,0.546,0.036,
0.008,0.415,0.523,0.053,
0.01,0.42,0.531,0.04,
0.006,0.404,0.543,0.047,
0.004,0.387,0.539,0.07,
0.004,0.367,0.577,0.052,
0.002,0.267,0.59,0.141,
0.013,0.36,0.557,0.07,
0.056,0.646,0.251,0.047,
0.0,0.032,0.704,0.265,
0.005,0.46,0.465,0.07,
0.0,0.218,0.628,0.154,
0.011,0.34,0.549,0.099,
0.017,0.315,0.605,0.063,
0.047,0.535,0.362,0.055,
0.0,0.375,0.561,0.063,
0.021,0.46,0.458,0.061,
0.001,0.218,0.711,0.071,
0.003,0.23,0.708,0.059,
0.059,0.491,0.392,0.058,
0.003,0.342,0.613,0.043,
0.0,0.005,0.78,0.215,
0.003,0.282,0.636,0.08,
0.049,0.484,0.422,0.045,
0.002,0.37,0.584,0.044,
0.0,0.188,0.697,0.114,
0.06,0.59,0.296,0.054,
0.006,0.409,0.522,0.063,
0.002,0.273,0.58,0.144,
0.005,0.289,0.627,0.079,
0.003,0.314,0.542,0.142,
0.055,0.599,0.309,0.037,
0.002,0.421,0.502,0.075,
0.003,0.325,0.564,0.108,
0.012,0.362,0.554,0.072,
0.06,0.505,0.393,0.042,
0.01,0.422,0.517,0.051,
0.0,0.288,0.654,0.058,
0.004,0.441,0.495,0.059,
0.047,0.526,0.372,0.055,
0.05,0.454,0.4,0.096,
0.001,0.346,0.587,0.066,
0.007,0.32,0.619,0.054,
0.002,0.418,0.527,0.053,
0.005,0.527,0.406,0.062,
0.002,0.192,0.601,0.205,
0.004,0.231,0.594,0.171,
0.049,0.54,0.349,0.062,
0.0,0.0,0.745,0.255,
0.052,0.581,0.327,0.04,
0.047,0.491,0.429,0.032,
0.0,0.198,0.587,0.215,
0.049,0.55,0.349,0.052,
0.001,0.385,0.542,0.071,
0.004,0.3,0.537,0.159,
0.001,0.391,0.536,0.072,
0.006,0.395,0.542,0.057,
0.055,0.555,0.343,0.047,
0.003,0.294,0.599,0.104,
0.046,0.442,0.462,0.05,
0.008,0.304,0.561,0.128,
0.047,0.505,0.416,0.032,
0.003,0.225,0.698,0.074,
0.0,0.162,0.719,0.119,
0.052,0.5,0.415,0.032,
0.057,0.621,0.275,0.047,
0.003,0.504,0.446,0.047,
0.0,0.298,0.644,0.058,
0.043,0.477,0.35,0.129,
0.001,0.242,0.688,0.068,
0.022,0.468,0.444,0.066,
0.0,0.228,0.605,0.167,
0.0,0.335,0.608,0.057,
0.0,0.005,0.762,0.233,
0.0,0.237,0.664,0.1,
0.0,0.292,0.652,0.057,
0.034,0.477,0.445,0.044,
0.002,0.255,0.665,0.078,
0.0,0.237,0.578,0.185,
0.048,0.583,0.333,0.037,
0.047,0.571,0.342,0.04,
0.0,0.236,0.693,0.071,
0.001,0.372,0.578,0.05,
0.05,0.589,0.324,0.038,
0.004,0.516,0.418,0.062,
0.052,0.512,0.392,0.043,
0.001,0.288,0.55,0.161,
0.003,0.246,0.662,0.089,
0.037,0.529,0.391,0.042,
0.004,0.277,0.646,0.073,
0.002,0.211,0.613,0.174,
0.018,0.376,0.538,0.067,
0.013,0.438,0.488,0.061,
0.039,0.435,0.488,0.038,
0.004,0.509,0.441,0.046,
0.001,0.263,0.656,0.08,
0.0,0.0,0.759,0.241,
0.012,0.446,0.478,0.064,
0.003,0.385,0.563,0.05,
0.0,0.224,0.693,0.083,
0.0,0.0,0.751,0.248,
0.044,0.454,0.455,0.047,
0.0,0.199,0.671,0.129,
0.003,0.455,0.485,0.057,
0.047,0.465,0.428,0.06,
0.049,0.538,0.374,0.039,
0.0,0.19,0.712,0.098,
0.001,0.467,0.486,0.047,
0.002,0.404,0.517,0.077,
0.043,0.492,0.433,0.031,
0.006,0.447,0.487,0.06,
0.012,0.446,0.507,0.035,
0.005,0.464,0.486,0.046,
0.013,0.382,0.554,0.052,
0.041,0.486,0.439,0.035,
0.037,0.459,0.46,0.044,
0.038,0.524,0.384,0.054,
0.039,0.457,0.427,0.077,
0.003,0.33,0.61,0.057,
0.037,0.478,0.44,0.044,
0.048,0.552,0.355,0.045,
0.011,0.395,0.516,0.078,
0.007,0.377,0.567,0.05,
0.04,0.519,0.4,0.041,
0.01,0.432,0.491,0.067,
0.002,0.355,0.575,0.068,
0.002,0.415,0.511,0.073,
0.003,0.285,0.584,0.128,
0.043,0.511,0.415,0.031,
0.0,0.174,0.697,0.129,
0.004,0.475,0.484,0.037,
0.002,0.3,0.533,0.165,
0.001,0.283,0.645,0.072,
0.052,0.617,0.293,0.038,
0.001,0.367,0.567,0.065,
0.004,0.457,0.473,0.066,
0.012,0.379,0.494,0.115,
0.0,0.337,0.604,0.058,
0.048,0.381,0.531,0.04,
0.005,0.394,0.553,0.048,
0.0,0.303,0.639,0.057,
0.037,0.524,0.398,0.041,
0.055,0.512,0.392,0.041,
0.042,0.519,0.384,0.055,
0.047,0.598,0.319,0.037,
0.003,0.455,0.495,0.047,
0.005,0.487,0.45,0.058,
0.042,0.396,0.513,0.049,
0.0,0.351,0.592,0.058,
0.004,0.252,0.677,0.067,
0.043,0.454,0.456,0.047,
0.001,0.207,0.682,0.11,
0.009,0.253,0.657,0.081,
0.041,0.513,0.394,0.052,
0.047,0.521,0.403,0.029,
0.0,0.33,0.614,0.057,
0.003,0.269,0.642,0.086,
0.004,0.317,0.609,0.07,
0.004,0.341,0.599,0.056,
0.052,0.494,0.412,0.042,
0.0,0.026,0.735,0.239,
0.007,0.344,0.518,0.132,
0.053,0.531,0.384,0.033,
0.057,0.533,0.378,0.031,
0.04,0.439,0.475,0.046,
0.058,0.474,0.418,0.05,
0.039,0.39,0.531,0.04,
0.011,0.395,0.523,0.071,
0.006,0.275,0.645,0.074,
0.038,0.482,0.436,0.044,
0.002,0.26,0.633,0.105,
0.018,0.36,0.574,0.049,
0.0,0.265,0.661,0.074,
0.003,0.256,0.664,0.076,
0.041,0.443,0.444,0.072,
0.005,0.304,0.617,0.074,
0.018,0.32,0.476,0.186,
0.002,0.347,0.598,0.053,
0.042,0.545,0.36,0.054,
0.039,0.472,0.4,0.089,
0.056,0.555,0.348,0.042,
0.037,0.402,0.523,0.038,
0.0,0.346,0.602,0.052,
0.037,0.452,0.466,0.045,
0.002,0.354,0.575,0.069,
0.047,0.438,0.429,0.086,
0.049,0.436,0.449,0.065,
0.0,0.021,0.725,0.253,
0.043,0.489,0.393,0.075,
0.003,0.205,0.584,0.209,
0.042,0.524,0.401,0.033,
0.046,0.422,0.465,0.067,
0.0,0.192,0.723,0.085,
0.036,0.524,0.393,0.047,
0.037,0.424,0.478,0.061,
0.037,0.515,0.417,0.031,
0.04,0.525,0.399,0.036,
0.036,0.505,0.428,0.031,
0.002,0.331,0.611,0.055,
0.042,0.489,0.373,0.096,
0.004,0.437,0.483,0.076,
0.042,0.542,0.369,0.048,
0.042,0.528,0.401,0.029,
0.0,0.222,0.69,0.088,
0.004,0.275,0.642,0.079,
0.034,0.486,0.441,0.039,
0.042,0.558,0.349,0.051,
0.0,0.206,0.697,0.097,
0.0,0.001,0.714,0.285,
0.006,0.394,0.559,0.041,
0.001,0.357,0.593,0.05,
0.055,0.519,0.384,0.042,
0.004,0.327,0.518,0.151,
0.002,0.392,0.556,0.049,
0.04,0.455,0.459,0.047,
0.034,0.455,0.466,0.045,
0.002,0.262,0.667,0.069,
0.04,0.483,0.423,0.055,
0.012,0.357,0.571,0.06,
0.002,0.338,0.603,0.058,
0.053,0.479,0.408,0.06,
0.001,0.253,0.668,0.078,
0.033,0.4,0.519,0.048,
0.0,0.239,0.67,0.092,
0.001,0.254,0.661,0.085,
0.04,0.527,0.384,0.048,
0.036,0.448,0.443,0.073,
0.006,0.296,0.542,0.155,
0.009,0.338,0.528,0.124,
0.031,0.487,0.45,0.031,
0.059,0.477,0.405,0.059,
0.045,0.477,0.443,0.036,
0.051,0.539,0.359,0.051,
0.005,0.383,0.569,0.043,
0.004,0.402,0.523,0.071,
0.035,0.548,0.379,0.038,
0.0,0.19,0.595,0.215,
0.024,0.449,0.481,0.045,
0.0,0.013,0.731,0.256,
0.029,0.437,0.49,0.044,
0.014,0.463,0.468,0.054,
0.002,0.277,0.633,0.088,
0.042,0.46,0.452,0.046,
0.003,0.353,0.588,0.056,
0.048,0.477,0.441,0.034,
0.002,0.371,0.573,0.055,
0.0,0.194,0.711,0.094,
0.003,0.389,0.539,0.069,
0.013,0.313,0.566,0.108,
0.001,0.199,0.704,0.096,
0.009,0.409,0.548,0.034,
0.0,0.212,0.605,0.183,
0.043,0.532,0.385,0.04,
0.039,0.534,0.388,0.039,
0.04,0.533,0.382,0.045,
0.002,0.375,0.55,0.073,
0.053,0.521,0.382,0.043,
0.015,0.315,0.506,0.164,
0.003,0.264,0.656,0.078,
0.03,0.407,0.463,0.099,
0.0,0.356,0.583,0.06,
0.001,0.342,0.602,0.056,
0.003,0.389,0.569,0.039,
0.034,0.507,0.426,0.033,
0.0,0.327,0.617,0.056,
0.053,0.521,0.367,0.058,
0.008,0.417,0.511,0.064,
0.036,0.514,0.398,0.052,
0.033,0.537,0.375,0.055,
0.0,0.222,0.695,0.083,
0.034,0.401,0.516,0.049,
0.047,0.518,0.372,0.063,
0.034,0.509,0.425,0.033,
0.04,0.523,0.39,0.047,
0.013,0.303,0.54,0.144,
0.027,0.473,0.458,0.042,
0.004,0.33,0.577,0.09,
0.045,0.461,0.448,0.046,
0.011,0.423,0.511,0.055,
0.06,0.511,0.378,0.051,
0.014,0.457,0.473,0.056,
0.002,0.268,0.645,0.086,
0.007,0.356,0.583,0.054,
0.008,0.46,0.484,0.048,
0.033,0.443,0.475,0.05,
0.0,0.269,0.634,0.096,
0.042,0.474,0.451,0.033,
0.0,0.176,0.716,0.109,
0.002,0.216,0.699,0.083,
0.001,0.233,0.665,0.1,
0.001,0.25,0.66,0.089,
0.003,0.257,0.665,0.075,
0.034,0.491,0.422,0.053,
0.002,0.205,0.59,0.203,
0.0,0.002,0.731,0.267,
0.03,0.434,0.488,0.048,
0.035,0.517,0.399,0.049,
0.035,0.438,0.425,0.102,
0.001,0.272,0.567,0.159,
0.031,0.509,0.42,0.041,
0.031,0.491,0.436,0.041,
0.001,0.195,0.701,0.104,
0.006,0.399,0.52,0.074,
0.007,0.291,0.536,0.167,
0.003,0.339,0.604,0.054,
0.037,0.504,0.359,0.1,
0.044,0.423,0.437,0.097,
0.047,0.508,0.396,0.049,
0.034,0.454,0.469,0.043,
0.0,0.469,0.484,0.047,
0.054,0.413,0.463,0.071,
0.001,0.237,0.666,0.096,
0.038,0.394,0.491,0.078,
0.0,0.211,0.693,0.096,
0.001,0.373,0.566,0.06,
0.042,0.524,0.38,0.054,
0.006,0.41,0.513,0.071,
0.034,0.419,0.489,0.058,
0.043,0.495,0.421,0.041,
0.058,0.565,0.348,0.029,
0.0,0.014,0.771,0.215,
0.006,0.398,0.526,0.07,
0.033,0.386,0.517,0.064,
0.007,0.268,0.657,0.068,
0.031,0.449,0.482,0.038,
0.0,0.219,0.564,0.218,
0.036,0.374,0.533,0.057,
0.027,0.433,0.491,0.049,
0.009,0.297,0.569,0.126,
0.049,0.494,0.406,0.051,
0.002,0.164,0.594,0.24,
0.05,0.61,0.303,0.037,
0.009,0.446,0.497,0.048,
0.001,0.262,0.659,0.078,
0.034,0.451,0.41,0.105,
0.035,0.454,0.376,0.134,
0.033,0.454,0.469,0.044,
0.031,0.429,0.4,0.139,
0.001,0.365,0.555,0.079,
0.03,0.569,0.361,0.04,
0.047,0.596,0.321,0.036,
0.038,0.421,0.494,0.047,
0.037,0.409,0.486,0.068,
0.042,0.47,0.425,0.063,
0.0,0.196,0.611,0.193,
0.043,0.533,0.383,0.041,
0.003,0.261,0.654,0.082,
0.046,0.486,0.428,0.04,
0.001,0.261,0.585,0.153,
0.011,0.443,0.501,0.044,
0.011,0.329,0.538,0.121,
0.028,0.505,0.418,0.049,
0.041,0.492,0.424,0.042,
0.005,0.276,0.635,0.085,
0.0,0.239,0.576,0.185,
0.03,0.413,0.499,0.058,
0.005,0.428,0.528,0.038,
0.0,0.016,0.73,0.254,
0.009,0.412,0.513,0.066,
0.034,0.369,0.514,0.084,
0.005,0.247,0.664,0.084,
0.011,0.299,0.546,0.145,
0.0,0.431,0.51,0.059,
0.037,0.41,0.496,0.058,
0.002,0.354,0.591,0.053,
0.001,0.283,0.541,0.176,
0.001,0.36,0.584,0.055,
0.036,0.464,0.436,0.064,
0.002,0.288,0.567,0.143,
0.0,0.316,0.627,0.057,
0.027,0.47,0.447,0.056,
0.038,0.478,0.454,0.03,
0.032,0.527,0.386,0.055,
0.051,0.574,0.325,0.05,
0.011,0.435,0.488,0.065,
0.058,0.556,0.33,0.056,
0.003,0.339,0.576,0.082,
0.007,0.363,0.588,0.042,
0.04,0.466,0.452,0.042,
0.019,0.313,0.506,0.163,
0.0,0.188,0.687,0.125,
0.036,0.45,0.467,0.047,
0.0,0.202,0.701,0.097,
0.009,0.265,0.637,0.088,
0.0,0.203,0.695,0.102,
0.037,0.511,0.39,0.063,
0.031,0.417,0.489,0.064,
0.0,0.333,0.604,0.063,
0.025,0.47,0.45,0.055,
0.004,0.387,0.561,0.048,
0.03,0.464,0.475,0.031,
0.007,0.322,0.601,0.07,
0.037,0.498,0.423,0.041,
0.052,0.391,0.485,0.071,
0.004,0.431,0.506,0.059,
0.001,0.273,0.64,0.086,
0.002,0.339,0.59,0.069,
0.041,0.465,0.452,0.042,
0.029,0.521,0.399,0.051,
0.0,0.38,0.545,0.075,
0.0,0.204,0.659,0.137,
0.047,0.479,0.433,0.042,
0.03,0.46,0.469,0.041,
0.002,0.357,0.566,0.075,
0.009,0.378,0.564,0.049,
0.001,0.384,0.573,0.043,
0.0,0.173,0.716,0.112,
0.007,0.268,0.638,0.087,
0.0,0.481,0.461,0.058,
0.04,0.504,0.423,0.033,
0.038,0.544,0.355,0.062,
0.0,0.185,0.729,0.086,
0.005,0.405,0.518,0.072,
0.035,0.455,0.45,0.06,
0.001,0.333,0.592,0.074,
0.002,0.262,0.653,0.082,
0.031,0.511,0.422,0.036,
0.005,0.274,0.649,0.072,
0.049,0.48,0.426,0.045,
0.002,0.327,0.615,0.056,
0.031,0.44,0.486,0.044,
0.001,0.44,0.515,0.045,
0.044,0.426,0.418,0.113,
0.03,0.51,0.4,0.06,
0.034,0.55,0.377,0.039,
0.051,0.402,0.46,0.087,
0.034,0.456,0.464,0.046,
0.003,0.338,0.604,0.054,
0.003,0.279,0.569,0.149,
0.006,0.29,0.534,0.171,
0.0,0.185,0.645,0.169,
0.04,0.455,0.464,0.04,
0.04,0.467,0.431,0.062,
0.0,0.336,0.585,0.078,
0.0,0.194,0.706,0.1,
0.043,0.497,0.407,0.053,
0.067,0.451,0.434,0.048,
0.03,0.465,0.451,0.054,
0.037,0.291,0.612,0.059,
0.001,0.255,0.653,0.09,
0.0,0.348,0.569,0.083,
0.036,0.495,0.439,0.03,
0.0,0.372,0.573,0.055,
0.008,0.358,0.561,0.073,
0.041,0.474,0.44,0.045,
0.042,0.548,0.371,0.039,
0.029,0.436,0.487,0.048,
0.024,0.5,0.42,0.056,
0.029,0.326,0.572,0.073,
0.018,0.285,0.61,0.087,
0.044,0.354,0.535,0.068,
0.027,0.384,0.526,0.063,
0.044,0.397,0.482,0.077,
0.002,0.285,0.568,0.146,
0.04,0.479,0.438,0.043,
0.0,0.213,0.701,0.086,
0.003,0.372,0.557,0.069,
0.01,0.339,0.526,0.124,
0.036,0.436,0.474,0.054,
0.038,0.463,0.366,0.133,
0.036,0.474,0.358,0.132,
0.007,0.263,0.656,0.074,
0.034,0.482,0.443,0.042,
0.031,0.465,0.459,0.045,
0.006,0.385,0.549,0.06,
0.011,0.436,0.512,0.04,
0.004,0.41,0.509,0.077,
0.031,0.514,0.397,0.057,
0.008,0.293,0.631,0.068,
0.004,0.266,0.628,0.102,
0.025,0.437,0.489,0.048,
0.045,0.501,0.42,0.034,
0.007,0.47,0.478,0.046,
0.005,0.264,0.65,0.081,
0.005,0.243,0.66,0.091,
0.006,0.423,0.512,0.059,
0.007,0.371,0.557,0.066,
0.034,0.425,0.487,0.053,
0.022,0.295,0.521,0.162,
0.036,0.523,0.402,0.039,
0.008,0.309,0.542,0.142,
0.003,0.374,0.57,0.053,
0.041,0.463,0.437,0.059,
0.028,0.407,0.489,0.076,
0.036,0.492,0.431,0.041,
0.031,0.472,0.456,0.041,
0.026,0.358,0.535,0.081,
0.0,0.308,0.635,0.057,
0.027,0.457,0.473,0.043,
0.024,0.245,0.555,0.176,
0.004,0.28,0.627,0.088,
0.002,0.212,0.575,0.212,
0.029,0.469,0.451,0.05,
0.001,0.347,0.584,0.068,
0.036,0.536,0.38,0.049,
0.002,0.273,0.557,0.168,
0.034,0.455,0.442,0.069,
0.043,0.532,0.384,0.041,
0.001,0.366,0.584,0.048,
0.034,0.556,0.373,0.037,
0.011,0.288,0.631,0.071,
0.002,0.39,0.559,0.049,
0.01,0.365,0.538,0.087,
0.006,0.367,0.578,0.049,
0.005,0.33,0.61,0.055,
0.026,0.489,0.443,0.042,
0.008,0.27,0.639,0.084,
0.004,0.304,0.626,0.066,
0.028,0.501,0.42,0.051,
0.034,0.492,0.434,0.04,
0.0,0.174,0.692,0.134,
0.008,0.439,0.492,0.061,
0.034,0.476,0.422,0.068,
0.001,0.406,0.52,0.073,
0.006,0.286,0.538,0.17,
0.05,0.481,0.408,0.06,
0.001,0.208,0.619,0.173,
0.002,0.26,0.66,0.079,
0.002,0.36,0.56,0.077,
0.038,0.488,0.432,0.042,
0.042,0.518,0.381,0.06,
0.006,0.331,0.595,0.068,
0.032,0.419,0.498,0.05,
0.003,0.237,0.652,0.108,
0.0,0.252,0.674,0.074,
0.002,0.367,0.577,0.054,
0.001,0.18,0.712,0.107,
0.042,0.534,0.384,0.04,
0.011,0.387,0.525,0.078,
0.0,0.184,0.706,0.11,
0.018,0.469,0.452,0.061,
0.034,0.529,0.398,0.039,
0.01,0.293,0.608,0.089,
0.008,0.407,0.515,0.07,
0.002,0.188,0.614,0.195,
0.06,0.528,0.382,0.03,
0.016,0.419,0.491,0.074,
0.008,0.355,0.57,0.067,
0.002,0.439,0.501,0.058,
0.002,0.314,0.628,0.056,
0.0,0.336,0.609,0.054,
0.002,0.396,0.534,0.068,
0.0,0.276,0.547,0.177,
0.0,0.227,0.644,0.129,
0.044,0.522,0.378,0.056,
0.039,0.555,0.367,0.039,
0.0,0.284,0.577,0.139,
0.042,0.553,0.357,0.047,
0.037,0.531,0.378,0.054,
0.0,0.207,0.603,0.19,
0.028,0.357,0.533,0.083,
0.023,0.377,0.532,0.067,
0.012,0.365,0.575,0.048,
0.001,0.372,0.544,0.083,
0.006,0.246,0.603,0.145,
0.034,0.479,0.444,0.043,
0.003,0.256,0.654,0.088,
0.043,0.405,0.491,0.061,
0.0,0.315,0.627,0.057,
0.04,0.494,0.416,0.049,
0.007,0.411,0.517,0.066,
0.01,0.362,0.555,0.073,
0.003,0.402,0.557,0.039,
0.031,0.502,0.423,0.044,
0.034,0.558,0.357,0.051,
0.018,0.486,0.463,0.034,
0.036,0.448,0.383,0.133,
0.025,0.487,0.458,0.03,
0.001,0.326,0.608,0.066,
0.038,0.49,0.419,0.054,
0.019,0.496,0.431,0.053,
0.027,0.498,0.41,0.065,
0.026,0.45,0.477,0.047,
0.001,0.318,0.624,0.056,
0.025,0.466,0.467,0.042,
0.003,0.28,0.64,0.077,
0.036,0.525,0.393,0.046,
0.039,0.524,0.406,0.031,
0.009,0.468,0.476,0.047,
0.004,0.314,0.519,0.164,
0.031,0.467,0.459,0.043,
0.002,0.169,0.613,0.216,
0.0,0.29,0.652,0.058,
0.032,0.56,0.368,0.039,
0.004,0.273,0.638,0.085,
0.001,0.298,0.548,0.153,
0.029,0.465,0.439,0.067,
0.041,0.521,0.401,0.038,
0.001,0.167,0.73,0.102,
0.007,0.398,0.54,0.056,
0.003,0.373,0.558,0.067,
0.02,0.445,0.488,0.048,
0.004,0.377,0.546,0.072,
0.031,0.484,0.43,0.055,
0.032,0.506,0.421,0.041,
0.036,0.45,0.469,0.045,
0.001,0.294,0.541,0.164,
0.026,0.459,0.468,0.047,
0.033,0.447,0.467,0.054,
0.001,0.287,0.532,0.179,
0.0,0.218,0.615,0.167,
0.004,0.452,0.496,0.048,
0.035,0.546,0.378,0.041,
0.012,0.344,0.52,0.124,
0.033,0.472,0.453,0.042,
0.03,0.517,0.411,0.041,
0.044,0.484,0.44,0.033,
0.0,0.252,0.644,0.104,
0.006,0.266,0.637,0.091,
0.027,0.531,0.404,0.038,
0.026,0.47,0.458,0.047,
0.012,0.467,0.476,0.045,
0.042,0.498,0.41,0.049,
0.033,0.528,0.39,0.049,
0.024,0.37,0.531,0.075,
0.048,0.393,0.448,0.11,
0.034,0.523,0.403,0.04,
0.039,0.487,0.429,0.044,
0.042,0.589,0.333,0.037,
0.029,0.43,0.495,0.046,
0.029,0.489,0.432,0.05,
0.023,0.327,0.576,0.073,
0.125,0.429,0.397,0.049,
0.023,0.488,0.434,0.054,
0.001,0.241,0.662,0.096,
0.0,0.329,0.617,0.055,
0.002,0.209,0.677,0.112,
0.031,0.418,0.48,0.071,
0.039,0.499,0.421,0.041,
0.001,0.27,0.63,0.099,
0.006,0.387,0.544,0.063,
0.002,0.322,0.584,0.092,
0.006,0.382,0.559,0.052,
0.043,0.566,0.35,0.041,
0.055,0.416,0.419,0.11,
0.001,0.425,0.514,0.06,
0.034,0.527,0.392,0.047,
0.0,0.465,0.488,0.046,
0.035,0.485,0.448,0.032,
0.04,0.504,0.405,0.051,
0.044,0.572,0.332,0.052,
0.0,0.18,0.71,0.111,
0.023,0.505,0.414,0.058,
0.003,0.26,0.626,0.112,
0.0,0.209,0.573,0.218,
0.0,0.207,0.639,0.155,
0.0,0.208,0.698,0.094,
0.002,0.374,0.575,0.049,
0.034,0.537,0.389,0.041,
0.028,0.375,0.505,0.093,
0.032,0.447,0.478,0.043,
0.048,0.433,0.412,0.106,
0.028,0.481,0.426,0.065,
0.036,0.481,0.441,0.042,
0.019,0.462,0.458,0.061,
0.001,0.336,0.607,0.057,
0.005,0.384,0.547,0.064,
0.02,0.489,0.448,0.042,
0.001,0.293,0.649,0.057,
0.025,0.458,0.473,0.044,
0.0,0.267,0.644,0.089,
0.031,0.492,0.413,0.063,
0.002,0.2,0.645,0.153,
0.0,0.264,0.661,0.075,
0.052,0.374,0.512,0.063,
0.001,0.295,0.526,0.179,
0.011,0.26,0.524,0.205,
0.0,0.323,0.621,0.056,
0.005,0.452,0.484,0.059,
0.031,0.487,0.442,0.041,
0.007,0.381,0.561,0.052,
