0.118,0.624,0.158,0.1,1282.0,
0.122,0.615,0.162,0.1,1487.0,
0.125,0.615,0.159,0.1,1406.0,
0.123,0.603,0.174,0.1,317.0,
0.1,0.602,0.198,0.1,1543.0,
0.095,0.645,0.16,0.1,1272.0,
0.117,0.614,0.169,0.1,1698.0,
0.126,0.61,0.165,0.1,1330.0,
0.116,0.616,0.168,0.1,1591.0,
0.145,0.582,0.173,0.1,911.0,
0.116,0.619,0.165,0.1,1685.0,
0.116,0.627,0.157,0.1,815.0,
0.135,0.602,0.163,0.1,519.0,
0.119,0.613,0.168,0.1,1904.0,
0.109,0.634,0.157,0.1,1000.0,
0.103,0.636,0.161,0.1,1104.0,
0.113,0.622,0.165,0.1,1413.0,
0.133,0.608,0.159,0.1,1507.0,
0.128,0.609,0.162,0.1,1776.0,
0.13,0.607,0.162,0.1,820.0,
0.125,0.61,0.165,0.1,1236.0,
0.134,0.614,0.152,0.1,1502.0,
0.124,0.615,0.16,0.1,978.0,
0.111,0.622,0.167,0.1,1645.0,
0.12,0.621,0.16,0.1,1411.0,
0.093,0.65,0.157,0.1,702.0,
0.088,0.652,0.161,0.1,665.0,
0.088,0.645,0.168,0.1,1629.0,
0.128,0.622,0.15,0.1,1385.0,
0.091,0.652,0.157,0.1,673.0,
0.125,0.611,0.164,0.1,1086.0,
0.095,0.648,0.157,0.1,659.0,
0.116,0.626,0.158,0.1,1818.0,
0.111,0.634,0.155,0.1,1565.0,
0.105,0.636,0.159,0.1,1222.0,
0.131,0.613,0.156,0.1,627.0,
0.092,0.641,0.167,0.1,854.0,
0.104,0.63,0.166,0.1,1237.0,
0.114,0.636,0.15,0.1,1564.0,
0.101,0.643,0.156,0.1,1411.0,
0.12,0.617,0.163,0.1,1320.0,
0.109,0.63,0.161,0.1,1582.0,
0.105,0.641,0.154,0.1,1672.0,
0.115,0.604,0.181,0.1,944.0,
0.079,0.673,0.148,0.1,718.0,
0.117,0.622,0.161,0.1,1905.0,
0.127,0.621,0.152,0.1,943.0,
