32854.0,138227.0,253230.0,372973.0,492804.0,612776.0,739116.0,852867.0,972894.0,1092835.0,1212784.0,1332773.0,1460661.0,1572873.0,1692905.0,1812840.0,1932784.0,2052773.0,71374.0,192247.0,316360.0,459321.0,603123.0,759813.0,911669.0,1036355.0,1179291.0,1323117.0,1479900.0,1631682.0,1756362.0,1899293.0,2043116.0,
34692.0,140988.0,259908.0,379562.0,499499.0,618994.0,738293.0,859515.0,979756.0,1099511.0,1219439.0,1338871.0,1458199.0,1579936.0,1699827.0,1819520.0,1939441.0,2058871.0,82420.0,191798.0,334181.0,477755.0,621872.0,766213.0,910240.0,1053944.0,1197667.0,1341763.0,1485884.0,1631264.0,1774005.0,1917672.0,2061765.0,
27574.0,136687.0,256184.0,375648.0,495652.0,615100.0,734472.0,855676.0,975791.0,1095595.0,1215645.0,1335087.0,1454451.0,1575654.0,1695781.0,1815589.0,1935645.0,2055089.0,76305.0,190568.0,331048.0,474334.0,618727.0,769775.0,907411.0,1050563.0,1194276.0,1338706.0,1489961.0,1627376.0,1770535.0,1914276.0,2058706.0,
22260.0,136001.0,251969.0,371338.0,492953.0,615555.0,731295.0,852490.0,971565.0,1091324.0,1212967.0,1333449.0,1451161.0,1572481.0,1691565.0,1811324.0,1932967.0,2053449.0,92644.0,197652.0,340036.0,483267.0,627691.0,771563.0,920710.0,1059659.0,1203401.0,1347639.0,1491333.0,1640736.0,1779662.0,1923401.0,2067639.0,
23127.0,133809.0,253738.0,373243.0,493105.0,616161.0,737425.0,852977.0,973288.0,1093111.0,1213104.0,1332776.0,1452285.0,1572959.0,1693352.0,1813118.0,1933104.0,2052770.0,84192.0,194834.0,329010.0,470296.0,613233.0,767792.0,907637.0,1046779.0,1189174.0,1339784.0,1486978.0,1627636.0,1766833.0,1909179.0,2059775.0,
27766.0,136377.0,255731.0,375731.0,495358.0,618974.0,733899.0,855564.0,975485.0,1095563.0,1215343.0,1337337.0,1453936.0,1575563.0,1695484.0,1815564.0,1935343.0,2057337.0,75465.0,192396.0,335763.0,474169.0,617313.0,766263.0,911578.0,1049303.0,1193629.0,1337367.0,1486234.0,1631310.0,1769303.0,1913629.0,2057367.0,
26447.0,137651.0,253527.0,372618.0,492569.0,620619.0,739623.0,854658.0,972815.0,1092584.0,1212553.0,1340609.0,1456977.0,1574653.0,1692822.0,1812619.0,1932563.0,2060612.0,66675.0,191492.0,325536.0,468571.0,612548.0,756963.0,901718.0,1044947.0,1188472.0,1332515.0,1476906.0,1621505.0,1765042.0,1908528.0,2052540.0,
30071.0,138651.0,260276.0,377367.0,497074.0,616529.0,736166.0,857202.0,977563.0,1097243.0,1217068.0,1336419.0,1456095.0,1577934.0,1697599.0,1817243.0,1937068.0,2056419.0,101891.0,203698.0,347046.0,489399.0,633884.0,777654.0,922270.0,1065799.0,1209389.0,1353648.0,1497524.0,1642323.0,1785805.0,1929389.0,2073648.0,
25196.0,134916.0,254430.0,374068.0,493986.0,618027.0,731887.0,854178.0,974207.0,1094038.0,1213971.0,1338366.0,1451683.0,1574038.0,1694220.0,1814066.0,1933987.0,2058394.0,63568.0,191623.0,322067.0,464998.0,621908.0,761347.0,898668.0,1045684.0,1184938.0,1328847.0,1479749.0,1618859.0,1767221.0,1904999.0,2048884.0,
26303.0,135731.0,255567.0,374918.0,494908.0,617461.0,731999.0,854571.0,975073.0,1094911.0,1214859.0,1338105.0,1454494.0,1574329.0,1695043.0,1814908.0,1934859.0,2055036.0,70177.0,195436.0,331357.0,470849.0,614861.0,760794.0,903911.0,1047602.0,1190779.0,1334821.0,1477621.0,1623516.0,1767562.0,1910778.0,2054821.0,
32056.0,138131.0,256855.0,373321.0,494499.0,616145.0,741194.0,855607.0,973312.0,1093215.0,1214315.0,1334872.0,1460376.0,1573475.0,1693760.0,1813261.0,1933920.0,2056141.0,85505.0,198549.0,341424.0,474638.0,619516.0,765245.0,911641.0,1054395.0,1194725.0,1339470.0,1487185.0,1631450.0,1774491.0,1914739.0,2059488.0,
24070.0,134609.0,253970.0,373610.0,493568.0,613330.0,732726.0,853445.0,973824.0,1093602.0,1213568.0,1332936.0,1452405.0,1573564.0,1693790.0,1813596.0,1933568.0,2052931.0,82782.0,192584.0,334587.0,478123.0,622817.0,765823.0,910859.0,1054438.0,1198115.0,1351763.0,1487429.0,1630731.0,1774387.0,1918108.0,2062653.0,
20306.0,135220.0,251734.0,370629.0,491368.0,618200.0,733878.0,850974.0,970246.0,1090914.0,1210199.0,1331675.0,1452544.0,1570469.0,1690246.0,1810905.0,1930199.0,2051624.0,78411.0,190236.0,332721.0,476001.0,620019.0,764264.0,908229.0,1052192.0,1195966.0,1340057.0,1483795.0,1628189.0,1772186.0,1915964.0,2060057.0,
27820.0,136992.0,255953.0,375881.0,494221.0,618416.0,733953.0,855761.0,975826.0,1095870.0,1214206.0,1335395.0,1453975.0,1575764.0,1694867.0,1813792.0,1933668.0,2054886.0,85717.0,198304.0,338939.0,476362.0,621405.0,766969.0,916897.0,1058825.0,1196336.0,1341397.0,1486898.0,1630980.0,1771427.0,1914049.0,2058037.0,
25869.0,134784.0,253908.0,373451.0,493407.0,615840.0,737456.0,853064.0,973537.0,1093437.0,1213400.0,1336149.0,1457315.0,1573126.0,1693551.0,1813437.0,1933400.0,2053222.0,71555.0,191756.0,327602.0,472064.0,611193.0,760991.0,903441.0,1048071.0,1191921.0,1331190.0,1480747.0,1624415.0,1768097.0,1911922.0,2051187.0,
