854,0,271,793,2641
2328,701,131,1889,6007
2062,6109,11437,1409,15040
2877,4815,6022,13515,10363
5429,13437,15895,7352,22994
166,835,1129,387,3577
2535,6053,8634,0,12060
5976,4086,9234,7249,14762
4521,1222,1458,2879,7564
990,10749,3628,14292,23332
2701,4411,732,3523,3799
4693,3753,4419,7842,5647
6407,3039,6142,4214,4494
1749,2959,1600,5166,10601
4694,1180,1842,5210,218
23450,4930,9562,16581,41905
440,2389,1488,4642,7791
890,2279,1503,2761,6355
3969,2613,7149,7615,28370
7214,4234,6604,10837,20560
6883,815,3144,7852,3411
4604,2598,3129,3941,13294
2733,3918,3500,9012,11964
2132,3373,2332,5018,4303
2130,1483,323,2896,2938
8787,3514,6651,7249,25797
0,1916,3553,7466,18929
3991,3405,1763,9429,8405
5074,4528,941,6578,9422
1366,2294,2358,8209,2657
6633,0,2223,7436,11465
3874,5341,3862,15153,8748
496,0,9,959,3489
11036,4277,2734,4684,15687
2600,5686,3057,14337,25097
7165,5191,2950,2193,4890
1566,1327,1104,1480,4531
379,4512,12056,2982,4966
6220,1407,3804,641,7514
3389,1730,4591,3447,1950
3159,3601,2365,7333,9743
0,791,1692,4097,5336
1349,2843,1854,1134,6054
1770,2103,6378,31034,18250
11234,14787,4193,25082,30840
1110,448,8042,5861,29621
1181,2185,1231,3490,3609
776,1869,2895,3323,7510
11061,4615,11718,13132,5559
6105,14,3156,4983,6355
6366,4398,1204,4126,7871
2808,477,2225,1928,4331
5367,896,6640,7952,19353
7896,2204,4250,9578,36726
0,18,18,3821,10516
2322,185,1914,13526,10176
3672,4160,2974,6613,9118
7886,7116,10272,22815,15425
2983,2326,2235,1251,3247
5266,3679,2842,4509,10698
5572,3588,5084,4060,8911
3625,3210,1622,7616,21111
2435,5348,3851,6573,6977
492,753,3863,3215,3142
9509,7097,6533,13529,10363
2239,1621,5542,6896,6990
4268,3311,2468,8255,3012
3270,3400,2601,7973,19651
8219,1797,8334,10458,8183
0,320,957,1765,1904
3101,6381,3991,10679,12622
943,1992,2687,2894,4440
6830,2915,2913,5855,17823
3771,2789,6641,11469,23511
4649,740,80,4889,9910
1783,624,1147,5236,9886
2929,1369,4590,4324,6546
3929,3354,5605,4989,16076
8214,7140,362,10519,13447
3783,4656,2463,5968,9593
2156,1892,3384,4867,5005
1900,3230,3980,5359,3787
492,1228,2738,6575,5418
1718,2382,2801,3696,4086
4007,1219,1956,1980,8451
2979,5048,3296,5001,6738
1695,11960,3832,7761,13665
1686,4320,6256,4653,7320
1426,2610,2001,8015,4823
5610,4392,2079,4586,5840
4656,2901,2489,3657,6408
5243,6716,5651,8560,19452
4520,2501,6610,4692,11048
6255,120,4415,7986,20813
3157,908,1750,2583,5181
1566,5008,351,8629,6201
1544,6216,5178,6102,11703
2841,0,719,141,5011
1566,1364,5732,15035,24229
9048,3770,3091,13035,33178
5042,6636,8009,1746,4785
3357,1495,1341,4998,10059
10050,0,564,3404,10838
2216,533,2554,3188,6284
3246,1714,1442,695,5742
831,1561,114,2633,3569
3959,4675,9400,6910,18771
5375,4613,5462,6075,8976
1704,10845,9142,26234,18648
0,2738,2845,5439,3960
19313,4082,5957,23150,6101
2611,4992,2807,4289,3937
8938,4645,3839,11221,20165
4361,3683,848,2873,7686
0,746,1124,8668,10275
1038,3131,441,3722,6485
2744,7062,16030,3234,12355
363,6188,7713,6949,11315
76,105,1149,5,1372
15400,2169,11607,12127,15691
3161,6723,4990,6449,5359
137,7500,7806,16582,27314
1872,444,1188,1690,3422
4280,6574,974,2792,12793
1594,6642,8020,4552,5467
3494,2938,9595,6695,10118
4448,4193,8841,7679,3472
2629,2411,1738,9845,3318
0,858,2389,4860,9697
235,276,878,781,2887
3115,2995,1591,1845,10117
6227,1070,3162,3037,17948
1247,1374,2018,4127,5295
3414,4766,801,5685,17743
460,1683,2672,6649,3792
1200,2243,1279,4649,5486
1235,1039,1978,1563,3485
1062,1331,2951,3303,0
1800,1567,2859,3433,8167
5245,5353,477,3365,8550
7798,3538,4624,2410,13317
1335,141,864,1598,7376
4076,185,9682,4988,16802
390,1909,946,117,2303
2443,4597,4355,7335,9380
3255,3965,7343,2047,5464
78,6491,447,9607,6327
1580,2849,1047,1838,5941
4357,81,3467,7235,28139
8761,2966,7223,15530,20935
938,3771,1579,970,7912
985,3227,1499,3019,13768
938,2216,10135,10275,4578
4242,3918,3501,3446,12258
2976,5846,3606,5533,20641
2563,3694,5001,1811,6330
4135,2979,94,7902,11369
5015,6216,1211,8237,2834
4883,3871,5508,7144,21657
1913,691,1728,3645,3480
7995,8655,6078,7490,7651
452,519,152,1001,2615
6838,1561,2179,1566,2752
4191,2882,6358,4457,18094
2762,1056,5064,8630,9195
2286,3242,1938,691,3015
1817,1941,3186,9261,15076
9401,19268,21691,7641,34698
13025,6173,12244,4180,18516
1708,2729,260,2397,7968
3283,896,2142,6205,8393
0,3488,8075,626,4998
0,3412,704,3476,9731
2222,3702,460,6918,6210
2000,1758,732,2643,4258
7,167,1281,6538,7676
2258,4131,2884,3976,8785
4494,329,2615,5898,5726
250,1327,124,1201,3231
20181,10112,4558,13484,21371
442,5779,1141,680,4477
2264,3961,4860,5847,9344
4323,8163,3280,10087,14019
3657,3125,2322,7988,19879
3862,4665,4224,4405,8993
1559,1791,3005,6381,2868
3624,3489,2084,2350,2461
7896,5282,5613,6027,5526
1835,2486,10117,4088,8608
4101,4247,1230,25313,12986
15180,19492,45828,28685,85012
1266,3250,586,1600,5960
5382,3540,3460,7256,9907
5675,4975,12524,2079,28883
2673,2846,4294,10500,14407
536,698,2325,1090,5201
3141,4211,636,4217,7141
5740,2000,5500,1492,16885
24,1031,2692,9405,14080
6859,7207,15512,7928,11866
3963,3347,4995,5367,5658
1640,1530,1545,914,8258
9832,10520,615,4333,19306
7517,2728,583,6004,2508
524,3307,3635,7249,11509
1782,2852,1245,7664,9618
4983,6351,6445,10295,25417
2092,403,1733,5775,8456
825,256,2285,530,5363
959,2204,9511,6504,5482
1267,1562,11667,11320,12088
5885,2345,2385,6990,10488
780,822,197,1930,4834
3484,603,5456,10157,11607
1770,835,2108,3613,3257
1979,2424,9806,3086,8162
1794,2615,4881,11371,13500
167,30,895,1123,1226
