575938,144000,3.999
575701,144000,3.998
575624,144000,3.997
575619,144000,3.997
575557,144000,3.997
575497,144000,3.996
575440,144000,3.996
575433,144000,3.996
575204,144000,3.994
574982,144000,3.993
574860,144000,3.992
574751,144000,3.991
574731,144000,3.991
574721,144000,3.991
574716,144000,3.991
574654,144000,3.991
574637,144000,3.99
574418,144000,3.989
574291,144000,3.988
574154,144000,3.987
574069,144000,3.987
574058,144000,3.986
574046,144000,3.986
574041,144000,3.986
573917,144000,3.985
573733,144000,3.984
573639,144000,3.984
573608,144000,3.983
573336,144000,3.981
572972,144000,3.979
572934,144000,3.979
572888,144000,3.978
572763,144000,3.977
572724,144000,3.977
572618,144000,3.976
572584,144000,3.976
572409,144000,3.975
572395,144000,3.975
572356,144000,3.975
572329,144000,3.974
572168,144000,3.973
572108,144000,3.973
572078,144000,3.973
571973,144000,3.972
571902,144000,3.971
571857,144000,3.971
571797,144000,3.971
571748,144000,3.97
571669,144000,3.97
571573,144000,3.969
571432,144000,3.968
571296,144000,3.967
571251,144000,3.967
571136,144000,3.966
570959,144000,3.965
570944,144000,3.965
570876,144000,3.964
570693,144000,3.963
570224,144000,3.96
570171,144000,3.959
570047,144000,3.959
569949,144000,3.958
569947,144000,3.958
569887,144000,3.958
569871,144000,3.957
569808,144000,3.957
569759,144000,3.957
569746,144000,3.956
569702,144000,3.956
569600,144000,3.955
569561,144000,3.955
569442,144000,3.954
569421,144000,3.954
569259,144000,3.953
569131,144000,3.952
568982,144000,3.951
568971,144000,3.951
568961,144000,3.951
568936,144000,3.951
568889,144000,3.951
568757,144000,3.95
568699,144000,3.949
568695,144000,3.949
568572,144000,3.948
568544,144000,3.948
568247,144000,3.946
568240,144000,3.946
568181,144000,3.946
568037,144000,3.945
567779,144000,3.943
567566,144000,3.941
567555,144000,3.941
567519,144000,3.941
567474,144000,3.941
567414,144000,3.94
567376,144000,3.94
567358,144000,3.94
567312,144000,3.94
567278,144000,3.939
567278,144000,3.939
567272,144000,3.939
567160,144000,3.939
566758,144000,3.936
566666,144000,3.935
566615,144000,3.935
566454,144000,3.934
566443,144000,3.934
566245,144000,3.932
566183,144000,3.932
566093,144000,3.931
565997,144000,3.93
565952,144000,3.93
565678,144000,3.928
565219,144000,3.925
565103,144000,3.924
565023,144000,3.924
565021,144000,3.924
564994,144000,3.923
564945,144000,3.923
564874,144000,3.923
564776,144000,3.922
564701,144000,3.921
564243,144000,3.918
564193,144000,3.918
563875,144000,3.916
563745,144000,3.915
563678,144000,3.914
563530,144000,3.913
563462,144000,3.913
563323,144000,3.912
563046,144000,3.91
562965,144000,3.909
562943,144000,3.909
562856,144000,3.909
562854,144000,3.909
562812,144000,3.908
562797,144000,3.908
562575,144000,3.907
562548,144000,3.907
562470,144000,3.906
562410,144000,3.906
562362,144000,3.905
562134,144000,3.904
562126,144000,3.904
562044,144000,3.903
561744,144000,3.901
561738,144000,3.901
561705,144000,3.901
561631,144000,3.9
561438,144000,3.899
561424,144000,3.899
561271,144000,3.898
561178,144000,3.897
561150,144000,3.897
561129,144000,3.897
561126,144000,3.897
561119,144000,3.897
560925,144000,3.895
560751,144000,3.894
560416,144000,3.892
560406,144000,3.892
560387,144000,3.891
560185,144000,3.89
559823,144000,3.888
559708,144000,3.887
559555,144000,3.886
559501,144000,3.885
559473,144000,3.885
559424,144000,3.885
559377,144000,3.884
559119,144000,3.883
559046,144000,3.882
558855,144000,3.881
558800,144000,3.881
558608,144000,3.879
558555,144000,3.879
558321,144000,3.877
558262,144000,3.877
558252,144000,3.877
558167,144000,3.876
558123,144000,3.876
557808,144000,3.874
557802,144000,3.874
557729,144000,3.873
557636,144000,3.872
557582,144000,3.872
557329,144000,3.87
557104,144000,3.869
557055,144000,3.868
556962,144000,3.868
556589,144000,3.865
556588,144000,3.865
556497,144000,3.864
556370,144000,3.864
556297,144000,3.863
556207,144000,3.862
556205,144000,3.862
556041,144000,3.861
555956,144000,3.861
555824,144000,3.86
555809,144000,3.86
555785,144000,3.86
555776,144000,3.859
555573,144000,3.858
555322,144000,3.856
555226,144000,3.856
555145,144000,3.855
555037,144000,3.854
555009,144000,3.854
554817,144000,3.853
554802,144000,3.853
554692,144000,3.852
554687,144000,3.852
554635,144000,3.852
554629,144000,3.852
554589,144000,3.851
554270,144000,3.849
554269,144000,3.849
554188,144000,3.848
554177,144000,3.848
554109,144000,3.848
554015,144000,3.847
553970,144000,3.847
553926,144000,3.847
553846,144000,3.846
553783,144000,3.846
553438,144000,3.843
553386,144000,3.843
553375,144000,3.843
553339,144000,3.843
553312,144000,3.842
553296,144000,3.842
553278,144000,3.842
553260,144000,3.842
553146,144000,3.841
552834,144000,3.839
552344,144000,3.836
552171,144000,3.834
552032,144000,3.834
551928,144000,3.833
551872,144000,3.832
551810,144000,3.832
551777,144000,3.832
551550,144000,3.83
551542,144000,3.83
551523,144000,3.83
551473,144000,3.83
551148,144000,3.827
551034,144000,3.827
550883,144000,3.826
550790,144000,3.825
550646,144000,3.824
550381,144000,3.822
550347,144000,3.822
550321,144000,3.822
550218,144000,3.821
550080,144000,3.82
550020,144000,3.82
549902,144000,3.819
549639,144000,3.817
549608,144000,3.817
549506,144000,3.816
549464,144000,3.816
549438,144000,3.815
549356,144000,3.815
549295,144000,3.814
549254,144000,3.814
549223,144000,3.814
549206,144000,3.814
548893,144000,3.812
548693,144000,3.81
548645,144000,3.81
548622,144000,3.81
548143,144000,3.806
548086,144000,3.806
548071,144000,3.806
547732,144000,3.804
547634,144000,3.803
547467,144000,3.802
547168,144000,3.8
547139,144000,3.8
547120,144000,3.799
547101,144000,3.799
546805,144000,3.797
546775,144000,3.797
546571,144000,3.796
546489,144000,3.795
546326,144000,3.794
546310,144000,3.794
546284,144000,3.794
546200,144000,3.793
546158,144000,3.793
546111,144000,3.792
546037,144000,3.792
545834,144000,3.79
545732,144000,3.79
545725,144000,3.79
545638,144000,3.789
545386,144000,3.787
545341,144000,3.787
545326,144000,3.787
545306,144000,3.787
545279,144000,3.787
545196,144000,3.786
545195,144000,3.786
545092,144000,3.785
544963,144000,3.784
544874,144000,3.784
544852,144000,3.784
544750,144000,3.783
544692,144000,3.783
544635,144000,3.782
544489,144000,3.781
544450,144000,3.781
544415,144000,3.781
544247,144000,3.779
544089,144000,3.778
544078,144000,3.778
543958,144000,3.777
543953,144000,3.777
543937,144000,3.777
543672,144000,3.775
543616,144000,3.775
543426,144000,3.774
543260,144000,3.773
542801,144000,3.769
542444,144000,3.767
542341,144000,3.766
542319,144000,3.766
542134,144000,3.765
542032,144000,3.764
541948,144000,3.763
541884,144000,3.763
541879,144000,3.763
541814,144000,3.763
541766,144000,3.762
541707,144000,3.762
541696,144000,3.762
541344,144000,3.759
541296,144000,3.759
541130,144000,3.758
540840,144000,3.756
540692,144000,3.755
540183,144000,3.751
540177,144000,3.751
539952,144000,3.75
539849,144000,3.749
539840,144000,3.749
539812,144000,3.749
539532,144000,3.747
539418,144000,3.746
539372,144000,3.746
539070,144000,3.743
538977,144000,3.743
538976,144000,3.743
538874,144000,3.742
538654,144000,3.741
538647,144000,3.741
538439,144000,3.739
538372,144000,3.739
538292,144000,3.738
538226,144000,3.738
538120,144000,3.737
537980,144000,3.736
537970,144000,3.736
537765,144000,3.734
537729,144000,3.734
537680,144000,3.734
537602,144000,3.733
537557,144000,3.733
537447,144000,3.732
537391,144000,3.732
536969,144000,3.729
536968,144000,3.729
536546,144000,3.726
536458,144000,3.725
536396,144000,3.725
536392,144000,3.725
536326,144000,3.724
536173,144000,3.723
536100,144000,3.723
536045,144000,3.722
535846,144000,3.721
535815,144000,3.721
535681,144000,3.72
535669,144000,3.72
535466,144000,3.718
535324,144000,3.717
535316,144000,3.717
535104,144000,3.716
535088,144000,3.716
535068,144000,3.716
535032,144000,3.715
534957,144000,3.715
534744,144000,3.713
534555,144000,3.712
534208,144000,3.71
534187,144000,3.71
534163,144000,3.709
534087,144000,3.709
533968,144000,3.708
533731,144000,3.706
533443,144000,3.704
533441,144000,3.704
533322,144000,3.704
533311,144000,3.703
533300,144000,3.703
533252,144000,3.703
533104,144000,3.702
532692,144000,3.699
532655,144000,3.699
532584,144000,3.698
532403,144000,3.697
532384,144000,3.697
532288,144000,3.696
532281,144000,3.696
532212,144000,3.696
532096,144000,3.695
532067,144000,3.695
531982,144000,3.694
531971,144000,3.694
531883,144000,3.694
531654,144000,3.692
531487,144000,3.691
531443,144000,3.691
531275,144000,3.689
531256,144000,3.689
531227,144000,3.689
530936,144000,3.687
530934,144000,3.687
530734,144000,3.686
530582,144000,3.684
530518,144000,3.684
530514,144000,3.684
530484,144000,3.684
530386,144000,3.683
530254,144000,3.682
530214,144000,3.682
530040,144000,3.681
529766,144000,3.679
529742,144000,3.679
529620,144000,3.678
529561,144000,3.677
529363,144000,3.676
529340,144000,3.676
529270,144000,3.675
529247,144000,3.675
529131,144000,3.674
528669,144000,3.671
528652,144000,3.671
528648,144000,3.671
528422,144000,3.669
528416,144000,3.669
528392,144000,3.669
528288,144000,3.669
528269,144000,3.668
528000,144000,3.667
527952,144000,3.666
527897,144000,3.666
