0.696,0.451,1.0,0.397,0.379,0.662,0.417,0.415,0.671,0.41,1.0,0.73,0.692,0.676,0.673,0.67,0.714,0.662,0.661,0.694,1.0,0.325,0.63,0.33,0.613,0.359,0.627,0.312,0.645,0.308,1.0,0.417,0.458,0.691,0.442,0.449,0.721,0.451,0.425,0.706,
0.985,0.777,0.308,0.276,0.273,0.513,0.289,0.304,0.215,0.574,1.0,0.597,0.571,0.629,0.798,0.535,0.49,0.597,0.51,0.581,1.0,0.714,0.728,0.756,0.695,0.693,0.722,0.707,0.718,0.737,0.974,0.604,0.792,0.585,0.804,0.569,0.798,0.593,0.802,0.59,
1.0,0.589,0.601,0.509,0.639,0.473,0.498,0.497,0.573,0.427,1.0,0.707,0.655,0.675,0.591,0.636,0.673,0.629,0.67,0.68,0.937,0.582,0.536,0.6,0.511,0.531,0.603,0.563,0.54,0.623,0.998,0.5,0.705,0.503,0.654,0.455,0.697,0.585,0.673,0.438,
0.619,0.943,0.393,0.332,0.271,0.306,0.328,0.332,0.273,0.349,1.0,0.596,0.511,0.565,0.455,0.48,0.519,0.496,0.51,0.635,0.971,0.582,0.585,0.687,0.606,0.605,0.705,0.594,0.601,0.658,1.0,0.358,0.703,0.342,0.712,0.351,0.67,0.356,0.68,0.349,
0.945,0.885,0.467,0.579,0.445,0.681,0.549,0.433,0.591,0.544,1.0,0.762,0.532,0.528,0.605,0.572,0.5,0.472,0.581,0.589,1.0,0.438,0.431,0.718,0.421,0.434,0.614,0.436,0.431,0.66,1.0,0.599,0.724,0.589,0.728,0.596,0.731,0.595,0.705,0.571,
0.83,0.569,0.577,0.511,0.54,0.462,0.509,0.511,0.494,0.522,1.0,0.269,0.428,0.279,0.378,0.229,0.377,0.274,0.494,0.234,0.959,0.657,0.596,0.615,0.53,0.581,0.581,0.604,0.599,0.614,1.0,0.779,0.802,0.65,0.66,0.766,0.781,0.653,0.66,0.781,
1.0,0.618,0.529,0.556,0.574,0.468,0.479,0.467,0.549,0.501,1.0,0.576,0.504,0.601,0.545,0.461,0.594,0.516,0.45,0.634,0.995,0.678,0.635,0.653,0.72,0.673,0.716,0.651,0.675,0.652,1.0,0.071,0.658,0.048,0.639,0.068,0.644,0.048,0.626,0.049,
1.0,0.583,0.509,0.573,0.664,0.489,0.406,0.56,0.534,0.475,0.975,0.607,0.586,0.726,0.499,0.607,0.59,0.517,0.642,0.627,1.0,0.722,0.74,0.701,0.748,0.724,0.745,0.73,0.763,0.701,0.997,0.746,0.749,0.715,0.737,0.73,0.732,0.754,0.755,0.739,
0.988,0.847,0.64,0.569,0.553,0.697,0.63,0.669,0.538,0.59,1.0,0.587,0.622,0.72,0.708,0.565,0.682,0.688,0.631,0.583,1.0,0.44,0.432,0.701,0.408,0.412,0.681,0.434,0.431,0.689,0.996,0.618,0.762,0.566,0.715,0.59,0.72,0.573,0.717,0.57,
0.42,0.466,0.224,0.495,0.244,0.374,0.265,1.0,0.237,0.253,0.772,0.252,1.0,0.176,0.377,0.858,0.424,0.199,0.876,0.173,0.998,0.769,0.703,0.7,0.724,0.763,0.682,0.681,0.744,0.733,0.998,0.843,0.832,0.827,0.828,0.845,0.82,0.849,0.811,0.831,
0.965,0.642,0.663,0.613,0.515,0.594,0.598,0.563,0.541,0.633,0.944,0.218,0.189,0.499,0.223,0.155,0.46,0.2,0.229,0.504,1.0,0.361,0.521,0.325,0.466,0.341,0.493,0.333,0.556,0.308,0.993,0.455,0.468,0.612,0.434,0.472,0.644,0.451,0.484,0.607,
1.0,0.374,0.671,0.35,0.707,0.307,0.691,0.319,0.529,0.309,0.995,0.502,0.516,0.68,0.513,0.478,0.625,0.47,0.441,0.667,0.961,0.564,0.696,0.558,0.685,0.549,0.693,0.592,0.703,0.554,1.0,0.389,0.374,0.676,0.362,0.361,0.686,0.37,0.351,0.699,
0.958,0.86,0.47,0.577,0.516,0.511,0.554,0.5,0.462,0.519,1.0,0.535,0.597,0.485,0.561,0.47,0.584,0.493,0.594,0.511,0.968,0.712,0.709,0.711,0.666,0.714,0.702,0.698,0.688,0.7,1.0,0.241,0.624,0.229,0.613,0.246,0.631,0.23,0.604,0.233,
1.0,0.561,0.799,0.425,0.636,0.289,0.565,0.263,0.496,0.276,0.955,0.365,0.242,0.687,0.27,0.308,0.627,0.303,0.211,0.673,1.0,0.645,0.734,0.683,0.712,0.639,0.715,0.746,0.719,0.58,0.997,0.759,0.881,0.737,0.736,0.869,0.764,0.741,0.815,0.77,
1.0,0.589,0.576,0.749,0.589,0.46,0.486,0.491,0.565,0.624,1.0,0.356,0.36,0.591,0.306,0.368,0.462,0.426,0.325,0.544,0.962,0.35,0.596,0.302,0.428,0.35,0.46,0.324,0.601,0.333,1.0,0.632,0.577,0.641,0.623,0.604,0.556,0.625,0.656,0.562,
0.991,1.0,0.534,0.697,0.51,0.408,0.617,0.737,0.495,0.668,1.0,0.728,0.711,0.735,0.745,0.71,0.753,0.718,0.691,0.712,1.0,0.617,0.831,0.609,0.815,0.628,0.85,0.595,0.842,0.639,0.999,0.84,0.802,0.796,0.838,0.814,0.818,0.828,0.836,0.815,
