0,0,2261,2261
1252,1193,885,844
0,0,1831,1831
1436,1252,596,607
0,0,2326,2326
0,0,1193,1193
1159,1159,1066,1066
0,0,1159,1159
0,0,1558,1558
0,0,1252,1252
0,0,1866,1866
0,0,1436,1436
0,0,1855,1787
0,0,2060,2079
0,243,869,894
0,0,1861,1879
0,0,1120,1120
0,0,48,53
0,0,577,544
0,0,999,999
0,0,552,546
0,0,1828,1828
0,0,2188,2125
0,0,53,53
0,0,2219,2285
0,0,1052,1052
0,0,1170,1170
0,0,1092,1002
0,0,836,910
0,0,1921,1921
0,0,825,825
0,0,2,2
0,269,1232,1104
0,0,780,809
0,0,681,1105
637,0,436,269
0,0,788,798
681,608,416,127
0,0,637,608
753,759,20,20
0,0,809,821
0,0,41,41
0,0,753,759
0,133,696,1147
0,0,1018,614
0,307,754,830
0,503,757,466
0,529,682,668
0,0,581,951
0,0,487,489
0,0,445,232
0,0,1118,626
0,0,105,64
0,0,680,647
0,227,880,284
0,0,767,798
0,0,596,596
0,91,593,629
0,0,834,757
0,0,268,315
0,0,816,772
0,0,670,674
0,0,511,499
0,0,875,862
569,637,746,429
0,0,1500,504
0,0,800,637
0,0,526,497
0,0,788,1340
0,0,874,893
393,389,382,379
0,0,569,541
0,0,461,241
0,0,393,389
0,0,1552,808
0,0,743,594
0,7,540,555
75,371,914,317
0,0,1260,729
74,0,517,563
0,125,974,757
0,229,681,508
0,0,223,229
0,0,38,35
0,0,282,423
0,0,218,224
0,0,275,292
0,0,178,170
0,0,595,611
0,0,114,66
0,0,1150,346
775,862,420,146
0,0,737,694
0,0,303,292
0,0,623,618
0,0,825,851
0,0,663,637
0,0,571,878
0,0,945,903
825,417,353,625
0,0,910,924
0,0,556,327
0,0,1465,810
0,0,44,46
910,327,249,90
0,135,683,552
0,139,1970,579
129,0,529,174
92,74,420,225
0,25,2849,941
0,0,665,662
52,46,451,247
0,0,33,31
0,0,1179,830
0,0,861,818
0,0,674,745
0,0,111,84
0,0,503,314
0,0,314,301
0,0,358,353
0,0,271,136
0,0,164,158
556,618,563,334
0,0,11,11
0,0,677,605
0,0,510,494
0,0,349,181
0,0,198,210
334,181,265,94
0,0,1120,1026
0,0,183,208
0,0,543,550
0,0,954,927
183,210,151,223
0,0,749,449
0,0,519,717
0,20,1074,499
0,0,194,191
0,0,357,461
0,219,680,605
0,158,510,756
0,296,959,959
0,0,1131,371
0,0,905,786
0,0,1169,1687
0,0,458,481
0,0,59,96
0,0,2,2
0,0,379,588
0,0,441,460
0,0,291,296
0,0,664,451
0,0,525,548
349,208,24,22
0,0,826,777
0,0,808,753
0,0,727,721
0,0,850,764
0,0,286,290
286,331,53,87
727,290,53,31
0,0,790,785
0,0,806,837
0,0,700,710
758,321,16,10
0,138,2489,849
0,0,863,923
60,0,19,16
0,0,819,635
0,97,218,246
62,303,357,155
0,246,1464,867
16,0,514,527
0,127,866,519
0,11,328,305
0,46,517,755
0,0,78,27
0,0,117,128
0,0,339,344
0,0,123,186
0,0,401,371
0,0,602,621
0,0,1220,846
0,0,37,49
0,0,401,721
0,0,890,859
0,0,272,280
0,0,442,446
0,0,461,489
