0,0;0,0
0,0;0,0
1196,1196;1196,1196
0,0;0,0
0,0;0,0
1719,1395;1719,1395
0,0;0,0
1744,1719;1744,1719
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,325;0,325
0,25;0,25
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
50,25;50,25
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
461,444;461,444
0,0;0,0
0,0;0,0
655,570;655,570
0,0;0,0
698,630;698,630
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,61;0,61
0,35;0,35
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
35,0;35,0
0,0;0,0
0,0;0,0
0,81;0,81
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,15;0,15
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
402,395;402,395
0,0;0,0
0,0;0,0
577,477;577,477
0,0;0,0
589,567;589,567
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,91;0,91
0,19;0,19
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
23,0;23,0
0,0;0,0
0,0;0,0
0,1;0,1
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
399,393;399,393
0,0;0,0
0,0;0,0
574,470;574,470
0,0;0,0
582,565;582,565
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,96;0,96
0,18;0,18
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
23,0;23,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
409,393;409,393
0,0;0,0
0,0;0,0
582,470;582,470
0,0;0,0
588,565;588,565
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,96;0,96
0,17;0,17
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
0,0;0,0
