0.023,0.774,0.103,0.1,275.0,
0.027,0.749,0.124,0.1,377.0,
0.049,0.759,0.092,0.1,331.0,
0.063,0.733,0.103,0.1,259.0,
0.138,0.719,0.043,0.1,160.0,
0.018,0.746,0.136,0.1,238.0,
0.033,0.761,0.106,0.1,293.0,
0.054,0.77,0.076,0.1,305.0,
0.068,0.728,0.104,0.1,220.0,
0.037,0.744,0.119,0.1,227.0,
0.032,0.72,0.148,0.1,404.0,
0.074,0.752,0.074,0.1,238.0,
0.047,0.788,0.065,0.1,300.0,
0.087,0.739,0.074,0.1,187.0,
0.026,0.759,0.115,0.1,295.0,
0.005,0.805,0.09,0.1,346.0,
0.035,0.8,0.065,0.1,268.0,
0.018,0.776,0.106,0.1,286.0,
0.167,0.689,0.044,0.1,130.0,
0.047,0.725,0.128,0.1,324.0,
0.06,0.756,0.084,0.1,198.0,
0.019,0.792,0.089,0.1,315.0,
0.087,0.726,0.087,0.1,197.0,
0.064,0.773,0.064,0.1,182.0,
0.026,0.759,0.115,0.1,295.0,
0.067,0.727,0.107,0.1,260.0,
0.129,0.721,0.05,0.1,103.0,
0.008,0.804,0.088,0.1,446.0,
0.054,0.71,0.137,0.1,362.0,
0.07,0.736,0.094,0.1,287.0,
0.037,0.727,0.137,0.1,365.0,
0.141,0.712,0.047,0.1,135.0,
0.138,0.656,0.106,0.1,122.0,
0.005,0.836,0.059,0.1,503.0,
0.09,0.733,0.076,0.1,174.0,
0.055,0.674,0.171,0.1,277.0,
0.057,0.757,0.086,0.1,174.0,
0.3,0.592,0.008,0.1,83.0,
0.109,0.713,0.078,0.1,182.0,
0.045,0.777,0.077,0.1,250.0,
0.077,0.781,0.042,0.1,210.0,
0.019,0.738,0.143,0.1,373.0,
0.121,0.742,0.037,0.1,142.0,
0.076,0.72,0.104,0.1,207.0,
0.139,0.661,0.1,0.1,149.0,
0.043,0.73,0.128,0.1,360.0,
0.048,0.771,0.081,0.1,241.0,
0.087,0.765,0.048,0.1,188.0,
0.035,0.723,0.142,0.1,273.0,
0.07,0.775,0.055,0.1,159.0,
0.049,0.756,0.095,0.1,327.0,
0.011,0.789,0.1,0.1,299.0,
0.048,0.761,0.091,0.1,285.0,
0.054,0.762,0.085,0.1,206.0,
0.064,0.755,0.082,0.1,273.0,
0.02,0.832,0.049,0.1,352.0,
0.092,0.75,0.058,0.1,202.0,
0.084,0.716,0.1,0.1,280.0,
0.144,0.694,0.061,0.1,140.0,
0.024,0.782,0.094,0.1,277.0,
0.146,0.715,0.038,0.1,97.0,
0.086,0.729,0.086,0.1,179.0,
0.026,0.748,0.126,0.1,263.0,
0.076,0.743,0.081,0.1,152.0,
0.021,0.814,0.064,0.1,237.0,
0.219,0.619,0.062,0.1,129.0,
0.023,0.748,0.13,0.1,388.0,
0.039,0.748,0.112,0.1,269.0,
0.042,0.726,0.132,0.1,336.0,
0.122,0.728,0.05,0.1,135.0,
0.026,0.769,0.105,0.1,379.0,
0.038,0.692,0.17,0.1,335.0,
0.03,0.782,0.088,0.1,293.0,
0.156,0.681,0.062,0.1,113.0,
0.042,0.76,0.098,0.1,363.0,
0.088,0.74,0.072,0.1,210.0,
0.044,0.694,0.162,0.1,303.0,
0.17,0.705,0.025,0.1,166.0,
0.043,0.71,0.147,0.1,367.0,
0.054,0.705,0.141,0.1,380.0,
0.018,0.797,0.085,0.1,281.0,
0.041,0.757,0.103,0.1,325.0,
0.075,0.75,0.075,0.1,159.0,
0.042,0.727,0.131,0.1,446.0,
0.026,0.791,0.083,0.1,381.0,
0.036,0.78,0.084,0.1,212.0,
0.121,0.7,0.079,0.1,160.0,
0.22,0.607,0.073,0.1,113.0,
0.106,0.722,0.072,0.1,132.0,
0.01,0.763,0.127,0.1,416.0,
0.018,0.77,0.111,0.1,384.0,
0.071,0.758,0.071,0.1,205.0,
0.074,0.709,0.117,0.1,196.0,
0.139,0.717,0.044,0.1,147.0,
0.06,0.75,0.09,0.1,161.0,
0.035,0.679,0.186,0.1,394.0,
0.015,0.772,0.113,0.1,412.0,
0.029,0.754,0.118,0.1,232.0,
0.173,0.667,0.06,0.1,120.0,
0.085,0.727,0.088,0.1,199.0,
0.085,0.758,0.058,0.1,218.0,
0.093,0.746,0.061,0.1,238.0,
0.086,0.679,0.136,0.1,248.0,
0.106,0.718,0.076,0.1,139.0,
0.043,0.757,0.1,0.1,313.0,
0.023,0.772,0.105,0.1,332.0,
0.2,0.647,0.053,0.1,151.0,
0.042,0.782,0.076,0.1,270.0,
0.052,0.723,0.126,0.1,277.0,
0.053,0.709,0.138,0.1,275.0,
0.052,0.774,0.074,0.1,166.0,
0.07,0.76,0.07,0.1,164.0,
0.177,0.662,0.062,0.1,100.0,
0.034,0.754,0.111,0.1,309.0,
0.053,0.657,0.19,0.1,270.0,
0.096,0.708,0.096,0.1,218.0,
0.052,0.824,0.024,0.1,189.0,
0.105,0.73,0.065,0.1,164.0,
0.051,0.7,0.149,0.1,332.0,
0.084,0.752,0.064,0.1,197.0,
0.029,0.755,0.116,0.1,314.0,
0.015,0.806,0.079,0.1,279.0,
0.033,0.755,0.112,0.1,372.0,
0.043,0.774,0.083,0.1,310.0,
0.047,0.738,0.115,0.1,293.0,
0.033,0.742,0.124,0.1,295.0,
0.034,0.776,0.09,0.1,247.0,
0.028,0.774,0.098,0.1,416.0,
0.006,0.796,0.098,0.1,453.0,
0.032,0.809,0.059,0.1,287.0,
0.005,0.802,0.093,0.1,359.0,
0.079,0.762,0.058,0.1,186.0,
0.25,0.6,0.05,0.1,86.0,
0.114,0.691,0.095,0.1,176.0,
0.076,0.676,0.148,0.1,209.0,
0.076,0.781,0.043,0.1,164.0,
0.246,0.638,0.015,0.1,99.0,
0.002,0.773,0.124,0.1,385.0,
0.121,0.737,0.042,0.1,137.0,
0.128,0.722,0.05,0.1,148.0,
0.124,0.714,0.062,0.1,158.0,
0.3,0.58,0.02,0.1,70.0,
0.027,0.79,0.083,0.1,247.0,
0.044,0.785,0.07,0.1,218.0,
0.013,0.742,0.145,0.1,263.0,
0.036,0.745,0.118,0.1,391.0,
0.021,0.785,0.095,0.1,346.0,
0.067,0.707,0.127,0.1,267.0,
0.076,0.764,0.06,0.1,197.0,
0.048,0.796,0.056,0.1,219.0,
0.082,0.736,0.082,0.1,188.0,
0.009,0.811,0.08,0.1,386.0,
0.075,0.653,0.172,0.1,288.0,
0.036,0.782,0.082,0.1,236.0,
0.031,0.726,0.143,0.1,317.0,
0.045,0.772,0.083,0.1,225.0,
0.022,0.788,0.09,0.1,353.0,
0.016,0.751,0.132,0.1,318.0,
0.054,0.754,0.092,0.1,208.0,
0.056,0.712,0.132,0.1,290.0,
0.017,0.814,0.069,0.1,374.0,
0.06,0.733,0.107,0.1,260.0,
0.138,0.719,0.044,0.1,131.0,
0.091,0.718,0.091,0.1,182.0,
0.173,0.673,0.053,0.1,115.0,
0.031,0.767,0.102,0.1,374.0,
0.014,0.839,0.046,0.1,226.0,
0.061,0.761,0.078,0.1,191.0,
0.026,0.736,0.138,0.1,426.0,
0.081,0.765,0.054,0.1,199.0,
