0.003,0.987,0.0,0.01,2692.0,
0.0,0.99,0.0,0.01,3198.0,
0.0,0.99,0.0,0.01,1700.0,
0.151,0.839,0.0,0.01,2870.0,
0.019,0.971,0.0,0.01,2198.0,

0.0,0.99,0.0,0.01,2799.0,
0.0,0.99,0.0,0.01,3399.0,
0.0,0.99,0.0,0.01,1800.0,
0.0,0.99,0.0,0.01,3300.0,
0.0,0.99,0.0,0.01,2200.0,

0.0,0.99,0.0,0.01,2799.0,
0.0,0.99,0.0,0.01,3399.0,
0.0,0.99,0.0,0.01,1800.0,
0.0,0.99,0.0,0.01,3300.0,
0.0,0.99,0.0,0.01,2200.0,

0.0,0.99,0.0,0.01,2799.0,
0.0,0.99,0.0,0.01,3399.0,
0.0,0.99,0.0,0.01,1800.0,
0.0,0.99,0.0,0.01,3300.0,
0.0,0.99,0.0,0.01,2200.0,


