0.029,-0.019,-0.005,-0.063,0.011,0.016,0.028,-0.021,-0.036,-0.009,-0.009,-0.085,-0.039,0.038,0.073,0.065,-0.135,0.11,-0.003,0.013,0.029,0.05,0.248,-0.097,-0.026,-0.17,0.16,-0.024,0.09,0.05,
-0.027,-0.027,-0.031,0.13,-0.128,0.012,0.061,-0.074,0.089,0.095,0.032,0.008,0.005,0.134,0.093,0.078,0.033,0.083,0.07,0.006,0.01,0.068,0.249,-0.017,-0.074,0.017,-0.042,0.055,-0.142,-0.031,
-0.01,-0.05,0.059,0.013,0.074,0.011,0.118,0.023,0.074,0.008,-0.052,0.043,0.103,0.093,0.12,0.007,0.106,0.108,0.222,0.093,0.01,0.202,0.077,0.066,0.366,0.213,0.042,0.136,0.21,-0.145,
0.045,0.049,-0.006,-0.043,-0.146,-0.031,-0.017,-0.072,-0.024,0.147,0.039,0.042,-0.043,-0.027,0.052,0.018,0.093,0.09,0.01,0.088,0.018,0.052,-0.016,-0.049,-0.065,0.072,0.066,-0.02,0.034,-0.052,
-0.026,0.016,0.026,0.025,0.018,0.075,0.037,0.089,-0.077,0.052,-0.009,0.12,0.091,0.046,-0.123,-0.032,-0.007,-0.087,0.063,0.045,0.023,0.111,0.122,0.19,0.011,0.205,0.093,0.008,0.032,0.062,
0.018,0.017,0.013,0.048,-0.053,0.029,-0.068,0.109,-0.046,0.066,-0.021,-0.018,-0.021,0.094,0.105,-0.001,0.027,0.059,0.0,0.07,0.061,0.111,-0.14,0.097,0.063,0.021,-0.005,0.002,-0.016,0.023,
-0.063,0.006,0.056,-0.001,-0.007,0.047,0.072,0.014,0.055,-0.017,0.01,0.019,-0.042,0.058,0.053,0.088,-0.022,0.053,0.05,0.087,-0.076,0.092,0.104,0.122,-0.106,0.035,-0.11,0.0,0.028,-0.059,
0.008,-0.017,0.02,-0.112,0.134,-0.135,0.025,0.121,-0.096,0.022,0.041,0.041,0.053,-0.052,0.105,0.064,0.121,-0.005,0.182,0.043,0.045,0.101,0.094,0.291,-0.054,0.054,-0.064,-0.044,-0.134,0.146,
0.013,0.059,-0.032,-0.008,0.002,0.014,0.017,-0.024,0.009,0.035,0.012,0.0,0.012,-0.003,-0.032,0.078,0.024,-0.011,0.103,-0.099,0.055,0.054,0.042,0.032,0.009,0.064,-0.061,-0.056,-0.033,0.034,
-0.057,0.047,-0.003,0.157,-0.023,0.13,-0.05,0.048,0.116,0.029,-0.009,0.089,0.032,0.181,0.001,0.098,-0.067,0.004,-0.115,0.003,-0.041,0.197,0.147,0.003,-0.006,-0.007,0.113,0.124,0.035,0.133,
