

Data analysis for each instance 
AVG,MED,MAX,MIN
1827,2496,2070,1931,1796,2286,3241,1771,3687,1651,2059,1823,2645,3070,1358,1921,1930,1380,1144,1157,72298,73578,74717,75336,75642,74712,71197,71548,73052,76330,43775,54553,55620,29181,50736,27362,45902,18369,10098,8534,
3476,3873,2788,6854,3434,4922,4043,4936,2561,4642,5009,10491,3501,2304,5901,7680,6068,4039,2747,4237,4531,1211,2859,1097,1385,2192,1703,1250,582,2355,64999,65357,56052,55368,54052,53282,54951,53026,54951,51611,
11250,7563,8620,6146,7868,6153,5889,8532,5718,7676,480,1510,343,5135,1266,299,273,2100,216,196,23935,18698,17868,15676,7177,4964,4690,4328,4743,4537,32351,6758,9659,9332,3205,2908,5786,2915,2297,2476,
7773,5369,8214,7125,8559,7086,7899,8553,8658,7019,7495,1958,7014,3144,2729,3091,3263,2412,1315,1645,19006,15703,14050,6672,11948,6326,4134,11948,6416,4109,136387,83478,83478,74887,74887,74887,74887,74887,74887,74887,
660,940,761,1124,463,1278,468,498,604,597,8258,6958,7332,6540,6040,6529,3790,7192,5497,5267,17616,12476,11318,16447,12848,9342,16285,11584,13414,9669,45511,23422,9865,19181,8862,5274,4211,4821,4366,3932,
3204,3823,2762,2068,3077,3130,2832,2202,3126,3292,9463,8722,8378,7462,7473,9577,9660,6805,8433,7673,35231,31845,31431,34550,30062,26964,28981,26554,26243,29361,95530,95805,69477,59822,64181,50790,55834,35700,36245,36169,
611,1879,860,1034,1399,932,1122,1122,828,980,15134,16393,13607,14117,14515,13377,16020,13655,14819,12496,50380,44573,46831,43157,45872,50350,35498,26446,25114,25203,1176,14214,21612,16588,1143,6800,564,1296,339,227,
2272,2683,4165,2130,2918,2989,1754,1410,2640,1511,7748,8811,13038,7748,8357,8744,8406,10703,7519,9031,68906,74110,69201,70771,77648,75502,68302,67340,62913,65317,112526,109138,105913,68469,44706,42842,44689,44414,44784,43071,
4767,3632,3622,2866,4132,4114,3690,3722,3063,3684,8539,6275,6520,8116,4857,7996,6270,5732,4817,3276,28215,21262,22952,23212,15109,13904,13867,13831,11304,14301,58434,32785,32143,24221,11795,11797,21018,11577,6434,6023,
10643,8208,9859,5951,7827,9675,8079,7980,4636,8492,42109,37158,30584,27588,25621,24339,23413,26501,24390,24412,42464,13090,24870,7823,25919,7910,25765,6402,3728,3737,93939,37372,35806,36514,13570,9479,7838,6960,6992,7324,
5437,11008,8152,7055,4726,7991,5784,7173,6134,4644,16420,24638,17253,16567,15000,15285,11319,19405,15876,10113,14797,4783,15095,4331,9186,3841,8715,2625,1474,2625,163292,130289,122451,108810,108810,107636,107636,107636,107636,107636,
17060,18758,16860,18182,16904,14511,13084,12150,10290,17877,17531,21824,4277,17083,9400,4349,11007,11692,3881,2263,35640,11411,10957,13251,5706,1342,1475,2478,1319,1191,98327,54705,28994,20453,14715,11699,12597,10901,10493,12045,
9986,8211,7771,7654,7116,7595,6729,6715,6447,7950,16590,12414,10839,10841,10050,6895,3790,4508,4583,4753,21387,9671,12592,9669,5937,2775,5685,2043,2281,1815,42437,20243,22607,10857,8206,4796,4466,3481,3318,3701,
3517,3221,3730,4493,3085,4328,2922,2995,2834,2559,16068,20553,16229,16398,18934,17455,16065,10999,11143,20114,27272,13780,21318,12018,8558,3203,3156,6017,2200,2793,128625,68551,49990,48647,49544,47986,48810,47986,48690,48229,
22905,22433,25541,20528,23273,24284,19708,24458,21956,22305,2245,3159,2392,2689,13139,2223,2208,2582,1261,1372,26982,27799,25183,26240,12774,11141,8684,11141,9945,11141,145792,122014,59138,54672,52972,47196,47196,47196,47196,47196,
3135,2379,2436,2219,1716,2353,2068,1983,2088,2801,10449,7835,9181,8193,8066,9970,6806,8314,7224,5058,24234,16616,16411,16433,13012,8561,12574,6888,5195,5387,47523,42147,34072,19256,12423,7727,5117,5390,4636,5017,
26917,26225,24381,25511,25597,24870,23242,24387,25488,25061,894,1516,1606,1055,3048,1572,683,725,545,316,45146,44283,46728,32526,18305,15851,15663,15851,16141,15851,142875,116920,48420,45990,44206,38595,37946,37319,38391,40659,
4441,4539,4223,3958,4506,3750,3703,3558,2784,3460,10297,5572,6474,4977,7975,5847,8757,4204,4082,5763,46855,41525,34108,31605,25214,23188,26421,25214,22006,25036,96772,42660,34759,35315,13570,10240,9602,8586,8265,8153,
1674,1651,749,4237,1576,1318,2216,2703,3519,2345,4146,2477,4528,10651,5561,3985,4778,6091,5239,3086,17936,32802,27745,21798,22753,26238,19331,21439,24589,16242,200266,187375,185485,166414,170013,165216,164417,165217,164417,165216,
8723,9648,8700,6094,8857,8963,5754,11363,8423,6286,10131,5781,9096,4573,8576,5554,9272,5191,4220,7001,13332,7256,7617,10138,11256,3528,5400,4790,2711,3079,65334,73823,67257,55700,47549,48268,47277,45768,42574,38917,
1411,2158,2397,3157,1696,1462,2329,1976,2577,1629,31637,33374,31410,35149,32685,32509,30334,29263,30896,30976,39196,36712,41525,38838,36255,38177,38140,26698,20144,18986,171422,171101,97900,48710,38154,36274,36821,36442,36900,36773,
4165,1908,2806,2923,2491,1893,2993,2515,2621,2480,8653,4530,5204,5223,6672,5998,5647,5103,8171,5315,27990,21515,23583,24477,18514,19092,21059,18299,19092,21886,86069,66280,71413,56216,54086,56216,54081,40358,40730,39903,
8001,9300,7996,7600,8120,7195,7616,11499,7761,5601,10601,8737,8998,8403,5171,5795,3556,5932,5795,6058,66813,64397,50982,48292,48683,48292,51376,44750,50979,44750,144261,71664,68970,66124,65435,26834,24969,22994,22609,22144,
4978,4706,4351,3768,4481,3902,3075,4016,3837,2296,10326,6107,8452,10027,5187,9442,7495,5656,5427,4672,34601,27072,24671,22316,17989,14343,12876,11693,11356,10246,35996,5964,8619,18570,2692,1782,3346,2063,967,813,
5597,6219,7088,6905,5898,6700,5564,6069,4693,6544,15940,17010,15668,16409,15939,13595,13033,12283,9503,12210,44826,37105,41035,37665,28307,30706,28146,21413,24050,22859,107938,78483,74052,49527,48718,23063,37830,16807,11653,10150,
4702,8067,5669,11129,7413,4136,5408,6874,3416,4284,7372,8112,2001,5583,2904,3161,3467,5087,5723,3973,47048,46785,34004,37226,32515,24990,28096,32751,23262,29054,160131,131021,106613,109585,105102,89310,105102,104087,89310,105102,
2788,5667,3897,6497,3136,2297,4692,5248,4492,3389,13337,25276,13027,19450,15078,17041,11721,14428,10501,19622,24196,22362,33591,20198,18829,28242,21939,17723,20150,15511,87173,81258,77982,71003,82496,61728,59346,56964,56964,56964,
5243,4915,5521,4450,6009,4987,5774,6361,4793,4895,51630,48356,54126,51903,46349,45780,45236,46349,45780,46961,71525,68537,53766,31421,48609,31390,48892,17366,13754,13260,138881,53258,46498,46363,13315,2849,1463,1213,1229,1075,
1734,1382,2400,1454,1415,1784,1658,1961,1251,1130,4647,3820,3190,3408,3254,3260,3739,3683,2941,4099,16908,16697,15884,15271,14746,16091,12056,14433,11868,12658,51153,49684,45196,42888,31147,21330,18073,17174,16231,15532,
2881,3066,2689,3863,2885,2993,2979,2611,2440,3435,30424,30616,33622,26881,28839,29411,25896,27995,23954,27210,30332,17251,14081,23877,16153,8688,23245,14863,6991,5364,75622,66524,60827,53614,60937,20529,22928,17145,13980,13170,
13515,12785,13572,10559,14909,10288,9356,12530,9903,11234,1137,11594,8729,1673,1401,644,1763,902,2543,937,12758,1622,9577,2236,6761,1565,7735,1461,504,580,50882,43617,43644,30800,17439,13262,12317,12059,11926,11682,
4586,4679,3641,5437,3531,3924,6498,4053,3670,4264,48074,47426,44559,45663,41887,42716,43428,41892,43055,44189,52972,51919,54106,28637,50046,29648,49799,24775,23376,24678,148027,133464,124360,67359,42456,29770,30189,28431,29028,27837,
21983,18100,18911,17405,18364,17919,18773,17855,18965,18312,357,853,655,664,990,642,546,858,302,1135,44498,43148,41575,42319,40483,28246,29178,25825,26296,29786,91570,73859,92831,48204,45808,33652,46456,25255,24102,22746,
2725,6611,2544,4659,4812,5588,5128,8135,10655,2476,5486,9698,4601,12628,5364,4952,5644,6741,6608,6375,9157,8752,10120,9341,8163,8594,5162,9193,7993,4870,153716,137460,128144,133292,133292,133292,133292,133292,133292,133292,
8387,8761,8156,6654,5202,8740,8971,5540,4573,7837,6302,4363,4393,2598,4263,3438,788,761,440,1254,10721,7027,7757,7877,2957,3491,3805,4591,3161,3397,50299,37794,31278,21668,19245,21485,19236,21480,15761,19252,
3077,3222,4062,2719,2284,3318,3732,2446,2026,2451,60,131,141,72,149,150,69,253,147,49,14447,12741,12738,14280,11474,11888,11724,11833,10565,12217,49109,49027,45426,42709,42509,32742,30606,30643,32017,30911,
4556,5905,6196,3872,5209,3999,5458,4385,5902,4785,3512,1186,1019,1965,1660,891,1148,2408,4402,3024,14537,10749,12201,12126,12608,9699,9381,10637,8118,9421,57778,56375,54589,49084,43564,46987,44352,41746,39203,40672,
6600,3510,5365,3525,4078,4415,3809,4454,4382,3051,25677,21196,18885,22854,20018,21271,21046,22389,20523,24349,48497,31040,29811,24183,37999,22233,39749,25388,31822,21514,190690,155891,198940,137852,108569,88775,88888,88775,88775,94586,
13594,13632,14396,11492,10729,11336,14243,14697,10086,12221,11109,6873,3815,9556,4973,4225,6970,3960,2063,1572,20526,17117,10633,17358,11233,11312,6446,10474,10869,7868,81323,59969,57133,29773,31270,29716,32306,26993,27118,25963,
9845,13205,13124,8964,14105,7353,10604,9750,10215,5704,9019,10831,12012,7216,7962,6405,2630,8309,3496,2054,11086,8533,8617,4634,3834,5090,3462,3910,1505,3910,171270,126281,117948,115687,115687,115687,115687,115687,115687,115687,
5698,3316,4118,4201,3504,4192,4242,3104,3758,3628,25514,26896,22023,23152,20368,21425,16191,23671,18079,19544,27543,24878,25474,19237,20957,10866,8452,11018,5592,7011,137700,85957,42393,42284,31440,30649,33305,29656,28844,30399,
7615,8156,9685,8187,9123,8222,8021,8032,8848,6809,3701,1101,1897,1535,5371,1994,4587,1532,773,905,35963,37478,36624,36324,33121,28770,30441,29409,28718,29490,93098,102581,97328,90441,79025,53745,60037,39158,37541,38873,
320,888,537,509,440,536,360,630,542,288,24061,25013,22855,23352,23975,23915,22292,23163,22485,22770,51900,58868,48999,58961,50419,17014,15799,12071,9008,13380,95407,74502,14193,13264,3909,3226,3186,3186,3186,3186,
1452,1702,2441,1934,1740,2498,2770,2551,1880,2516,42530,37775,36407,38799,38882,36670,37969,37377,36764,36225,16272,13976,4055,16449,9695,6185,14997,7696,1724,865,159496,140914,97146,46378,46378,46099,47262,46378,47772,46308,
3427,4828,4542,7258,5029,4481,2948,8690,4974,5649,5125,7841,4784,4219,5630,4867,3669,4274,4884,3669,85413,80303,77245,75570,79973,75570,77600,75570,76650,75570,77213,69420,66139,63065,61404,14491,6957,6415,6339,6122,
1813,2535,2186,2003,1914,2239,1862,2247,2178,1549,20479,20564,18210,19707,20492,20534,19786,18186,20725,17777,37601,23331,27680,24924,24367,24871,25195,12752,9397,9625,69983,50146,50899,61407,48108,20388,18041,16174,10746,9159,
7678,7340,12328,4386,14780,4437,5985,9128,5474,9539,7656,23121,6028,11972,2850,5006,4657,2071,1384,6788,19106,18319,24338,10484,10236,8766,5128,16777,8553,4724,144971,115774,106309,106044,106044,107060,106044,106044,106044,106573,
12072,9641,10038,8640,9423,9851,8345,9254,10549,6559,14204,6202,6340,5940,5501,4917,9413,9946,8427,3908,29397,17376,15937,15301,11802,9061,14612,4812,3855,3165,31263,15411,11581,13702,3542,430,304,320,278,306,
5077,4961,4513,3936,4215,4728,5936,3868,2593,4568,11652,7891,9230,10398,7485,9290,7264,9760,5377,5022,26664,15951,21218,22099,13251,9453,8932,8156,7242,6622,47135,32337,29045,20904,9876,8699,12539,7939,5787,5605,
376,874,1340,659,1650,1175,680,807,1498,827,28903,30430,31344,32388,29158,32551,31738,30579,28452,31627,32494,14905,18061,33230,21861,22070,33245,27732,11931,6325,175428,184599,116287,59677,61849,58989,61381,61521,60557,62649,
1962,1752,1817,1359,1932,2309,1977,1910,1899,903,13170,13191,12751,11868,16035,15963,10775,12171,10418,13559,30061,18876,18922,13796,7917,4541,2973,6794,2856,2986,136976,76917,57112,56796,54299,55331,56796,57142,54729,57142,
