5398,6129,5409,7022,7516,7117,9343,9923,10091,11763,11869,11463,12559,13091,12978,14416,14603,14109,15855,16340,15892,17742,18137,18384,
5685,5692,5690,7606,8934,7696,9410,10035,9511,11175,11655,11219,12611,12737,12288,14193,14349,13908,16283,16303,15878,17638,18124,17644,
5351,6068,5356,7335,8054,7417,8770,9891,8801,11042,11083,10788,12682,13184,12405,14688,15529,14401,16098,16278,15781,17456,17981,19179,
5526,5604,5608,7320,8098,7343,8939,9427,8984,11074,11176,10722,12883,13000,12536,14493,14657,14202,15959,16504,16018,18045,18478,18786,
5485,5492,5565,7412,8548,7436,8952,9364,8986,11123,11227,10853,12913,12972,12596,14230,14395,14004,15955,16497,17747,17120,17629,18891,
5545,5549,5554,7374,8560,7465,9023,10312,9136,11098,11203,10787,12850,12899,12467,14257,14356,13939,16224,16281,15886,17546,18005,19263,
5739,6477,5747,7583,8166,7678,9216,10564,9333,11578,11675,11251,13115,13157,12717,14490,14606,14219,16127,16233,15684,17408,17886,19307,
5578,6374,5660,7413,7986,7504,9202,10407,9156,11558,11593,11183,13204,13232,12789,14375,14476,14038,15564,16018,15571,17182,17679,19025,
5364,5371,5369,7150,7232,7165,9322,10056,9365,11730,11841,11408,12675,13501,12303,14346,15166,13996,16391,16426,15889,17725,18216,17690,
5352,5430,5356,7549,8024,7572,9172,9701,9206,11612,12331,11255,12727,13514,12321,14787,14888,14476,16356,16433,16711,17600,18121,19393,
5617,6373,5627,7270,8427,7291,9752,10225,10541,10872,10982,10573,12658,12694,12323,14826,14839,14501,15629,16206,15764,17327,17709,17276,
5480,6219,5485,7097,8230,7118,9537,10071,9509,10946,11052,10667,12547,12586,12125,14540,14626,14196,16077,16515,16067,17899,19040,17875,
5554,6265,5636,7367,8558,7458,8923,10165,8877,11261,11365,10970,13034,13012,12711,14343,14454,14026,16224,16365,15991,17113,17883,19258,
5628,6349,5630,7317,7851,7407,8760,9268,8796,11304,11407,10960,12993,13026,12613,14060,14248,13867,16483,16500,17725,17491,17996,19215,
5774,5778,5783,7731,9026,7746,8979,9502,9083,11379,11490,11037,13252,13378,12940,14530,14706,14321,16000,16182,15678,17472,17995,17498,
5567,5574,5572,7237,7712,7270,8970,9503,9086,11375,11489,11072,13072,13544,12704,14268,14433,14018,15451,16066,15573,17251,17713,17599,
5344,6073,5352,7502,8187,7529,9300,9878,9402,11029,11070,10721,12725,13484,12428,14652,14731,14302,16032,16587,16084,17915,18797,18679,
5902,6656,5986,7536,8820,7641,9215,9617,9244,11715,12541,11441,12676,12712,12316,14581,14660,15049,16083,16153,15755,17631,18223,17715,
5494,5569,5574,7092,7110,7113,9418,9451,9453,11149,11254,10851,12704,12746,12333,14425,14595,14114,16107,16183,17373,17604,18144,17633,
5428,6129,5437,7607,8216,7714,9218,10271,9263,10929,11024,10565,12770,12862,12421,14221,14390,14003,16445,16501,16839,17236,17822,21267,
5622,6371,5631,7343,8120,7371,9818,9851,9112,11450,11476,11072,12793,12909,12502,14749,14904,14422,15931,16470,15975,17552,17673,17154,
5617,5693,5623,7055,7559,7156,8788,10022,8820,11237,11339,10906,12938,12978,12526,14512,14602,14158,16174,16297,15773,17191,17564,18776,
5769,6506,5778,7363,8612,7461,9112,9662,9143,11732,12470,11373,13108,13150,12763,14324,15189,14064,16052,16067,15679,17473,18033,17490,
5659,6395,5745,7300,8449,7322,9009,9524,9062,11478,11591,11146,12822,12924,12520,14298,14473,14771,16140,16205,15790,17307,17846,17300,
5731,6574,5813,7527,7958,7621,9496,9956,9549,10542,11105,11315,12735,12780,12356,14368,14519,14135,16035,16608,16091,17804,18966,21070,
5724,6445,5732,7251,7812,7365,9282,10617,9384,11743,11851,11441,13012,13134,12755,14402,14476,13983,16219,16325,15813,17842,18314,19713,
5393,6222,5402,7652,7747,7756,8806,9233,8851,11185,11221,10788,12837,12943,13291,14449,14637,14204,16073,16540,15735,17364,17899,19068,
5374,5449,5452,7652,8877,7686,9468,10020,9504,11017,11116,10707,12603,12712,12332,14744,14839,14498,16646,17120,16390,17941,18409,20526,
5526,6243,5535,7130,8186,7157,8910,9335,8882,11353,11455,10964,12525,12638,12232,14674,14849,14408,15804,15931,15463,17216,17695,19025,
5324,5333,5329,7176,7940,7206,8978,10173,8949,11303,11341,11040,12574,12669,12235,14514,14601,14213,16078,16609,16090,17110,17568,17133,
5788,6558,5794,7340,7823,7442,9146,10391,9182,11525,11632,11231,13160,13199,12760,14205,14364,14370,15996,16440,15682,17572,17979,19732,
5653,5728,5658,7422,7831,7508,9174,9692,9135,11309,11341,11005,13013,13045,12547,14315,14476,14028,15935,16039,15537,17656,18141,17639,
5724,5799,5727,7587,8818,7606,9348,9892,9389,11791,12589,11456,13277,13378,12933,14786,14938,14481,16415,16477,16087,17984,18347,18625,
5600,6279,5605,7558,8035,7662,9403,9920,9442,11412,11448,11056,13090,13198,12787,14550,14706,14293,15803,16345,16577,17957,18377,17834,
5379,6102,5386,7075,7635,7257,8770,10002,8737,11092,11146,10814,12688,12797,12380,14498,14643,14209,15798,16344,15789,17661,18147,19310,
5731,6374,5738,7628,8256,7724,9321,10607,9424,11713,11844,11374,12541,12660,12245,14241,14420,14655,16461,16565,16107,17543,18121,20222,
5514,5589,5517,7247,7730,7348,8965,9418,8935,11188,11209,10793,12794,12895,12893,14214,14375,13950,16324,16464,15954,17390,17760,17261,
5502,6278,5585,7199,8070,7306,9010,9579,9041,11150,11261,10808,12831,12939,12561,14672,14760,14304,15996,16452,16004,17238,18140,19000,
5466,5473,5471,7463,7929,7485,9881,9911,9249,11264,11312,10927,12883,12910,12511,14367,14511,14123,16191,16253,15781,17764,18213,17751,
5603,6334,5614,7295,7750,7324,9194,9783,9217,11524,11636,11178,12758,12867,12444,14096,14267,13871,16566,16720,17900,17517,17967,17448,
5877,5956,5959,7612,8917,7716,9432,9969,9465,11601,11711,11323,12808,12850,13151,14541,14715,14954,15667,16283,15768,18008,18492,18725,
5750,6468,5760,7492,7994,7587,9403,9909,10201,11642,11665,11242,13277,13314,12920,14605,14754,14312,16141,16174,16504,17728,18177,19594,
5412,5352,5422,7200,7910,7231,9596,9442,8963,10888,10995,10555,12533,12639,12229,15185,15018,14208,16566,16602,16186,17770,18115,19368,
5201,5870,5210,7598,8023,7705,9509,10088,9622,11545,11656,11234,12674,13424,12966,14391,14527,14096,15861,16380,15913,18333,18849,21012,
5468,6187,5479,7190,7712,7297,9050,9491,9086,11279,11383,10949,12912,13022,12598,14644,15176,14414,16183,16361,17512,17195,17641,17135,
5652,6390,5664,7254,8013,7284,9080,9641,9116,11026,11127,10735,12813,12862,12405,14792,14888,14407,16228,16681,16236,17093,17669,18924,
5686,6384,5691,7413,8216,7511,9307,10091,9262,11335,11438,11026,13021,13053,12676,14368,14450,14755,16593,16774,15590,17681,18193,19567,
5593,5605,5605,7268,7787,7384,9293,10509,9317,11304,11417,10971,13018,13125,12672,14797,14802,14340,16280,17105,16004,17749,18163,20326,
5744,5755,5828,7434,7882,7538,9505,10237,9538,11831,12637,11493,12427,12535,12082,14379,15241,14180,16032,16126,15680,18126,18591,18053,
5737,5818,5817,7362,7851,7467,9271,9801,9377,11485,12321,11893,13249,13341,12918,14178,14333,13908,16053,16082,15659,17971,19755,19909,
5517,6312,5530,7701,8783,7657,8986,10292,8952,11092,11213,10780,12790,12893,12384,14374,14526,14020,16609,16692,16305,17542,17617,17088,
5380,6096,5395,7377,7870,7492,9592,10945,9701,11091,11889,11474,12711,12813,12332,14614,15484,14335,16306,16422,15992,17626,18055,17604,
5461,5468,5541,7178,7607,7214,9725,9618,9105,11090,11197,10750,12805,12844,12400,14600,14681,14236,16282,16338,15890,17598,17961,19347,
5531,5608,5613,7523,8130,7621,8927,9344,8875,11110,11200,10817,12751,12862,12457,14287,14445,14065,16564,17334,16135,17404,17877,17333,
5602,5683,5612,7305,7398,7401,9341,9784,9370,11521,11551,11224,13070,13182,12756,14299,14460,14031,15530,16041,15617,17743,18244,17812,
5496,5573,5501,7303,7319,7331,9331,10656,9371,11421,11451,11063,12835,12867,12426,14726,14875,14392,16061,16115,17352,17848,17897,19312,
5759,6534,5843,7412,8674,7516,9531,10294,9555,11583,11704,11299,13225,13259,12799,14296,14476,15502,16322,16435,15997,18228,18651,18152,
5639,5651,5649,7290,7802,7394,9401,9924,10122,11688,11816,11373,13101,13179,12755,14347,15089,13978,15847,16791,15944,17854,18239,17774,
5426,6180,5431,7656,8179,7679,9004,9555,9051,10885,10969,10610,12693,12809,13128,14484,14577,14267,16582,16678,16121,17688,18076,19318,
5771,5848,5778,7566,8679,7516,8929,9466,8973,11685,11801,11339,13319,13442,12955,14587,14688,15008,16186,16630,16139,17559,17940,19217,
5551,6276,5564,7136,7940,7156,9150,10527,9267,11189,11224,10844,12844,13651,12462,14450,14598,14144,16476,16598,16076,17314,17718,19052,
5235,5974,5241,7553,8112,7589,9029,9610,9140,11154,11271,10782,12644,13148,12379,14475,15316,14209,16221,17034,15877,17305,17857,17351,
5503,5510,5508,7195,7624,7228,9872,9783,9310,11569,11679,11247,12786,12902,12499,14830,14252,13814,15528,16041,15575,17717,18209,17770,
5565,6330,5572,7321,8628,7430,9098,9606,9143,11138,11161,10725,12592,12649,12323,13936,14031,13687,16442,16581,16511,17464,17925,19255,
5636,5712,5642,7584,8793,7621,9478,9929,9522,10920,11408,10968,13132,13559,12760,14638,15473,15075,16397,16464,17282,17966,18374,17838,
5626,6389,5635,7390,7900,7500,9453,10809,10220,11353,11451,11029,13018,13120,12687,15345,14735,14293,15787,16305,15786,17886,18398,19701,
5701,6363,6366,7618,8148,7654,8887,9696,8926,11579,12316,11954,12635,12617,12153,14253,14407,14036,16599,17718,16812,18165,18583,18079,
5756,6483,5772,7556,7917,7507,8814,9348,8822,11610,11714,11306,13348,13347,12959,14610,14777,14988,16391,16434,15996,17990,18494,17972,
5541,5551,5550,7234,8435,7266,9079,9842,9126,10951,11045,10614,13006,13121,12668,14773,15243,14477,16039,16216,16161,17236,17668,18904,
5416,6127,5428,7117,7609,7233,9142,10404,9104,11753,12624,11489,12615,13347,12251,14464,14637,14225,16169,16285,15859,17601,18035,17593,
5488,6241,5501,7308,7802,7406,9429,9962,9459,11114,11217,10820,12817,12918,12500,14405,14489,14048,15508,16053,15614,17660,18099,19405,
5634,6366,5716,7211,7695,7248,9149,9556,9177,10896,10982,10600,12627,12726,12352,14764,14848,14434,16009,16133,15698,17429,17852,19196,
5794,6557,5801,7534,8044,7571,9272,9762,9309,11352,11448,11048,13167,13684,12871,14513,14601,14085,15987,15979,15583,17775,18340,17765,
5779,6499,5786,7420,8603,7447,9385,9924,9428,11141,11234,10799,13023,13138,12649,14440,15284,14897,15514,16030,15588,17565,18010,17502,
5367,6131,5375,7674,8300,7782,9604,10887,9636,11701,12546,12083,12844,13626,12520,14347,14434,14036,16506,16543,16805,18243,18666,20200,
5720,6387,5720,7505,8053,7622,10199,10016,10238,11546,11631,11191,12613,13383,12304,14725,14820,14352,16128,16237,15731,17980,18455,19931,
5497,6217,5505,7076,7829,7116,9048,9602,9083,10578,11010,10560,12711,12836,12391,14481,14669,14270,16649,16700,16802,17737,18193,19320,
5379,5455,5385,7187,8288,7141,8783,9860,8743,11565,12298,11239,12793,13616,12436,14738,14824,14302,16575,16636,16989,17652,18157,19263,
5645,6355,5655,7168,8403,7282,9235,10586,9347,11323,11435,11007,12772,12822,12476,14115,14281,13891,16492,16535,16053,17401,17825,17376,
5507,6275,5514,7122,7223,7223,9096,9610,9140,11048,11139,10755,12845,12888,12419,14595,14675,14269,16265,16361,15876,17570,18054,19317,
5583,5592,5588,7334,7814,7296,9234,10544,9348,11279,11380,10988,13042,13150,12735,14172,14344,13922,15974,16039,15550,17996,18440,18006,
5657,5731,5663,7217,8503,7328,9079,9845,9189,11356,11457,11025,13156,13207,12748,13955,14116,13735,15880,15947,15504,17776,18642,17795,
5434,6166,5517,7539,8731,7569,9551,10047,9665,11248,11734,11296,12646,12761,13071,14664,14778,15506,15929,16329,16681,17532,17939,19222,
5784,6499,5793,7458,8623,7488,9463,9497,9433,11736,11834,12160,12403,12520,12458,14465,14559,14171,15691,16075,16425,17942,18738,21141,
5371,6128,5381,7651,8868,7681,9581,9429,8965,11069,11175,10732,12594,12656,12321,14305,14466,14773,16510,16686,16219,17336,17772,19069,
5559,6327,5565,7520,8262,7561,8843,9393,8812,10885,10924,10586,12752,12883,12453,14635,14805,14378,16438,17233,16133,17847,18454,19591,
5632,5709,5708,7226,7738,7333,9133,9691,9178,11097,11196,10776,13012,13100,12662,14707,14903,14382,15836,16336,15882,18011,18017,17568,
5411,5488,5414,7869,8209,7159,9127,9631,9153,11034,11065,10656,12961,13018,12612,14695,14866,14435,15969,16403,15987,17382,17897,17320,
5679,5753,5681,7409,8538,7436,9376,10708,9480,11487,11596,11185,12564,12686,12264,14361,14519,14074,16312,16299,15849,17897,18371,19826,
5474,6202,5554,7277,8036,7303,9305,9701,9270,11383,11499,11116,13134,13171,12846,14160,15002,13926,15625,16072,16073,17840,18213,20400,
5939,5946,5943,7426,7977,7531,8850,9326,8799,11503,12278,11222,12748,12851,12450,14532,14645,14221,15947,16457,16011,17599,18158,19325,
5806,5813,5810,7366,8676,7481,9382,9787,9415,11443,11478,11042,12765,12809,12429,14171,14356,13953,15737,16224,15786,18012,18420,17923,
5391,5463,5465,8227,8707,7609,9061,10305,9092,11122,11162,10819,12795,12849,12452,14482,14642,14163,16158,16677,15909,17153,17654,17092,
5750,6492,5754,7622,8066,7580,9080,9610,9116,10990,11089,10649,12851,12907,12470,14510,15066,14300,16473,16591,16791,17863,18200,17749,
5337,6054,5416,7114,7210,7214,9127,9739,9230,11320,11415,10962,13117,13236,12774,14596,15451,14327,16030,16601,16088,17559,18025,19374,
5595,6362,5599,7102,7277,7209,8993,9521,9021,10927,11018,10632,12966,13074,12637,14606,15334,14266,15815,16372,17517,17746,18309,17752,
5666,5740,5670,8084,7850,7447,9483,10016,10071,11173,11265,10857,12621,12737,12286,14614,15504,15051,16085,16180,15788,17786,18290,19514,
5541,6308,5622,7466,7934,7487,9330,10495,9362,11338,11366,10906,13038,13084,12672,14211,14367,13968,15938,16409,15592,17454,17929,19344,
5614,6349,5624,7655,8139,7684,8906,9419,8863,11352,11443,11447,12923,13043,12618,14585,15414,14321,16348,16464,15978,18046,18542,18055,
5479,6198,5485,7407,8600,7508,9373,9948,9481,11370,11462,11022,12660,13522,12367,14470,14562,14167,16192,16253,15917,17810,18201,17750,
5458,6285,5534,7189,8099,7275,8987,9511,9008,11573,11669,11228,12667,12781,12303,14305,15092,14042,16131,16671,16133,17544,18059,19180,
5738,6444,5742,7503,8797,7604,8952,10112,8998,11619,11664,11306,12543,12592,12205,14229,14397,13951,16388,17331,16882,18008,18450,20633,
5519,6272,5598,7300,7687,7327,9088,10363,9190,11065,11156,10737,13172,13227,12828,14576,14742,14355,16351,16417,16020,17288,17679,17289,
5352,6091,5362,7053,7573,7080,8976,10188,8996,10910,11005,10586,13079,13182,12756,14611,14688,14310,16523,17317,16145,17811,18262,19535,
5818,6589,5827,7236,7767,7337,9210,9809,9308,11223,11345,10912,12770,12754,12363,14304,14375,13989,15703,15892,15399,17565,18359,17524,
5499,5575,5503,7339,7437,7366,9198,9918,9158,10998,11108,10714,12547,12648,12245,14376,14459,14020,16049,16490,16034,17445,17881,19254,
5764,6533,5774,7533,8649,7554,9511,10755,9544,11585,11681,11282,12639,12750,12332,14543,14628,14967,16264,16255,15912,18033,18508,20621,
5628,6383,5641,7429,8214,7536,10058,9813,9362,11378,11414,11022,12853,12956,13293,14540,14607,14176,15896,16019,15629,17790,18228,19618,
5218,5938,5296,7617,8118,7718,8759,9955,8783,11718,12458,11350,12878,12936,12509,14424,15900,14054,16396,16430,16703,17492,18068,19229,
5404,6144,5410,7711,8246,7736,9468,10646,9484,11516,11562,11178,12696,12795,12352,14174,14261,13863,15858,16366,15928,18132,18616,20786,
5668,6386,5680,7179,7643,7194,9314,9802,9344,10932,11036,10659,13012,13104,12716,14774,14854,14429,15701,16066,15697,17302,17796,17254,
5537,6305,5616,7740,8875,7781,9036,10397,9141,11137,11110,10759,12750,12854,13489,14439,15819,14075,16015,16590,16799,17240,17685,17248,
5612,6353,5621,7295,7816,7405,9055,9527,9158,11383,11420,10996,12694,13566,12420,14603,14727,14300,16319,16419,15979,17761,18277,19717,
5681,6441,5689,7251,7417,7279,9004,9521,9103,11128,11606,10837,13340,13455,13013,14619,14666,14595,16374,16430,16009,17666,18167,17626,
5754,5832,5760,7382,7945,7492,9263,9866,9368,11426,11528,11126,12952,13060,12610,14312,14421,14011,15662,16316,15827,18080,18607,20658,
5694,5699,5699,7330,8218,7352,9370,9890,9404,11357,11462,11072,12797,13500,12394,14094,14141,13747,15962,16114,15630,17790,18353,21063,
5401,6157,5405,7499,8062,7535,8899,10158,8864,11008,11097,11437,12842,12951,12509,14582,14643,14821,16504,16556,16125,17782,18294,17851,
5273,5989,5286,7451,8611,7547,9535,10019,9566,11772,11869,11433,12710,12819,12409,14740,14731,14356,16068,16109,15711,17539,17995,19189,
5543,6287,5551,7081,7111,7185,8953,9457,8989,10959,11053,10698,13094,13203,12785,14350,14469,14027,16144,16500,17356,17461,17991,17444,
5452,6231,5534,7673,8278,7709,9500,10039,8963,10889,10982,10537,12862,12907,12517,14780,14836,14389,15761,16384,15822,17192,17655,18867,
5601,5540,5609,7256,8125,7343,9393,10772,9504,11353,11458,11079,13185,13280,12820,14719,14785,14401,16019,16143,17488,17702,18204,21132,
5716,5794,5795,7201,7630,7228,9304,9811,9339,11162,11247,10833,13136,13166,12753,14568,14699,14289,16330,16503,16024,17578,18326,17567,
5787,5864,5792,7358,7730,7382,9427,9947,9463,11556,12335,11223,12799,12903,12417,14493,14534,14100,16260,16246,15797,17998,18833,17995,
5841,6563,5848,7295,8478,7394,9297,9823,9353,11304,11342,10969,13238,13342,12918,14213,14258,13835,16132,16133,15712,17699,18274,18152,
5317,6088,5401,7507,8014,7606,9004,9598,9034,11624,11729,11295,12652,12758,12323,14613,14668,14234,16630,16573,16136,17632,18017,17559,
5308,6022,5313,7433,8602,7466,8810,9628,8781,11601,11693,11306,12733,12848,13226,14387,14443,14055,16283,16401,15924,18358,18813,19022,
5577,5652,5580,6952,7703,7061,9123,9631,9166,11021,11121,10722,12982,13007,12608,14372,14503,14109,16076,16272,15804,17291,17890,17300,
5442,5519,5518,7026,7757,7057,8925,9699,8896,11613,11652,11292,12718,12814,12431,14496,14594,14144,16558,17272,16221,17607,18054,19212,
5706,6419,5717,7342,7878,7445,9212,9710,9254,11100,11193,10756,12969,13476,12614,14093,14200,13818,15618,16073,15600,17434,17894,17436,
5391,5398,5471,7162,8350,7266,9259,9722,9286,10992,11037,10701,12985,13098,12599,15313,15422,14346,16442,16562,16105,17378,17893,19228,
5857,6622,5862,7412,7926,7526,9455,10644,9487,11317,11403,10977,12699,12808,12426,14383,14506,14839,16074,16187,15806,17872,18371,19815,
5719,5793,5798,7313,7738,7345,9456,9991,9481,11242,11268,10933,13273,13366,12856,14476,14600,14910,15926,16119,15609,17702,18127,17678,
5305,5380,5310,7580,8924,7616,8842,9465,8873,11450,11486,11131,12899,12924,12494,14753,14792,14363,15955,16388,16010,18124,18578,20712,
5295,6042,5300,7535,8797,7644,9713,10221,9666,11586,11688,11238,12871,12917,12498,14528,14582,14181,15859,16318,15904,17885,18380,18468,
5449,6170,5456,7064,8158,7099,9082,10327,9048,10926,11011,10621,12806,12834,12401,14456,14489,14090,16290,16329,17527,17712,18165,17665,
5595,5676,5677,7700,8243,7798,8886,9428,8844,11730,12550,11370,12834,12963,12584,14311,14443,14053,15868,16302,15852,17551,17968,17493,
5670,5747,5673,7231,7721,7273,9080,9861,9111,11015,11111,11110,13247,13297,12904,14844,14939,14476,15998,16119,15644,17491,17956,19134,
5542,6234,5552,7250,7697,7272,8931,10093,8897,10964,11057,10632,13246,13345,12911,14687,14747,14300,16053,16086,15649,17198,17633,17173,
5322,5338,5409,7452,8695,7563,9442,10040,9542,11331,11436,10991,12833,13512,12407,14357,14397,14021,15926,16778,15969,17814,18279,17801,
5671,5683,5684,7288,8500,7397,9347,10596,9311,11201,11295,10859,12530,12636,12203,14243,14365,13919,16000,16572,16068,17524,18068,17553,
5456,5536,5538,7533,7999,7632,9356,10669,9464,11483,11581,11138,12912,12936,12483,14550,15423,14297,16198,17005,16184,18009,19186,18063,
5446,6160,5457,7565,8063,7669,9387,9878,9424,11380,11478,11073,12919,13021,12613,14498,14614,14905,16566,16718,17042,17804,18280,20310,
5524,5533,5531,7112,7546,7148,8849,10199,8961,11678,11776,11360,12954,13055,12624,14583,16039,14256,16463,16524,17769,17679,18354,19296,
5387,5394,5394,7013,7518,7113,8869,9447,8910,11432,11931,11479,12756,12801,12383,14703,14756,14303,15811,16347,17489,17752,18175,17774,
5853,6624,5859,7165,7688,7275,9206,9645,9174,11105,11573,11196,13334,13435,12993,14546,14584,14193,15634,16239,15752,17659,18146,17703,
5723,6455,5733,7382,7483,7415,9077,9560,9114,11144,11249,10828,13029,13125,12746,14657,14695,14209,15967,16050,15659,17320,18154,17274,
5797,6573,5877,7463,8647,7494,9178,9212,9216,11386,11486,11051,12672,13448,12305,14285,14395,13961,16360,16538,16074,17908,18365,19847,
5665,6345,5741,7468,8332,7572,9280,10594,9304,11212,11317,10899,12618,12734,12347,14652,14762,14321,16154,16218,15886,17487,18030,19461,
5443,6170,5449,7626,8113,7589,9577,10359,9621,11745,12535,12154,12595,12626,12233,14536,14646,14208,16123,16657,16875,18087,18585,18184,
5325,6144,5405,7571,8090,7590,9413,10544,9301,11401,11503,11117,13043,13810,12634,14301,14413,14010,16097,16660,16154,17961,18479,17960,
5589,6308,5599,7215,7307,7239,8965,9504,8989,10912,11020,10609,12977,13018,12566,14758,14732,14373,16433,16554,16567,17097,17686,17161,
5480,5559,5490,7659,8893,7683,8706,9268,8817,11535,12236,11258,12566,12603,12214,14605,14707,14704,16356,16474,16071,17704,18119,19317,
5552,6307,5639,7299,8146,7328,9364,9848,9375,11157,11264,10855,13030,13146,12739,14410,14469,14112,15735,16260,15837,17505,18027,17425,
5630,6394,5638,7022,7529,7131,9107,10281,9070,11190,11213,10766,12949,13004,12498,14400,14449,14086,15488,16002,15545,17559,17965,19148,
5700,5779,5710,8131,8641,7492,9325,9730,9354,11250,11353,10977,13266,13370,12989,14176,14309,14249,16552,16555,16153,17816,18221,17742,
5564,5642,5573,7425,8511,7446,9309,9851,9337,11350,11445,10994,13154,13262,12754,14644,15130,14760,16343,16389,16381,17558,18012,17475,
5342,6115,5353,7579,8643,7609,9508,10682,10306,11503,11600,11214,12548,12682,12225,14396,14754,14043,16199,16317,15849,18196,18554,18721,
5628,5640,5639,7381,8579,7482,9415,10651,9517,11530,11620,11195,12579,13318,12213,14316,14358,13928,16218,17440,16261,17971,18400,18020,
