

Data analysis for each instance 
AVG,MED,MAX,MIN
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0.083,0.047,0.02,0.043,-0.257,-0.08,
0,0,0,0,-0.052,0.077,0.079,0.001,-0.052,-0.113,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,-0.02,0.141,0.128,0.171,-0.165,0.127,0.016,-0.036,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0.06,-0.093,-0.053,0.087,-0.059,-0.192,-0.001,-0.083,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,-0.017,0.066,0.127,-0.141,-0.01,0.021,-0.047,
0,0,0,0,0,0,0,0.054,0.116,0.147,
0,0,-0.15,-0.102,-0.066,-0.083,0.083,0.231,0.033,0.149,
0,0,0,0,0,-0.142,-0.025,0.29,-0.098,0.045,
0,0,0,0,0,-0.048,0.087,0.165,-0.018,0.045,
0,0,-0.213,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,-0.216,-0.097,-0.26,-0.165,-0.049,-0.043,-0.042,-0.062,
0,0,0,0,0,0,0,0.018,0,0.056,
0,0,-0.236,-0.206,-0.201,-0.125,-0.275,-0.203,-0.1,-0.009,
0,0,-0.056,-0.209,-0.168,-0.229,-0.063,-0.213,0.053,-0.019,
0,0,0,0,0,0,0,0.11,0.011,0.017,
0,0,0,0,0,0,0,0,0.02,-0.195,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0.001,-0.206,
0,0,0,0,0.01,-0.06,0.029,0.009,-0.003,0.001,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,-0.212,0.047,0.122,0.101,0.043,0.161,0.209,0.253,
0,0,0,0,0,-0,0.151,0.197,0.092,0.121,
0,0,0,-0.09,0.066,0.135,0.095,0.133,0.225,0.148,
0,0,-0.019,0.344,0.221,0.068,0.079,0.194,-0.259,-0.141,
0,0,0,0.042,-0.051,0,-0.085,-0.078,-0.033,-0.005,
0,0,0,0,0,0,0,0,0,0,
0,0,-0.042,-0.068,0.071,0.191,0.025,0.02,0.261,0.048,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,-0.308,-0.134,-0.27,-0.291,-0.255,-0.137,-0.251,-0.137,
0,0,0,0,0,0,0,0,0,0,
0,0.022,-0.123,0.138,-0.02,0.03,-0.04,-0.001,-0.147,0.028,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.082,0.033,-0.1,-0.024,-0.004,
0,0,0,-0.131,-0.066,-0.08,0.12,0.118,0.007,0.149,
0,0,0.288,0.065,0.345,0.043,0.258,0.256,0.178,0.059,
0,0,0,0,0,0,0,0,0,0,
