9121,4391
32328,8184
14440,17973
74029,94656
7669,4186
62537,9480
46495,25520
21411,48652
149,5307
101543,133483
126400,71692
32813,37603
26991,16223
42333,29692
7564,2165
257750,66269
39271,17689
94011,45333
50237,52926
25215,49676
17837,11006
272935,0
15550,8594
22311,16437
7955,10240
15590,13710
6028,0
3640,9596
66279,76590
26107,44643
30492,30513
61986,60019
32052,0
2150,4967
261862,0
168840,43269
410686,237345
5531,22398
7152,1595
42088,34598
13450,9078
12946,3625
3555,4565
2836,4686
20832,36270
6122,5859
18817,16888
32473,4247
63342,44708
12114,15154
24315,0
9573,13086
13244,10457
135608,80452
44187,17184
38041,29744
58945,39220
3175,2868
93436,144130
51007,13801
11733,13752
418198,199206
27564,23808
33443,7080
10300,18519
27807,15249
5325,9133
12929,8140
176070,0
26678,36222
63458,55141
12566,17332
35701,29112
80457,189189
9580,17194
13946,4017
38646,37655
27374,5599
1529,6246
13493,21021
11605,5758
42013,35208
459366,169828
19818,9586
7700,0
14580,0
16121,24390
29638,25686
39477,0
8151,15089
42414,11611
47417,6596
3606,2501
17357,22003
14776,0
22754,11933
97716,0
848,129097
26342,16876
60408,175736
46328,8197
78612,39697
4715,6913
78255,83759
9321,22345
31312,18158
193730,20059
153665,274655
33830,0
21882,26835
39500,33742
10330,6533
6907,11105
69423,11610
14037,0
45014,7195
25961,0
107538,86788
3920,4654
16373,12033
15570,14039
44749,32237
99297,62722
7785,12482
17575,28893
13488,24313
125885,3771
45889,28097
2159,3427
179275,312496
21229,20569
30442,18859
10353,22057
7963,15280
25970,61535
49327,15480
53901,63098
5579,127374
27104,28751
6619,11024
60232,4772
10637,10290
34971,19058
34380,8844
8683,19000
13484,21626
12225,11832
3931,4585
87849,41758
11324,0
62576,79554
51218,0
17209,4880
35563,463
33069,7944
10755,26446
13046,27309
12482,15373
10268,11348
7127,21638
109913,52133
36267,32171
28428,63243
24468,40340
43018,45522
145798,58519
8779,8309
9121,17474
55079,25953
19333,59006
7917,5595
106926,0
5037,13688
6010,4000
14586,3857
43964,78703
272189,51828
26294,0
364331,283680
20454,0
7191,6768
746,3883
59111,0
11667,11510
5742,61935
15051,11966
221676,102335
272296,0
28031,26393
131736,40371
6421,0
22895,53360
31214,14999
6688,6177
7683,11843
52771,0
35283,24608
34891,29920
986,3847
73296,8582
164826,46069
41020,55380
23483,14811
68887,3140
68597,13241
4809,10300
1994,30612
3458,3248
1117,6462
51544,35357
86038,129972
2071,3854
18239,22272
60004,28007
11151,16322
36809,42727
28656,0
3954,5715
6178,11272
47043,91739
25128,47727
93134,68879
139835,133067
134366,27643
5652,38685
3154,3828
35470,64123
113484,126320
65866,63743
29980,24038
6520,13786
44325,85844
11724,3358
81379,52769
91901,62847
24870,33285
271608,43695
28435,33733
33350,9254
12054,7297
63460,28077
124465,0
28576,26070
6728,35461
55618,18461
67946,0
35916,6126
10076,5450
251246,72774
609753,0
5167,4613
22362,14543
29260,29700
22823,15825
51901,10773
559,10656
31535,38247
8294,13399
305888,256637
2450,14002
36968,42635
46315,52059
2425,6893
107309,45596
45987,23421
105805,89925
35366,32986
16301,0
11670,4539
15641,3694
46773,25255
17328,19411
42075,11939
13015,19396
7948,3574
54387,96972
93797,91695
62031,0
1528,4833
199065,17506
10434,4098
15284,25818
17956,13547
32391,28825
1604,5420
102173,27444
250404,63581
21806,16638
517760,130265
17253,9753
94217,35400
92445,154380
16896,32058
10555,18213
350890,222843
1295,12643
62652,9388
8429,8630
52905,21499
24483,21368
47888,61296
28388,34148
58212,44824
23724,22839
65184,75434
103852,28624
2992,6474
97104,0
15608,15201
14810,13011
185501,30543
130346,37998
127532,66374
99581,37543
45568,25656
17284,29385
3510,6134
13060,24399
117068,74223
2335,8875
15325,7864
19398,38939
60303,17555
38215,7491
12421,2796
197937,126073
64825,14587
120550,75644
35049,135720
8378,758
165863,158166
22214,13799
17386,9626
74376,0
44771,43491
17821,2604
30134,12274
2482,8831
25182,0
153633,58488
22263,10574
1671,16522
26839,16375
34904,29908
14833,4760
5241,20208
14918,36774
28096,0
124432,33440
21562,33034
58843,64916
10792,10529
12317,0
23115,0
25521,0
18994,35016
2807,5002
13664,2551
292988,355027
108165,143913
34152,30665
12051,17950
21899,16657
17564,16034
130817,41591
8071,7248
118729,136866
38241,23654
112389,103622
76252,68610
9638,11333
249655,318710
9244,15930
57583,90035
13899,0
56541,54810
2623,5230
27229,25062
7013,6931
4150,1050
28256,13070
7706,3102
169921,46110
40460,4127
5943,76549
164160,127907
192156,175803
18369,17556
17969,10859
4200,6905
110718,51345
42547,54414
44486,10161
93805,35806
25329,11230
22600,59455
7329,2018
5630,27901
26253,23140
66160,5294
21806,10654
69026,0
5937,6057
22646,13365
12857,2906
14786,14696
36977,3778
61247,10779
36045,53992
34538,0
16833,19995
153051,0
75164,49973
50724,89027
53195,843
2660,3280
25283,29654
13145,21808
27246,22309
4427,11455
12470,54830
356,5141
61013,31991
129968,129380
37536,66391
82995,160677
20130,29789
5197,2518
16789,7665
203010,13090
54686,21062
10634,21250
12698,22249
2431,9187
611393,0
517541,130513
10664,8533
77686,45454
2808,15666
18351,15899
7737,9246
69562,11466
394,7908
36773,10724
145331,0
172995,0
3466,5545
6066,5954
38895,18144
23808,9150
1276,17368
48812,0
2637,4863
64474,43551
29891,34084
10376,26179
26405,28028
40045,50982
2124,6831
50789,68859
56342,18802
70790,58827
509130,125112
4361,12717
50116,0
63964,0
112781,77425
18030,4478
13645,8301
16120,40576
12444,17675
10105,25355
22852,11522
231884,86008
23010,12529
6107,3919
35607,60142
184678,120972
15098,8683
156575,55734
89844,75704
113433,140393
187062,32568
95879,276066
30892,28263
6445,9209
49090,5911
22261,28379
17631,0
291263,32759
424964,223051
57324,13803
70287,11448
3223,12901
22272,29175
55048,71311
8181,16702
10560,12347
58469,15232
31008,52413
515334,121853
11017,4242
3130,5101
4362,25370
21220,21989
98234,82460
31880,19920
19745,7270
21267,24561
49278,16190
66899,4795
11160,18261
19474,27535
14974,41530
39438,29567
49540,25175
6550,7369
4847,13698
44765,19512
45619,69995
60619,90126
11590,7705
56222,10733
19165,2561
178282,274021
2123,9532
74673,54938
7033,12154
9915,29401
220638,103379
44399,39063
29250,13105
2822,5992
56950,38495
4348,37789
27818,71571
1668,6061
123842,5768
110913,70078
9124,7925
60369,93392
4796,6347
56677,18408
16757,19013
10844,7172
10174,8045
32299,13134
18779,15100
77969,3246
9139,31938
53712,18554
52440,12390
13273,28634
19287,20068
11528,8736
22940,14701
4615,28716
16668,4790
25280,66185
38285,26529
2578,11090
22750,11958
431945,172859
36746,48374
34669,29007
8551,7661
12853,17377
20617,6826
8071,31970
51149,109920
56949,21388
5357,78326
16785,33141
6984,5567
27871,33107
16418,5463
9281,6408
31653,29631
34278,17281
449101,192444
183240,103290
91078,48171
16118,16937
3309,17774
37827,29941
45181,70361
15149,10679
127615,117854
11435,11767
4738,9070
44490,20319
50698,66815
2463,3438
27507,32109
26661,36463
154693,57537
25781,13090
15911,6410
9978,34269
12525,9287
81286,26810
30539,29051
25206,21624
13461,1070
4497,5261
53337,24598
466491,151347
23370,28820
8114,11245
592254,55768
41311,80472
14727,5907
8011,0
18973,22971
1966,14438
23344,14317
146755,0
2836,12390
77730,28270
59131,0
29176,12090
50624,24075
308922,282589
151137,49824
81207,26173
7997,13805
15749,9395
153,4381
107773,108137
6422,7988
5981,12616
9382,11755
10803,18006
23853,14519
21774,17893
6082,13928
43897,57142
10581,3124
101586,46706
10723,4147
2681,8559
35596,47009
58639,0
118718,0
4887,35927
42920,25401
11142,4092
86073,26328
36377,32072
12865,3866
32132,8952
40336,131755
32313,39724
39824,56124
400504,236694

