4733,5395,7051,5812,8502
11144,14788,22131,23135,27793
39541,45072,30337,52785,64346
59946,59946,71488,39942,75902
48677,48677,60320,67213,50715
72815,79249,80591,84417,52791
32013,36174,39103,44780,28602
80602,80602,105812,119067,75925
52914,52914,52914,57632,45694
26776,30517,34443,19352,36286
5778,6634,11584,12892,16302
8637,9137,11110,7755,13021
27568,27568,35020,43990,30398
89694,89694,89694,89694,48837
20203,20402,24122,22512,28139
26100,27088,15893,40644,41992
7462,8487,7994,15456,12815
42631,43740,45770,50933,56451
6795,10562,14172,13933,17821
13677,14364,18478,11811,20207
12782,14274,17270,28571,27353
40259,42220,46561,54109,32198
82618,82618,82618,82618,29548
62086,73363,84343,86483,47858
46072,46072,51891,64763,61455
4044,6948,10435,8823,12634
90897,90897,90897,112367,42714
4948,3407,6599,9638,8788
20428,20428,26254,34023,37203
47624,47624,52608,16892,55141
26076,26076,26698,28246,30006
52575,52575,70608,80064,58651
11999,12058,16428,12651,24282
7643,8064,6711,10965,13932
56677,67275,74043,49109,87254
12369,17076,16333,16371,12147
129854,129854,129854,160680,86349
73405,73405,88727,107161,69238
14267,14703,16611,8282,18778
2542,3492,3517,5223,6014
14450,15815,14440,28207,25064
20258,20472,31758,46712,43227
47693,47693,60849,93583,102539
22335,26820,27535,29387,32785
51499,51894,57278,64030,30796
6662,7176,8664,12270,8256
46247,46247,46247,46247,37627
20374,21218,29493,40467,48283
13838,13838,18919,17723,22925
74308,74308,79385,26703,84445
24483,31977,32266,42430,27744
49525,53417,61723,63790,29423
38414,41186,45072,51551,26765
9961,11031,3663,13107,13623
11346,13820,14740,15759,8486
16502,18158,18967,22967,19438
82908,82908,82908,82908,67581
14565,16407,17484,8052,18795
15213,16518,21194,32547,34211
58411,58411,70705,88543,57266
22839,23793,25496,29660,31525
19529,19529,16745,27025,31402
59062,59062,74936,83677,46945
79625,79625,79625,103849,81079
10510,10805,15570,14268,18224
16045,16337,27875,32712,19556
4483,5914,7319,8840,7628
228522,228522,228522,251709,101831
7029,10159,11376,11662,12719
20731,22328,25800,27599,35768
25946,27885,30899,35915,30338
6236,6561,12301,8559,13264
15118,18687,22016,22334,21518
46775,46775,55602,61652,39108
86951,86951,86951,107205,51977
22571,22571,30311,34267,41346
29037,29933,32194,21213,34933
191516,191516,191516,215481,126163
54624,54624,60325,90131,76717
16112,16112,16112,24562,19075
182563,182563,182563,182563,116821
45952,48584,55853,58662,24453
6475,7363,8673,9140,13692
12078,13954,15968,24867,23339
46264,46264,46264,66517,49009
67326,67326,75299,94860,82156
4660,5148,7201,10035,9546
5744,6011,9270,10941,6635
6832,8662,11818,13980,11754
12586,12631,6758,18694,15717
16175,17181,20112,20836,12595
74370,74370,82444,95554,68901
39407,39407,41151,43380,10166
26616,26616,33636,39250,23852
10866,12797,15496,14181,19645
9173,14862,13148,12192,16036
23850,28023,33724,36188,20544
6422,9067,9697,13255,9504
38239,38239,40181,32852,51256
11006,11403,16094,17855,14650
52918,58621,68546,84378,86528
9015,9613,10803,11400,4685
49671,52614,55130,66337,69393
14981,15756,16683,24179,19705
17689,17689,21730,28707,25439
18769,20942,23024,30008,22378
10444,10659,12664,16096,14060
1402,3045,4446,3757,4577
12198,14075,15653,18546,14182
2413,2598,5010,5354,4275
15296,16035,16367,17417,8169
49945,49945,52219,56161,30442
40606,40606,47991,57199,36921
23756,24731,26731,29671,20366
83036,83036,83036,101968,55020
5333,6267,8260,5786,8847
80362,80601,86860,103804,53686
16348,16348,22660,27255,23300
10711,14604,21933,22168,25361
275415,275415,275415,298714,125708
46613,46613,46613,54658,20913
10425,11644,12518,12740,14933
32583,37039,40189,37324,49834
3752,2739,5448,7908,7467
5415,7144,12559,10808,13069
12242,12868,15093,17763,22861
80613,80613,82795,90462,24792
57448,57448,57448,81831,53207
16489,16489,21346,23303,20868
7358,9115,10194,13093,9268
87395,87395,87395,116395,98138
41123,41123,54223,62245,52893
35315,39401,43640,48695,28245
89211,89211,89211,94899,37276
87666,87666,106083,119031,105613
6247,7616,9429,14271,18762
10252,10875,11806,8400,13352
6796,6950,7254,14049,11796
12106,13010,16369,25553,18730
8986,11018,16306,17927,12169
55014,74169,75573,78083,64110
5359,7121,10843,9677,12896
6172,8153,13515,17507,13352
192470,192470,192470,192470,149367
16353,16353,16353,20328,7521
13535,9010,21849,29264,28296
51459,51459,51459,68939,44666
17546,19571,25073,18894,28556
47850,47850,51730,69639,67102
13327,14520,21056,29717,28277
77128,83152,83165,89609,43082
129948,129948,129948,129948,41493
