1449,10742,309,364109
1408,14181,20090,21423
9437,14421,90339,9725
1859,3805,31944,5741
6502,9414,6494,43124
358,100797,4253,45643
3125,61031,183222,430961
14185,40376,80512,110615
12999,7456,65559,244546
6020,16672,16199,258745
41832,34944,53451,59412
4932,14833,3209,446866
9633,7612,2386,115721
14,47653,53621,24871
2074,6284,28052,23228
3753,9041,43722,268326
1383,9209,13932,26821
2495,3555,170964,274831
3046,7931,29144,121568
4691,13445,9220,14675
953,20323,3490,202260
4948,11984,28381,8811
2971,12883,9686,72490
4453,29515,6704,246996
5774,6110,9351,182615
13227,12310,31887,74949
9681,21463,107971,334321
10549,3337,68538,240816
9264,24379,116,132940
540,2056,150985,201507
28098,13794,6477,11897
997,39331,27719,310693
1076,8084,77011,287629
189,9963,2740,16043
2952,8462,8314,29456
21662,14103,18270,542
11143,580,593,1231
4151,8503,41826,5865
217,31781,13379,26729
10943,13521,5300,13665
1502,17816,52306,186936
15153,13008,33968,180430
6430,16214,71507,147656
7255,5346,48441,24634
2875,23568,93466,9092
11933,8153,18112,292239
1233,22733,19077,574373
169,3323,15088,112545
7129,16547,36038,1071
6250,23635,23176,235127
2218,153,50669,24837
3464,8633,7009,67136
1946,14514,98954,690315
9807,4244,2934,46794
2494,18057,2679,5967
9158,2402,86571,19796
30765,1918,5338,108957
7709,60332,20408,7607
1048,4085,15048,160472
920,3309,114833,137798
1204,10548,51461,1316
16093,1963,341788,251862
3130,881,152205,3519
28357,117644,24966,77297
21181,56372,21581,61063
1590,30462,82580,35983
6589,88879,165054,112461
2915,2229,471,204338
1242,49674,30007,67043
5316,13065,3608,43718
7485,12567,14827,7852
433,17258,13033,74565
2903,5050,67512,74729
2878,216,39631,196420
5911,11964,15841,4143
4376,12236,62,202738
3841,14956,21359,2658
211,18278,44956,50967
11784,26282,26380,15335
1817,12927,65469,17497
1639,9447,16195,74561
9645,3690,1400,60554
6945,1904,24338,7144
2816,6062,14976,52742
3900,2758,4732,14610
1297,5061,89467,41643
9683,5193,4061,6853
3329,2126,15691,60512
3201,21237,38096,97423
2261,324,7968,31536
2270,18332,7739,90279
10754,1901,69786,402257
7175,7111,75860,37075
11236,45244,99878,17114
1272,29624,31559,58627
2214,12810,63853,55619
13064,7453,12265,37901
2380,4459,50023,41702
3441,14734,28896,25260
946,40446,34874,71140
9861,982,884,42944
166,22598,11591,33133
923,11569,7579,963274
4299,6998,77835,45168
13613,56797,6532,63105
4387,5419,4164,97471
2525,32337,17962,4818
3136,60133,99672,369
15323,8777,26892,45787
5403,21438,2407,26207
13628,2327,62727,21261
6140,14526,6363,150138
11552,10380,6868,167692
4082,20050,37519,34120
1705,24054,7173,29847
2421,4408,5319,77757
3074,50584,14545,42020
4430,66188,43396,21376
25632,12528,20491,114606
1381,20121,121,59935
4174,3980,39551,14257
490,630,63790,21172
15822,7824,8353,11366
2029,11846,2103,17180
2062,24012,91879,1159
1023,1443,5243,30836
3662,9349,7051,238599
1521,10427,671,29488
3012,6383,35161,48926
4805,351,30861,8403
807,41149,37974,389713
4169,2075,2132,54896
2165,2995,14688,30709
3317,2352,31785,45467
1580,6988,8348,61504
9275,3079,7706,94098
1323,51539,13483,86462
712,83943,74385,259829
6851,4908,6952,85842
13389,59291,64382,504950
716,45891,87792,122226
3926,7054,32425,4655
8369,5337,10316,121964
1495,1628,49304,222652
26109,14870,12162,218362
