291476,273894,257483,335165
36564,43052,38967,50299
124513,110161,136108,111427
28289,30618,36265,38484
45818,47897,41846,56005
90036,98563,91956,129708
629882,579808,543681,675131
270079,293980,305039,268554
264766,244073,253400,298601
265343,270661,258798,289853
345286,379281,326730,346986
398832,370916,325791,418773
117697,117964,113199,126672
68311,76613,87361,108300
52474,54909,58546,59413
278002,234831,265322,290683
30731,29671,32467,44467
354325,243609,309909,392102
119344,96796,117330,146435
19923,19883,23390,35883
193765,194914,196778,204600
51459,57012,56437,59138
72282,79024,73764,84604
249013,252726,251433,280429
175925,169703,167481,185834
188571,180277,188377,122426
390385,398909,392006,441612
305300,285986,282188,311535
116262,124081,56715,140081
288967,225832,221255,312467
103777,86728,98160,100880
339568,310590,280226,348689
264431,295549,293719,336438
14590,20538,18073,26394
36436,32848,32942,43882
82808,86559,81203,49103
27139,27245,22713,21334
180499,182920,187145,178598
46957,42522,38796,61773
29083,30691,33166,37745
201543,210437,201316,236250
190334,160859,172874,213333
182931,191542,193169,217216
131750,128606,141210,110096
153550,161039,168228,151155
269590,141882,211765,288865
552242,557207,560887,581139
98134,81118,89856,109980
113551,113053,110087,106309
246609,251756,253921,256398
53902,43078,56011,72011
92152,99888,96474,96200
676614,652211,615117,714792
116190,110513,118661,115739
23028,22157,20655,25813
281804,279310,301153,230896
102123,92085,63016,125839
73982,60389,77648,85241
182641,185673,176580,196721
218703,217426,175046,233894
40206,49223,59080,59028
656500,628232,701640,543138
136025,123366,140816,143890
167377,180681,191787,225367
148970,157994,146118,162398
209446,219643,214847,227904
368217,374345,338372,346259
164438,165982,131935,181982
382745,389591,382816,372615
91297,95681,94544,88835
181372,184320,178944,168122
82501,76501,60811,92127
118701,117395,91546,140180
210288,202485,200731,223714
23642,27391,30236,34219
213370,175282,188775,221423
27521,29418,34870,37418
91163,94975,91340,101726
56130,51582,55775,69861
76127,68387,74065,88127
84512,85104,87866,92458
61366,60698,62590,64565
95177,91895,98760,74268
79434,73253,74013,94990
50865,47433,45932,51892
107002,103285,84575,117833
16408,16515,16137,21933
61199,49962,35460,69199
117108,120238,133339,143223
110788,112767,116471,116573
98251,89729,80454,108369
344211,305959,313937,414298
100121,90669,84081,112105
134946,128229,150507,165809
141695,150210,160553,134737
124210,91462,134347,126988
53086,55079,54858,62369
70227,65085,67823,83097
48654,49172,57097,63369
117071,107389,106960,136237
44364,25252,38793,49133
137253,139371,149105,126212
809040,798700,768590,826264
171227,173218,177075,174923
260074,269791,253599,232113
86007,62665,84936,105919
37216,39188,45216,49239
158789,176092,172301,142064
189498,189240,197530,85852
104170,104842,106931,101434
210691,206373,214276,171424
182271,171995,177984,184668
157080,142001,117583,170933
195535,198487,195944,178822
152765,159196,146917,153488
