6467,5480,52443,60173,50012,22608,49207
1004,7661,13171,5153,11182,4077,19392
275,11229,6385,11555,28669,142011,134699
4874,11900,20081,2542,3542,19993,180546
1177,638,8294,11279,10093,50840,29672
3799,32873,7831,76,14622,82328,78058
966,2940,12331,25947,31456,77409,112178
367,3191,11088,3578,16068,20097,28208
90,2721,1371,16275,26736,33521,12295
3802,3364,2981,2012,12925,6414,30825
2681,3873,1007,4091,44587,134163,107091
2921,6689,7936,10179,50788,19137,253097
12805,7620,5055,8697,17771,6847,26100
1402,8476,2943,30860,712,2246,125903
4700,9426,3031,24039,39658,40428,514
2099,168,5796,5049,25852,215713,12075
759,2259,5978,28693,22484,15847,12174
4440,4514,775,16983,29114,309684,200388
1795,652,7002,40504,2931,7527,32152
1172,2706,1615,1634,56744,11419,34225
3415,4853,2374,2909,8483,5567,18794
1470,5478,20600,5206,11566,18070,39141
244,262,19328,30855,7515,13465,52811
105,1941,27423,4194,9730,10903,732
207,3825,3148,1821,41377,145631,221910
5121,3817,8567,10749,7709,17300,84719
279,1988,10732,2554,363,2596,7686
1051,2202,3109,2245,15242,82131,85214
5342,3175,3603,13305,11324,38884,195276
622,1292,1001,39781,4227,11662,27086
1092,457,14629,12164,4262,11337,176149
2880,1087,1101,588,30741,5683,5833
3644,3850,4522,3197,24740,10199,229363
2105,1287,3464,1585,23841,29268,253222
5132,1073,3172,19770,15255,4935,98128
2214,12919,6790,9919,9357,32516,64969
871,361,58653,6385,16697,20086,64742
1015,2323,3638,87,7859,5570,23550
326,1750,9518,45664,2452,13068,50960
2147,3410,9812,13160,45084,1848,3454
475,6753,11254,12334,21896,4692,66207
3849,1465,1570,20922,3981,6969,115298
2618,2137,13668,5578,72518,8859,35224
684,6201,3751,9445,5225,18574,31093
2020,5859,793,11421,23216,22549,1267
1631,1506,1063,23784,4675,54205,39844
868,2579,1550,10070,10191,14743,119829
1239,8394,983,5612,7253,25345,332947
433,886,32950,17831,16394,7048,52353
1253,26,12370,6035,23613,508,51717
4111,1216,545,55532,7317,30553,52086
967,559,12915,3599,17815,2201,31854
67,545,2365,26429,2518,5044,14746
3022,18885,2034,6582,3826,24797,36261
79,1230,4138,46582,410,79769,63863
3862,3254,3391,8475,11219,31547,182344
1139,10766,1424,3686,18492,73114,19968
3958,5483,1344,7443,1597,1287,5465
2760,7782,8474,12301,610,36674,300294
288,910,2082,17657,8270,2417,57439
3135,1197,938,3608,22738,21606,80417
460,225,4717,1267,16404,47039,90716
5677,11344,757,5515,1378,1158,56690
1242,3431,1487,13076,10358,4236,240789
257,412,3109,15929,21391,72819,140893
610,3206,772,11569,42915,25795,13327
140,978,8755,46942,3392,41362,5780
5068,1218,8514,7318,8767,8933,18498
517,21588,1777,1011,6325,2798,2784
4347,2761,4787,6091,81584,54520,73176
2623,8053,3294,3999,227,584,38906
1239,2177,7755,1416,28754,5093,4996
608,2102,1865,664,19834,167360,104533
297,1831,1520,8293,36912,2407,14002
6071,5142,7328,2398,5688,3122,6989
1607,14,6498,28496,81619,36803,13538
4228,2470,6238,10791,23270,66484,104335
4197,14155,16014,29730,19598,35264,51284
823,8185,379,16385,23190,7015,45383
891,361,64,25057,19176,21010,17042
129,4244,942,41492,63165,163,91863
3191,4614,2161,418,1312,9322,20693
3103,2346,4680,4928,12289,29080,39427
3248,19956,2076,860,24007,7240,2904
1000,2578,1135,6907,23930,126153,146910
1622,1801,1309,1529,4449,9345,131856
647,6339,10049,3157,1177,12740,7452
2004,2920,8019,16149,17057,1131,8402
3247,2960,2184,36879,6703,12519,30054
2537,375,2590,13469,4855,75345,326529
2394,2731,11120,7463,9532,21184,13911
3904,2234,404,339,8755,49377,23473
1920,2609,5266,8864,21651,2869,153168
707,3603,283,20922,22484,59132,73496
2264,7938,347,8863,8750,23376,17272
2073,10529,24014,61202,10268,6229,21667
1520,3706,507,562,4984,4471,38645
2295,1671,2531,31821,32377,23772,128817
435,2946,961,110,20634,6051,37764
2119,418,10312,30073,6925,931,3740
66,5152,6603,240,14168,1063,82672
1030,1010,7371,6190,16960,9478,71238
2285,1559,3275,1867,16101,2151,103217
3064,267,3867,20316,11366,22453,50293
1562,13026,5217,9291,8501,4354,65273
5473,2051,2412,10615,6689,489,3149
3325,1961,5492,8453,21927,10585,25117
4686,3207,543,3345,7645,231615,6875
33,2603,7397,589,53885,27801,5145
678,271,12201,3211,12922,73960,21556
3042,4353,4782,9869,3012,31052,85570
1888,5948,3773,2457,4693,3178,46071
2058,1082,3526,3705,294,37785,22059
210,182,2347,3827,21271,12425,43952
281,292,6956,7613,14186,28024,749940
875,1832,1128,23344,5403,139865,298770
42,3079,441,10132,7392,153663,39551
4205,688,1480,2009,2288,15,123653
190,3446,3240,7296,5355,4896,186440
4039,1968,253,4024,12662,32944,33466
1012,2119,1791,8501,16809,105242,4256
8944,3784,8647,4194,712,1871,156256
107,2661,6479,4025,3180,3841,1912
6182,8310,3700,2520,1332,945,13406
1420,2705,1654,3248,1040,59843,22806
1941,13159,2282,5599,29391,37927,490282
1775,2136,1139,4645,5126,29225,14971
50,68,16655,22554,8088,46696,33153
1717,2840,1404,8182,30078,19398,193725
1276,1787,540,7076,1002,27154,11649
4407,9513,6292,18249,7270,5575,8162
4758,745,2108,1217,19644,1720,118217
290,3841,16896,17384,44078,23943,39203
3903,12955,15156,3247,35145,57457,108798
671,2774,11930,1891,1191,9552,86160
399,4006,683,40236,2513,8140,81372
328,815,2800,14570,9800,9690,93753
4515,16,6829,6033,2626,5413,43734
2781,1178,188,2974,46463,5572,108341
1639,1532,15099,87,45487,3054,186687
903,5818,304,5215,19395,4398,10393
1671,8514,69808,10243,117133,3298,6820
317,2422,1610,4813,29804,5094,286749
2154,10326,388,655,929,58241,52944
4606,2774,762,596,69702,11049,86670
753,2382,2749,2014,4982,8380,18140
4629,1645,12579,2860,988,1630,35731
4190,15719,22041,1978,377,7287,91629
2161,4294,9682,31199,5199,4336,267604
2452,2153,759,6867,8161,450,30664
253,291,12814,4520,27268,5418,195644
2273,2022,7000,6375,18144,57872,3988
5858,4250,1245,23007,5915,20038,245785
1077,3003,8812,68572,31176,41704,27781
2391,8630,1945,8709,13459,8421,35407
5302,4499,16757,32793,26020,380,21865
142,11652,6452,9493,14720,17327,16710
970,5496,9737,642,4215,810,161799
978,784,1623,25689,37608,87798,211454
2638,287,7284,310,7894,8627,27680
1622,3265,312,776,26312,11213,193756
238,3228,12215,11247,307,32626,58929
2283,1024,23927,13731,64629,57056,52755
3156,2904,8989,1887,5007,99758,87567
1697,34,4993,7804,17881,103461,32468
414,911,5412,618,1113,76463,35868
154,6810,12009,5873,6655,10662,39719
1240,2287,7817,2064,82579,108352,605
617,3276,13290,57,13637,12025,6068
645,6098,2592,2641,22530,68378,217647
1412,4735,15267,1283,6397,74201,66901
1581,3209,2880,1255,30936,29682,42908
2497,10310,654,14582,698,26686,4524
863,19035,293,1836,15733,9661,59607
828,8351,3880,1076,9567,11830,40347
2757,1747,15759,52124,17393,3771,3392
445,667,1028,13020,94701,20347,21181
727,5133,6927,973,10911,28304,6414
1084,8018,3258,1524,5938,260,113261
539,1961,6645,7956,7442,33237,22076
3184,9497,16828,25661,86411,42136,198484
860,266,5718,13770,13727,18354,176080
1071,1753,6968,2419,18777,5089,3656
327,2149,378,3761,31522,8195,102518
1929,5795,700,22436,68138,23641,42514
1357,4035,3784,29664,28234,7853,125324
1727,9433,5208,4857,31988,10309,54287
265,6381,14123,20815,22208,207423,59625
2978,2676,23,7336,6324,109476,28361
1119,2476,1570,1830,9747,20443,39402
3080,155,5627,5356,9510,5334,80661
2696,961,8678,14010,56,16614,30665
1521,4465,2314,2186,6274,13928,24656
4177,12,1468,1708,8022,9795,31043
706,335,14375,1179,8250,15303,23869
705,5698,12072,8023,15731,7801,2908
2870,4335,18536,11080,6415,28031,30814
3054,2552,303,4130,4585,1093,91416
1931,11840,6155,5726,16172,32680,102127
6012,2661,2646,5148,43014,64314,24233
4198,559,4988,7765,5804,5155,25515
1411,6504,4031,5651,9426,1496,51603
8255,3175,7404,1177,5576,12311,865527
1132,16466,2698,7708,88780,15951,68784
119,2082,635,3378,5977,376870,55666
306,2802,6912,11018,16269,4735,243244
4410,5160,37376,411,7702,190769,8667
158,2798,1125,11305,3285,21695,62028
265,7150,6477,19010,33067,640,33052
3754,6063,633,21125,43993,28122,231975
175,1962,9012,4154,12685,22587,1375
316,6122,10772,47212,16696,22671,5636
3157,11623,2690,5711,53728,33554,3050
565,2060,3572,687,18777,38702,621886
1740,151,4312,19619,23662,1325,27290
2502,761,2969,5838,72122,74195,3948
814,1506,5173,12505,7679,9523,10792
1176,7906,36941,23719,26962,51679,157637
1684,3243,4814,46494,4862,3802,71875
