30187,32430,34658,54541,80460,103644,97346
8968,9797,13221,18568,32204,29799,30925
56615,56615,63862,66803,78269,147483,136681
69659,69659,69659,69659,110154,123504,150737
21012,22317,22856,30950,41070,49908,56066
34940,34940,60883,63677,64779,124725,122504
52830,52830,52830,78522,89890,130797,133319
12501,12831,14489,19848,29074,36856,31927
16257,16257,18796,20686,28526,32141,40725
14800,17655,20467,21481,27096,31671,22930
46401,46401,55487,56925,65813,112765,123135
83793,83793,83793,117935,137959,157932,177514
12297,18346,21861,35311,39489,47029,52124
39708,39708,46367,39708,69598,87004,110288
18936,22098,26624,34348,48965,51343,60176
96734,96734,96734,107699,112050,56226,123361
14123,14780,16562,18839,29534,37105,39550
101632,101632,101632,101632,101632,213388,225277
18911,20257,21263,26137,40546,45746,33908
22732,22732,22732,27493,31560,49531,43524
7839,10849,12814,15846,20049,23739,23504
14572,15272,22873,28557,43033,49158,59341
33343,33658,34002,42114,54417,58223,51062
8538,8636,8047,15585,17043,16803,21491
115616,115616,115616,115616,133852,202492,216782
39463,39463,50314,59351,66522,82484,79950
4920,5060,5167,9174,10077,10361,14626
41251,41251,43904,47177,49310,67837,69402
94968,94968,94968,94968,94968,186802,146692
15448,15959,16468,15477,29012,31518,25066
74589,74589,74589,74589,98179,102186,100633
15222,16832,17369,17875,8325,20894,20314
78020,78020,78020,103332,114450,126821,146549
129001,129001,129001,129001,156188,185305,126168
44556,44556,44556,44556,71375,88804,87543
27412,30113,39604,46793,50833,64909,61804
22685,23692,27293,47998,51326,57416,77436
11522,12491,14582,15197,16771,20347,15325
19798,20150,20742,31088,43723,49722,60416
17383,19036,22079,26941,26055,34706,34365
31639,31639,38761,47735,62098,72749,80406
38544,38544,38544,38544,64874,69984,84192
33854,33854,33854,49124,63510,79835,76198
15087,15087,20353,24045,32814,39520,42644
10446,10446,14569,18082,28488,30183,35743
28816,28816,33037,28816,57238,68209,78915
37815,37815,40141,37815,51868,61952,78321
112325,112325,112325,112325,112325,186895,230726
30179,30179,32926,44343,53561,58976,54396
18995,18995,18995,28653,37961,41704,48039
27777,27777,32472,27777,53929,78931,66249
14917,15507,16617,20715,27073,34747,21227
11305,11381,12025,8218,22253,23598,17970
18405,18405,27642,28752,31079,43366,45582
29674,29674,30685,40747,58435,86293,87997
83088,83088,83088,83088,83088,145444,147565
35389,35389,45037,46276,49863,58280,77908
3710,6970,7410,10429,12068,12628,12749
99906,99906,99906,99906,135128,140480,214052
32847,32847,32847,39817,47415,49824,35228
39603,39603,39603,39603,54401,78731,74951
33001,33001,33001,38223,39983,64094,69959
19411,19411,28883,37013,39853,40470,42330
112349,112349,112349,112349,112349,149971,90372
56859,56859,56859,61172,77818,101277,150157
