155287,134234,130577,131293,115046,129211,119841,135766,166204
279020,271274,285027,274854,290864,269866,283890,304618,209888
97848,99898,97637,104202,99169,100735,99584,109110,97508
278506,261220,254819,235827,255083,279687,283758,203353,283706
136026,137870,132055,135226,139199,141249,146228,150036,131621
135543,130774,132025,135582,138419,138072,135586,114373,86698
134699,130823,136042,132800,128843,138936,126048,130629,121553
129157,117554,113711,99537,117114,83095,93628,115143,144136
247079,250792,237264,262660,231940,249284,242516,205058,122683
89939,85191,84583,90824,87968,88414,90289,93746,97692
153261,144893,144161,156588,147099,141358,162356,162399,148511
54702,52568,54951,47030,52014,45408,32710,44871,69228
115301,116587,109253,124013,112554,126029,110577,128738,115594
121165,117912,108292,122417,128484,120552,100065,122584,110096
134498,130210,132417,112023,107397,117308,108861,107165,147290
188338,188068,188957,190919,174590,188466,195479,170578,154531
202141,200029,198801,189897,176799,172443,144549,193809,221191
163407,168476,166388,162028,167192,163516,151311,159104,73280
253323,240390,245275,239948,234165,228284,247658,268159,195296
419944,412198,404428,399062,412273,370099,398160,435133,435283
85478,81073,78106,77151,73674,80162,46753,54392,94803
100781,97891,94767,103143,93704,103275,102676,99717,98192
137061,129182,123981,137137,129639,122808,129848,119423,140712
110333,100631,101044,99140,91977,98803,78336,114222,125333
392154,389034,393982,402319,399308,390265,373191,379635,332202
188865,188811,187853,191189,189969,191833,195989,193907,164195
409488,409099,396606,389798,385501,386140,334439,421603,343559
322067,322252,323036,322008,318331,316072,324829,263212,342497
362610,361646,356509,371019,362522,357530,350542,378938,308839
175044,170568,176660,169414,156265,166977,161019,160144,175642
383828,381725,377856,387856,366270,393476,386404,372669,335872
136804,136675,129824,136068,134559,130329,138833,135985,126654
352212,349972,314257,320362,297440,335928,280940,292354,367037
64295,50593,57090,53673,46148,58945,51204,56580,73594
248153,225247,224563,206408,210903,229929,216974,246682,262142
136453,136049,137542,135637,134781,137927,129222,150725,150743
88245,87354,93429,92379,90241,90746,92019,93904,100690
83123,85494,91077,86134,81536,77948,87238,92341,62836
246589,245097,229486,231096,231058,244011,237333,195717,262516
47539,46823,48203,53272,51190,49320,54185,55793,58880
102174,97998,84839,79092,84363,87779,74450,83625,119330
147399,133305,125990,140612,131992,133315,152766,151074,125607
75641,73269,76917,75835,77405,72368,78678,78644,84555
200684,204087,198250,201127,215949,190063,212622,198527,180881
55829,42746,44365,49258,36649,38045,57791,64467,70562
228666,227232,230406,233619,225676,236024,232211,232563,219389
82210,74794,72813,81117,72923,77527,89757,100579,92488
61434,62716,57655,57282,60544,63064,55512,56700,64760
231055,232016,232198,208631,218169,204608,219010,212654,246120
222852,215065,189300,185776,173831,191292,194521,116819,232097
50082,49782,48187,55049,44074,50058,51930,58047,61817
189315,193328,185266,192278,188108,192255,192088,200823,197573
267934,269354,257698,272706,252150,244654,266868,234294,279788
267508,263574,263294,262286,257572,251320,258664,246690,283060
104363,109440,102886,93824,94540,104552,102924,110264,124053
174420,181124,171558,154672,173113,164478,190642,174894,173613
316187,318231,311080,319667,309759,322509,305996,306968,330869
347238,348699,344461,347096,343791,338781,334212,333786,358664
746641,738323,714424,714550,707985,543500,638489,553900,765558
744355,741773,703587,704913,708512,680254,597080,495288,773744
116996,115694,119855,110687,113072,109282,118672,116246,122516
