150390,132513,102224,101016,130614,174575,197183
56094,47273,42931,50105,52006,56102,44621
313599,308874,305735,290182,291349,211588,200124
330898,323601,318123,332375,335104,307130,62932
98536,90713,88071,90257,73155,52960,82321
384936,375685,395105,401029,377616,318137,141529
245227,225159,220099,170136,141270,142652,151049
72597,53698,54889,52383,47094,55961,54389
83009,75099,64069,52804,42448,47193,80714
65969,71533,62279,69771,65044,63708,44708
355091,363218,349645,350652,326631,223233,267398
349805,332726,335415,286974,205566,247102,112708
55072,61700,65320,50375,39627,51948,58795
160542,135347,139225,120373,143233,142055,46639
154059,150759,160185,142042,126401,127147,121282
248752,244851,203652,187878,205492,47083,254677
76272,68953,57449,53852,49614,60173,76020
602779,598219,599733,567462,559660,329095,365510
87375,81234,73681,48730,83816,86747,67223
119668,125962,115840,111333,67925,83527,97737
53833,48663,53516,46441,49350,37766,32396
100590,78604,79008,99608,82174,88520,70243
108480,84968,53863,63869,67709,62639,71669
186040,190099,166676,167377,171166,171488,176815
399919,388126,389951,355790,296261,230804,196009
117982,107103,97162,94667,96332,95751,53263
31338,32350,24352,32083,34637,32274,28139
176194,174573,172464,157495,131395,104282,105980
246909,246251,234692,231546,238193,117917,75633
169923,168545,169837,133760,140289,168261,122236
313942,300555,294104,308733,291538,298126,149793
32762,30826,22979,29762,5656,36397,42080
340236,341880,335224,323150,318900,305367,126873
304772,298982,285766,263688,201271,190116,61550
123465,122597,114277,103047,115949,118556,49337
232630,203058,210191,196195,195332,206114,142170
287759,283354,235106,234721,255249,274397,205330
34042,29057,28747,28119,19182,27400,20492
211812,189342,191824,170148,212676,202430,149698
178145,177599,162566,180292,139061,155897,75461
105611,101039,86314,94568,90668,82699,57404
210750,206580,217180,199289,214599,220211,108677
253978,259841,245351,247774,195323,223495,153605
107947,109665,104689,106502,108440,97829,74745
128806,123647,121570,121385,105155,105098,117429
111708,104339,88107,87676,76922,32659,86864
266775,256804,267643,249801,259871,259193,154946
361773,359012,361406,353628,345101,303876,48826
119385,123499,100549,88129,101308,109548,80705
425558,416811,412090,412486,409945,407753,361337
487331,480553,481769,436799,471084,411016,99274
186361,180792,175311,188226,169496,175887,166507
54248,44802,41932,30306,52111,49780,36968
135362,115266,121406,132780,123440,122076,90363
220075,218154,192851,132047,145543,126363,166212
224092,223954,221208,213461,206425,174917,61748
99482,93728,100494,81918,85509,35507,108621
75761,75021,79719,73318,69238,73250,71776
344895,326415,322197,306568,307508,294660,68601
77063,73351,74006,23669,68376,59124,31624
198631,200766,197046,201945,183173,187142,133214
243285,239745,230175,217832,219099,212246,156774
193563,192926,204270,194704,187853,193997,150559
259619,237103,233776,229791,208983,202029,33830
236810,231067,210736,183843,200160,122750,113917
122450,112357,120975,115563,84060,95328,121123
91349,89489,72320,36015,79565,60207,101569
167191,171612,169098,168712,163706,159319,146050
26800,8351,22105,23882,24893,31218,34016
197266,171904,158476,174665,141626,117609,154090
125021,121968,120644,126614,114465,119258,87062
39430,38252,35675,37784,14361,41341,46434
358076,350684,351394,338442,314999,200716,192433
85233,82379,85480,80890,53782,82702,69769
18738,20076,18022,21350,20939,26627,29749
164222,170208,156829,151712,88486,128693,165496
177816,177044,164514,147450,138707,104096,113481
159856,130341,140130,120771,150501,148592,118958
86360,67006,67014,64393,46027,55812,55977
130887,120782,120869,109921,117978,102637,109342
214238,181625,171853,119352,140057,162948,134375
31711,28902,28707,26673,24970,11696,21018
212799,203902,194279,201351,181119,187719,147323
232457,220501,226953,226393,208386,218650,217518
293613,293613,271769,261482,230743,151641,161703
159496,147718,141519,156118,149269,133402,30640
166165,166812,160116,166314,161798,155376,154173
205060,206140,207121,193972,186858,201916,182369
102511,107551,105758,70153,79259,107032,80423
413700,408237,407149,370192,332198,312102,99171
99071,93961,92447,94590,83086,89887,78680
118979,118883,122575,110772,92890,74545,107102
184347,180267,167325,166511,157012,166378,43179
165627,150041,145644,102680,121166,65709,107131
53810,43338,55727,34089,28981,28162,51538
222783,220254,212240,174504,211278,235706,188235
140498,144792,143002,143509,142018,138887,114147
207284,207579,197545,162092,154513,173553,94467
58901,55508,54943,49678,14943,48231,31137
39518,36637,24541,12849,42922,49847,50778
103143,97209,102540,101443,78656,96488,30584
172268,168147,164187,166188,159775,166790,107689
177105,177390,170793,171279,159178,170353,83888
304101,313967,309234,280763,287341,295514,267559
89161,72786,76812,67029,74723,57406,41951
118918,123202,128455,119840,113172,122412,117459
296531,295126,294309,291373,280604,283463,281799
457674,464467,440253,440796,404577,240852,281322
210533,208566,196427,201805,166648,175276,203077
