24637,35767,38754,55430,60778,74202,119027,65820
25244,35875,32331,58343,53538,61296,52005,76561
77591,77473,88737,79911,115348,118332,195688,293149
20702,21300,35930,31398,79801,92134,105408,119943
14181,38216,26097,26051,29192,37417,58941,55826
36991,47250,55615,59602,59170,100893,142850,178425
159248,159209,163441,155790,212755,249282,290350,539937
31542,44897,36682,57257,114186,137512,112187,126431
20579,26615,27881,28761,54350,75036,76543,74617
7784,11784,22579,33563,35532,33597,28691,32308
14972,19697,29451,24485,26839,25395,82613,69840
64714,71456,66977,66778,66236,75417,115931,263891
45383,47748,55215,72460,81219,104833,219732,165286
27006,31298,29877,35359,42810,51416,96620,46860
11697,9954,10852,14377,26208,29494,17553,17580
51699,60550,55651,57244,72863,114221,103566,236769
43338,48094,51117,57856,70178,122254,133276,179752
13343,15282,23485,18101,22441,40516,55726,59239
26550,26427,30473,75192,56121,51333,135622,134978
30181,33609,51565,43922,52559,102049,64468,110783
88408,87673,113210,84774,118206,180101,164416,379270
67576,76278,73357,114620,105121,130491,112932,226251
18571,21136,39588,87336,46915,51080,101818,105296
27740,32613,49389,63482,47697,47953,174528,155057
25430,31591,42983,42811,64063,62840,82387,123069
74680,74875,75033,79867,122011,119609,163533,281090
21288,20433,20636,25263,63255,49139,115608,149600
112022,116243,113767,123768,115058,114162,149771,460048
29606,33772,32641,32183,63811,62362,78971,138937
82609,87550,93353,92882,111143,175555,326854,153784
227697,227318,236753,235381,245224,229572,357315,1032984
23090,21539,25988,33937,35281,42175,79482,77953
44411,42375,47074,50938,53264,52859,53384,114235
28686,35648,31525,42581,53210,117740,47874,60925
15798,35841,50429,30680,32298,56336,67748,39017
11618,11619,17616,15046,16516,32368,47492,42969
25667,25633,51452,37522,68541,66748,105973,69383
30944,32027,39092,36758,131894,89475,129913,177879
30442,34133,34094,37687,53440,47170,89179,137047
60905,62668,60229,76043,62508,105686,132693,262553
18517,18825,23568,21836,28637,79089,35954,35447
58584,63388,59996,68866,64804,61195,93541,249876
25699,35151,49206,47284,45066,62051,70954,109708
30652,31909,39662,48308,68906,58624,156541,64000
33450,31091,39320,47302,71405,87230,125552,149486
67705,72670,79947,66782,94364,114397,127719,308582
12516,14295,24929,23120,28614,39704,44701,69507
27778,24090,31280,37669,40783,81728,101268,79817
12925,13164,26477,22118,25808,58086,78768,64741
73369,75139,77456,72930,93138,154982,148445,412046
15762,19859,31506,37831,43193,71683,66348,47858
170177,173262,191442,170756,170988,208048,275002,684601
16954,18404,24195,28523,33742,35717,35510,82847
79518,79796,90215,78772,78987,118283,353824,229846
7659,16114,10893,25920,26512,24869,48013,38837
27280,28608,29724,38971,40528,53161,110960,172748
81458,88408,76585,105505,114699,147975,344415,179030
177329,177128,179123,195598,195898,325677,381987,671965
8732,14724,14838,18872,27913,21183,26488,39294
13897,15197,19358,25874,23276,40457,65779,34271
9665,9621,19617,24322,29785,46417,39388,54007
42119,38334,39424,44744,53780,63016,167882,70991
45867,56962,46914,58621,68785,69208,79531,205292
189777,190497,190652,194809,215956,203906,197678,783733
34032,45442,42041,52905,117287,89982,151662,116935
17596,18105,21613,23932,39488,78684,86963,49425
77338,78209,81338,94037,132815,146106,174070,389452
35065,36987,41432,39107,47080,56059,172434,135814
10611,9230,17256,13726,14625,39983,37668,46207
13527,17188,16522,17764,28848,41868,53662,63024
22624,26846,27729,46514,45718,35482,78599,56194
83306,82903,85576,81566,91074,134382,214142,357350
67733,66829,66468,66649,69443,82546,97209,210617
33830,35571,41372,44456,67166,56713,63301,128186
48330,52956,47457,49075,79117,84209,122345,277301
10165,13058,17976,13378,29723,39441,31812,46077
105667,105341,111580,127433,113431,180874,222129,466063
33881,39850,37650,50553,58386,58207,75913,119805
32776,37166,34580,31281,46551,68853,77781,137832
25906,27939,30100,49947,43758,68675,52428,119935
18703,20781,20867,25052,37824,44568,52717,84576
35502,36867,40075,58385,70476,77891,94961,167605
21546,22849,23604,20121,39282,73778,51174,43638
69619,70541,70317,83880,95017,98268,214803,101333
58438,57662,64898,78892,98177,97089,178744,231238
67221,69578,109973,88744,191906,117166,338545,279800
20987,22057,26595,43236,52883,63394,84554,125278
8377,9173,13274,31200,22881,19355,27428,22553
46560,48731,46721,53447,51200,76811,74758,176719
9260,10917,19348,21454,20892,43472,26888,42655
90163,91346,111555,93109,89709,119912,157222,308682
12505,10410,12252,21291,35418,25138,25153,41311
14280,14239,14132,22198,53693,54226,38812,43889
18820,21052,22299,22675,27166,66688,33062,35008
25024,24413,25538,32821,29400,29527,76580,42862
86101,86404,94356,88105,87183,86126,161746,319581
67624,67590,68723,78265,71263,93259,118848,262732
47715,48170,51263,47840,51866,50254,86034,187623
15784,15563,15207,19397,39411,54844,51670,47164
35414,36871,35104,33928,36362,50834,46739,114288
40559,43139,48281,43380,57079,62752,164621,196021
55734,62479,74632,79250,79588,228687,143241,166521
21949,22484,29163,55679,72775,105066,137171,129618
66313,65731,67705,68559,65848,79100,102057,284371
55875,52292,52061,57257,66496,138864,99082,207866
12194,14076,23472,16657,28679,23549,47831,43869
21290,21492,22684,49649,55090,113508,71923,101986
23550,23414,34768,29732,45218,87737,86855,53221
40665,39446,40012,44388,55704,77847,76922,153701
30196,29237,32973,36224,38578,53347,127707,101346
7350,6521,8762,15805,10587,21137,14088,17690
22816,27057,33864,31123,29764,31023,45987,88228
