21207,26928
55371,75620
39697,49296
226738,281701
15336,21084
85060,119631
120899,142151
142354,155062
9783,10080
319086,343949
274912,319407
86343,97987
54512,68754
106421,118394
12781,17781
450470,554063
70259,94259
251925,306472
119578,130476
133882,158278
64899,73122
527800,677190
34648,49648
93026,102036
44430,42875
53768,55642
17404,18968
20261,21172
221872,239442
133792,118969
63764,79764
148428,183859
65428,74335
27552,17826
464314,761667
354676,386943
821724,980763
62089,62206
14356,17356
288444,251949
38475,42422
26352,30352
20636,20554
12965,14965
63491,69054
14915,17915
43736,47784
55590,71590
174451,184050
34026,36334
44534,55611
25921,30937
63110,67767
374279,392770
89852,113852
118407,139263
191815,177598
13464,13476
269769,286222
48420,110710
39299,37608
901315,956018
82858,82586
65408,80312
37884,35803
63520,73486
78353,67290
27833,30833
435089,473409
193456,165236
139257,160746
40440,45082
66735,109497
334007,371626
30660,32089
29430,33430
391788,302832
48789,56789
16794,17270
43268,50589
29829,31772
129709,122424
889998,938919
31938,49990
10819,16819
32842,38966
22794,48422
56762,98656
77014,83014
31414,33744
83895,102789
64046,97799
8466,10466
88608,86183
25064,35541
46475,54475
216632,229829
282756,284407
64077,79178
561079,549604
124328,142340
149316,159125
18394,19697
187638,235807
63216,71091
76175,100175
298427,346427
473564,498328
124784,128963
142099,142420
103207,130870
31531,37981
25467,31252
133200,145795
33047,34784
79308,103308
38011,57380
250017,291923
19968,22371
35468,44829
93276,92475
113110,133110
205685,244189
25113,31471
69927,72911
114665,105070
226445,242013
157902,160059
14708,15219
705453,820280
64833,67354
76986,88592
43754,51253
44251,48837
177487,158043
75272,128530
156586,181846
281561,290043
97045,109045
18580,23580
104448,110448
85872,77284
103538,110661
74020,87085
41468,52670
48353,48350
39527,42256
23431,21640
134611,229689
63896,62591
198425,210631
101489,107489
35645,43531
44631,60427
83704,87376
111355,86238
84034,93143
35433,39552
26775,33039
30798,34600
228036,252216
275720,250351
222899,164143
106174,125775
100526,108878
277579,329512
128990,120397
33830,38341
121514,134488
94022,110637
18594,28124
280295,292505
38046,43922
12736,14736
30135,35135
179590,214607
561772,659260
47733,77714
806176,1059360
113809,133506
79804,72425
10135,10365
159452,180096
32889,38034
120983,140368
39080,46741
525512,699466
668592,693111
109074,107297
366572,379703
11627,14627
177470,182988
113856,117170
25535,23891
29340,38700
81636,120635
80201,88201
91764,126571
7692,9194
118149,138149
357314,387093
122090,132817
50162,55831
122953,141958
158477,168602
29108,33824
48354,52483
26057,23845
11901,14115
109148,144171
175835,291408
8071,12071
49924,61422
109260,161386
25665,29663
107603,123155
97300,98111
21675,20056
39772,40276
160894,192894
83216,92752
140112,238012
338882,356745
140746,284022
74703,86742
11642,14564
219158,215067
284756,329322
192452,250868
79901,91247
50187,46138
135771,236166
