352431,359213,322240,310719,345740,314674,301070,322271,370259,331732
342720,333181,337761,341938,335173,336006,343541,349420,326172,348200
214959,212432,207235,183256,175258,187142,232163,232738,197293,230586
234865,243806,222804,226776,209640,214569,206626,248031,184032,219730
65682,63036,62861,55629,54962,50976,53590,59422,63535,75726
83963,85417,76646,86636,74218,71995,83208,74615,92445,94927
515863,517044,498917,487232,462755,449047,440203,381060,250955,535074
268347,270434,249576,242357,244531,252877,255783,242611,244748,282788
218422,208557,199286,227179,211002,198221,220015,194543,201916,188196
298925,298516,284735,295475,294900,293590,284307,286281,257460,314910
106865,92290,92192,78052,83834,91351,71089,86535,97714,125751
315404,314495,306753,305778,290114,285022,288061,280247,267543,332986
93969,91372,95010,90860,87024,80148,99004,73382,103348,88503
87954,87236,85645,90155,83564,77939,76442,89601,78448,105935
163474,171301,157431,164194,166791,152958,170033,176140,151092,123636
191347,202165,188471,197056,199001,202237,200589,206236,202756,209502
202706,205650,204832,207646,198574,196412,214276,198024,177824,190042
136104,126870,129040,133533,124991,115257,127810,137960,118786,139394
262872,265314,256373,248144,259553,272609,258189,269912,259888,246996
194926,188596,183830,181913,184306,196657,199633,201010,199895,195353
235703,236136,236370,229576,229414,212700,218124,222113,250301,201213
277743,273214,279070,281437,285354,278953,277151,273809,245302,189082
182560,182707,178107,175910,167951,149686,185471,162073,189681,197541
483340,481040,474825,478458,468034,471269,485197,451394,498182,478360
72939,68988,70203,70455,73420,73230,71623,77258,76105,68435
151101,141127,151341,130123,142613,148068,126825,133639,143743,156637
407744,403532,406516,404733,403975,407778,410217,397758,374303,324435
103740,99659,95312,90131,87627,90402,95321,85048,105589,120828
387519,369092,333911,334324,309473,327784,307069,362771,333449,397216
501637,501703,499007,506664,464527,456625,446412,388956,437897,515805
282729,275782,273893,279980,277123,282483,277709,288506,256417,213975
188797,180964,180792,180935,176000,186501,179370,181641,178123,200669
201034,203235,201417,203585,197722,197047,198731,205003,195683,197026
253691,251455,248142,250175,247845,249745,260149,255175,230508,267858
176502,173891,173190,165668,184025,182789,178283,157060,188171,167734
140589,136400,130662,138583,128494,135823,139577,132743,141565,151451
166785,163261,159254,167507,166085,161676,171033,149049,173977,136205
421756,400209,417755,405114,418671,428995,418823,428319,416661,450576
440734,446655,447811,441600,438573,442719,455503,460751,456428,416634
101467,94588,97998,94197,94375,97602,96885,104437,107050,102834
333947,340547,335091,343080,331998,334102,332446,352386,341873,306825
132511,135458,118818,117463,113203,129758,130971,114852,142983,100241
206092,202005,199407,210451,205014,195380,209772,210682,213915,190990
309696,286844,310532,276803,303479,297393,265193,303194,317684,278626
82098,85838,75080,78275,72369,76726,73790,77648,93530,86421
94504,95028,97828,88542,87980,93333,72639,84863,74804,108519
145583,127653,131899,127463,134169,133797,120986,154404,131634,155469
164510,165478,163699,163462,163904,164920,156547,166524,173779,152054
207954,206068,203696,200488,200049,208441,207716,207880,205095,222525
131882,129300,136348,136541,129140,133834,130561,132481,136539,76915
225548,223055,224149,220345,214449,202608,202012,205231,182480,236339
147797,149663,144943,150138,154263,134363,153310,154346,141701,85558
314987,314002,308559,305280,304032,285942,296961,282921,278795,324933
211831,207502,206310,212603,201308,200779,201349,182392,190832,223503
345240,340998,337012,334332,336620,321108,331342,323484,309244,359475
152768,151791,151912,154142,149288,155949,156036,152275,147092,148358
180230,180132,177170,182149,173284,156892,164407,144104,151834,189221
52540,50889,50020,48908,53643,49893,54138,42674,56605,68069
60540,54365,52382,46872,38443,49468,54205,56596,72182,78914
268293,273187,258340,260534,243920,245279,229636,254130,219954,275149
220060,218737,219744,220704,217436,221975,221638,225673,203363,152267
88302,85352,84563,87351,86873,87244,87948,83984,90334,81688
137254,139226,147235,134480,139703,143980,150862,131769,142475,134556
306962,311253,309470,310616,304540,305664,305377,306297,314705,274535
139092,132060,135112,127784,130681,137891,140140,132925,134641,120459
160092,156717,152465,157470,146118,146236,141588,142953,167954,149387
416554,416183,409235,410754,409861,386801,394907,354865,379660,425557
158369,150682,152295,150712,148948,148143,145757,138727,125947,168212
82582,81989,80408,81980,79570,80386,78135,83518,82247,87968
206766,201703,200004,198448,193643,196135,171479,194903,176302,213735
73367,72925,69005,69533,65291,66711,78504,70184,70637,68556
173381,168312,167263,164648,161974,164049,166503,159641,152985,183271
