4688,14450,778,324617
3022,16289,20830,27122
14504,18717,81646,17497
2337,5183,29552,8444
10027,14094,10082,44337
906,87871,7710,62989
31091,91841,223897,503252
29226,46389,82072,122041
26219,14132,59891,244314
16154,20617,20810,246698
54040,51137,62541,102039
18969,51642,18566,401384
9639,14738,6319,111477
8318,58473,70164,60876
5752,12492,24929,29346
11699,19600,41913,240314
4452,11181,18321,27788
21042,11218,173013,295152
18051,11871,41495,111451
5366,13344,13137,23940
3403,26666,8718,181341
7588,13585,29445,17266
6757,19042,15012,68297
24125,35920,19800,269577
9945,9610,14625,167207
16333,26507,30146,71377
35051,52007,94454,340316
28733,13659,89521,217290
26508,38376,171,112017
19539,5987,174256,237737
27472,15291,14040,23415
9742,34999,47665,289415
9275,14598,90309,283076
1394,8954,3531,17737
6419,11263,12755,31900
21485,13912,26589,1241
9894,531,1414,1611
6810,13969,39843,12265
1575,30479,20655,40566
10068,12364,8207,25792
7631,38894,53987,196440
23055,42498,47379,173388
12096,31252,70865,176854
10841,9937,47155,32674
17292,28710,82646,31605
29770,9930,26677,257574
2190,19977,28755,553579
2778,9776,26596,94616
7059,17056,44526,3755
15680,31491,31864,209079
9802,221,56449,30052
7915,14772,11194,64682
28566,77315,120396,671587
17193,6656,6247,47791
6857,16173,4227,10812
12758,3041,95081,21868
28573,10665,9501,118005
16141,54276,33864,20356
4456,7219,14714,145773
14272,16141,106248,126306
1110,9866,50344,5050
47451,9241,317868,258759
8892,3378,137648,12088
61423,124727,47873,107079
35346,48667,28849,94459
6753,35664,75689,50081
37591,86422,180287,195994
8793,3703,2014,177324
5210,54389,33297,71731
10921,19167,5965,46503
8569,13234,17331,14797
2696,21211,13991,79452
19118,26400,68111,84038
12205,4409,46311,201807
7391,17037,21634,9571
13269,20955,1279,206867
8308,17501,21992,10854
6879,25620,40906,53032
11066,27787,43564,26563
7792,19626,61651,33972
6807,13018,21622,68768
9319,7560,4368,53334
8650,5127,21992,8135
11823,6493,15813,47122
6232,4566,8154,15177
8742,19348,78223,59201
8338,7241,7946,11801
9480,5509,15803,54144
5235,19461,43733,109597
3097,1009,9329,29230
5932,17006,10359,85958
27230,5862,66101,354596
16196,13939,65834,52178
28980,64962,134196,34537
2655,27742,41336,57903
7311,14615,65348,57878
18423,11873,19606,51272
8263,14799,44658,47955
4651,15185,26642,34282
7224,43963,47801,96993
10957,4182,4587,40151
3482,22559,20472,36544
7313,32619,19486,808090
8843,9232,74275,44463
30677,57047,17677,81907
4328,6043,7773,88448
11043,27562,23747,14767
13027,64738,87125,1704
20397,14558,28641,59118
13375,24883,5121,33276
14360,6621,57381,20866
12611,19663,17429,152961
20545,19743,18000,148178
13287,28210,40626,41200
5939,22428,10844,33117
7626,7896,10982,70081
9261,43990,31286,56475
19983,65787,64046,49166
29297,14694,32321,133324
1259,19649,160,55496
7019,6300,44928,25157
3483,2304,60366,21925
14703,9934,9602,15691
3322,12782,4230,21824
7386,30100,122310,5378
3641,2750,8720,28372
9763,13339,10076,225070
2668,10847,2603,27189
15692,15286,38522,46008
5599,1189,30694,13857
10278,38517,60664,380447
4920,4940,4197,46769
7277,5641,16260,38174
8755,7423,37165,50447
6475,9297,11819,64488
16531,8823,12526,95661
9034,54801,26956,104221
8276,93718,70647,240740
7957,10136,8807,80412
42131,55724,116295,451174
10871,72827,92939,144522
6302,10646,34460,10625
14221,10178,16238,119510
8845,11586,42298,199807
37116,25077,20463,190414
6925,7209,8801,43810
7883,15247,32255,38837
3263,10650,6682,5089
10470,6591,36904,50121
13589,13128,20782,38072
7899,16318,38486,26398
740,11659,22585,13898
22001,22389,63451,178744
43373,84365,140690,39823
7186,3714,9169,12258
726,32711,11851,17422
17756,31204,73218,515953
30506,40561,58760,847723
9030,6363,20422,19459
18490,19686,109464,147338
7886,8875,29834,377997
14187,72927,275005,195017
6288,29531,10280,89620
14762,29187,17032,51805
31717,11540,44078,32055
5422,11675,6415,5456
11497,16105,10034,48766
9591,7721,15333,25817
3971,47847,65131,38910
12669,20363,8073,18544
6616,6769,6048,7611
9936,52410,133374,4374
7834,14224,10376,32606
3470,6912,1048,41960
1791,6237,5934,178076
8667,1721,6509,24518
9328,15860,128685,89700
32691,54104,42006,245370
734,12417,12556,44334
9886,21339,28540,41702
2061,18705,12996,45577
13909,11804,188294,11033
3594,22341,55173,44742
10078,28612,13510,57557
4357,11297,9675,2710
20804,2364,32902,6720
4042,23410,48622,34987
28166,72828,30638,115709
5202,90274,44705,489198
2055,15753,15187,7721
3316,31447,48231,184202
5279,13088,16494,3326
27528,40884,35373,50382
13620,45947,32751,107628
12492,22159,17124,29215
12098,15959,51952,618885
46019,38072,164638,79218
5511,12908,22172,13934
8355,4670,34146,20776
7544,3340,24081,21901
4535,15372,21600,56084
1758,3891,19195,26842
6897,14601,9329,230342
9302,7333,24903,89077
12684,14076,13160,37039
2415,5026,5061,21028
18077,28992,72705,55900
3113,1978,35812,28208
11122,23656,11979,15936
2821,11120,62813,19231
7838,12590,27527,4670
4300,65940,73036,134728
9907,8226,16271,1424758
9736,26912,3562,351767
7673,12068,13269,49795
31372,7011,147746,96560
8074,9595,18846,37581
12408,11275,3602,17927
18569,3233,26889,154354
4437,7348,12052,238044
32809,24035,22671,21562
18645,57907,40894,38021
1709,56118,152733,52191
8964,2980,8754,12677
10117,15865,56901,18966
8517,21067,84315,397875
33771,50254,42444,154990
13206,16741,35361,125053
18693,8489,34682,107685
14489,20041,29477,63485
13085,15261,25722,15501
795,10545,10172,211965
2821,18673,66074,17191
94,13452,4202,136236
8763,6339,106041,10564
9570,9624,3813,20695
21874,63751,4390,93583
6189,8354,6276,143501
72189,32411,82594,245370
22921,34164,48875,78314
2713,8984,58723,23718
7879,10637,33132,21898
5320,7344,27869,591881
14952,21552,56837,73664
6718,10439,27521,34019
29916,156627,52153,2284
13893,20887,57179,72356
18270,26856,22966,101240
14267,9961,126025,77554
6700,14632,8284,24351
9801,10413,11441,38165
10021,8238,51144,14194
10584,27182,92636,71306
188,14987,14946,158546
8225,7372,3752,40071
14608,9023,35334,19190
15058,6462,15004,60056
5816,9358,11398,22752
6772,3214,13700,6451
2758,19245,30554,921634
2111,8961,59028,6460
2165,5868,12885,56285
5248,4482,17409,22436
5320,12679,105675,227699
16437,47051,15543,15990
10107,67391,108684,4971
6763,1131,1240,22282
11284,13127,62587,68998
7149,21499,34534,28611
8080,39991,9228,41033
5229,12864,51257,189623
17974,55638,55926,57926
6788,9988,63163,39963
12875,44036,8345,48149
9526,72153,13990,12260
33875,18139,122340,92934
11186,17306,174,16431
12878,11381,23488,4153
5004,31033,9070,204861
45674,133077,106706,149932
419,3696,1763,136228
12930,18474,17758,213986
16942,23564,4858,12102
9723,28699,29874,312798
6360,19706,41038,12061
6000,3751,32969,131956
13776,19567,23287,219282
8916,4982,12907,113938
55103,34357,22384,113070
5454,7921,22140,16416
9548,15134,45204,341010
6391,10831,18129,9291
8252,31908,57231,112741
9697,13705,65804,453345
17108,16398,14018,33470
19722,39766,43689,67044
4481,16888,14551,32500
1817,8494,13251,32093
5329,8763,17760,8800
17794,21644,36491,111737
19430,4797,31132,10508
9554,21313,15478,41060
16669,10582,7203,26663
17756,31842,45647,62458
22192,3890,11772,30749
6984,18838,23901,31709
28133,8904,178624,44201
6453,17517,18870,90852
13747,55701,31532,197113
31997,22144,21725,150722
7777,9257,14904,30662
32738,28410,15725,45256
1792,14986,16419,17417
7656,31388,25487,34325
10593,12697,25371,30848
1191,22249,33076,154722
24873,43766,103017,305959
2220,7361,5737,10360
28022,39667,221449,273570
6892,13150,23772,23169
11728,24963,46823,108277
10641,15064,45259,237254
19580,6499,36754,40694
29419,114145,30970,284828
32334,35247,35525,92111
15507,42238,34286,93719
25622,1334,80879,196795
7002,4205,10961,19542
11108,5128,5407,16535
7678,14057,28047,40551
12367,13629,24833,20791
187,12610,9683,117662
10674,6660,41522,117143
33495,56658,97374,158920
37526,29256,21842,59255
6637,8924,18704,13231
13563,12888,60564,17456
15017,4747,33654,82090
8896,36815,47931,3428
14922,17097,30746,17551
9411,25029,24386,138681
9170,35056,23831,221867
15397,27407,38255,33350
8865,22807,9286,127940
25042,11540,66874,18969
13219,17396,6036,23716
2759,15651,10227,33372
6352,16816,10514,2833
15914,33058,11835,6883
5188,51810,5867,19873
12397,19125,30142,371045
15586,5878,16183,61302
8837,15984,41031,16728
9722,46116,14561,13625
8420,53291,170188,284929
7259,6552,51423,255814
3557,12356,14698,41047
25719,29207,16943,31521
