66365,66365,66365,72344,75202,79900,87964,100634,135019,142268
39472,39472,39472,55093,59085,61922,76510,91374,106148,119829
45016,45016,45016,47374,50353,52408,46512,85574,97855,84057
48444,48444,48444,48444,59148,66404,75132,82759,97672,104014
18968,18968,18968,24295,25657,25749,25757,30962,30288,39625
16368,16368,17040,19258,20954,24818,34937,34670,47822,43490
211848,211848,211848,211848,211848,211848,211848,312457,322290,254035
54412,54412,54412,64665,70131,76110,91775,104844,111364,130870
15515,15713,16027,19432,27867,34787,54523,47191,48290,52694
105709,105709,105709,105709,105709,105709,105709,105709,189017,190981
17211,17734,18977,20078,23217,30231,36658,52164,53590,66229
90544,90544,90544,90544,90544,90544,90544,140233,190672,185208
13860,16471,17806,19182,24764,33058,39237,42347,48256,44191
19831,21615,21678,27803,36197,36837,50662,58081,62612,60268
17287,17287,20347,20384,22582,33135,35831,55016,64625,69540
65553,65553,65553,65553,65553,65553,65553,121790,129460,121971
12118,12168,14281,16667,17782,20476,23799,28940,33476,33704
29876,29876,29876,29876,29876,44043,46724,65504,75247,61997
17598,17598,19779,26426,26593,36959,47001,54348,59842,64061
17352,17590,18281,19187,22599,24945,43130,55438,66987,65671
44597,44597,44597,44597,44597,67109,67233,75003,116650,97624
57027,57027,57027,57027,72489,57027,121428,122725,124541,113983
27425,27425,27425,31569,33908,34381,39448,53562,86441,86573
76405,76405,76405,76405,76405,95849,114172,127440,186226,279779
10572,12070,13435,14779,15552,21823,26614,29966,33797,40269
32218,32218,32218,45095,47164,53625,56873,58260,78373,71665
12227,13404,12227,19512,20443,20653,34368,33937,35028,33286
23620,23620,26005,27685,36508,39257,40081,41780,46883,57628
80800,80800,80800,80800,104551,105905,119005,155712,189914,154631
188683,188683,188683,188683,188683,188683,188683,231767,239055,125969
11861,13853,13880,16745,18724,24802,25785,36068,43931,41062
79370,79370,79370,79370,79370,79370,79370,135348,137181,130342
6467,6910,7939,6971,13438,14260,17724,17055,18619,21156
81596,81596,81596,81596,81596,81596,116307,154222,155614,172511
16007,16363,17002,19019,19534,23330,30165,37550,36213,41087
15496,16257,19657,20969,22326,25107,30985,40329,42639,35424
22118,22118,28300,28890,29216,30316,34624,50532,63490,62332
54234,55219,56839,59610,68884,85705,89637,98343,124683,141046
19109,19152,19239,20219,21944,26781,30797,36381,55543,52186
21744,21744,24581,26933,27980,34957,41393,44219,47404,45342
32821,32821,32821,45503,46443,46881,47606,62513,98597,77042
15809,15809,17469,19183,19225,23439,34032,42323,42222,42968
20216,20216,21441,21775,24611,26798,45121,61219,76810,77287
76174,76174,76174,78515,80231,82715,89832,96422,69028,107561
9822,10389,12199,12494,14742,17357,24594,30460,37937,37577
15051,16755,15051,23153,23499,25926,30505,45665,57484,62911
18728,18881,20574,25594,27159,33500,34749,45612,57204,60677
18389,18389,23905,26856,27619,31330,30828,32639,50099,51310
99833,99833,99833,99833,99833,99833,99833,145390,176514,139598
11190,12680,14626,17957,18823,19874,21623,30123,40712,35996
68003,68003,68003,68003,68003,89562,105568,109041,116306,109047
12739,13087,13768,15418,17124,20477,21920,26335,37997,39073
124932,124932,124932,124932,124932,124932,124932,169678,172968,195296
74239,74239,74239,74239,74239,74239,74239,109156,109371,87729
132116,132116,132116,132116,132116,132116,132116,132116,189143,213231
6115,7261,8429,11187,12748,15341,16643,24252,23899,26712
47365,47365,47365,47365,56833,57927,65550,68523,78944,70865
12393,12665,12820,12945,15522,23685,26042,29210,33665,41814
11954,12750,15211,17930,20819,24384,27737,38466,37307,43110
31505,31505,31505,35555,36164,37572,38242,53367,72594,49449
33935,33935,33935,33935,33935,51629,54481,78462,78856,87714
14192,15218,16097,17433,18603,21744,19640,28841,34552,35550
8448,9269,9923,10076,10144,12584,18356,21715,32463,32349
16140,16140,16140,16140,25842,25856,26105,26405,34577,36436
11292,11292,13781,14869,15345,18571,20965,20073,25618,27197
18635,18635,18635,20640,22571,30839,45762,47418,52573,75111
99819,99819,99819,99819,99819,131309,147681,151734,152931,151639
54183,54183,54183,54183,54183,54183,54183,92321,112411,102486
21315,21315,21315,21315,33213,35381,37195,45176,45809,58944
59812,59812,59812,59812,59812,59812,96015,115497,118889,148566
7145,7508,9160,12590,16778,17995,19715,22140,25491,24844
66607,66607,66607,66607,66607,66607,66607,126121,128238,114711
19453,19453,21541,23681,27291,39953,42901,45919,65849,63904
22000,22000,22000,26495,30603,35968,45201,53909,56422,75032
80124,80124,80124,80124,80124,80124,80124,111572,114281,83917
136847,136847,136847,136847,136847,136847,136847,136847,196620,232305
7175,8975,11204,11322,13845,15240,20664,19806,22009,21771
44226,44226,44226,44226,44226,44226,62948,71902,77643,77533
31925,31925,31925,31925,43300,47556,48856,53127,71958,64890
17640,17640,22169,24159,26466,26521,33417,39107,56619,54945
10560,10774,13936,15516,19892,30980,37057,35045,44321,43966
137711,137711,137711,137711,137711,137711,137711,225418,234135,224327
154112,154112,154112,154112,154112,154112,203891,215304,254847,259458
34776,34776,34776,34776,34776,34776,50933,53015,53142,37786
27811,27811,27811,31998,33482,35944,39083,45547,57052,49207
13191,14474,16764,16928,17873,22239,27705,32177,35389,36769
3983,4372,5687,7455,11225,15152,17714,19951,25895,26284
5327,5356,5639,5841,8278,8672,11648,14942,17580,17360
2737,3928,4754,5557,6717,10175,14291,13874,16711,17283
7351,9055,10930,12234,14966,15155,16424,16616,17266,17426
9808,10057,11495,15457,17804,19251,22980,28552,42245,41735
15176,15572,17171,24056,24357,26052,38930,44734,70584,50878
34459,34459,34459,34459,34459,34459,34459,46067,51852,46704
18078,18078,18078,23529,24329,30221,33914,35064,35749,41682
36920,36920,36920,36920,50949,54818,62788,78531,76779,80842
11614,11720,12650,12960,15806,16812,23771,27882,32195,36986
17922,17922,17922,21714,23778,24447,25623,30812,41454,42631
18678,18678,21093,18678,31154,31819,44290,46944,53683,53757
16084,16084,17371,18310,18492,20066,13007,25645,30878,30009
35289,35289,35289,35289,41228,41708,54639,76025,54392,78427
22288,22288,22288,27427,29220,35949,53948,61352,62849,64235
40683,40683,40683,44547,50890,55003,63317,77665,110146,103125
66770,66770,66770,66770,72077,72939,75975,81616,113667,110697
30531,30531,30531,30531,38661,39839,44834,50657,30234,52035
6758,7094,7379,8245,8841,8652,13249,13923,14862,16086
16086,16086,16086,20249,26372,30952,33327,46836,54673,68025
14554,14554,14554,22575,24117,30538,39180,40401,41846,35505
17898,17898,33730,31295,44591,48522,46832,46958,61165,71393
76345,76345,76345,76345,76345,76345,100454,116199,127996,99445
12812,12812,14189,15779,19629,21916,23412,28161,42376,44981
13441,14428,13441,20749,23733,24143,27768,31353,39402,32775
49226,49226,49226,49226,68786,70159,72057,72560,87723,59953
38018,38018,39358,41429,48273,56988,64560,68784,80065,66352
44809,44809,44809,44809,44809,52919,57695,75659,88626,86893
34254,34254,34254,34254,34254,34254,58267,68870,72187,97925
5369,7319,9486,9906,10619,11169,15682,20631,21602,22796
41644,41644,41644,41644,41644,60138,66890,81903,95792,77130
8845,8958,10096,10156,11272,13432,15297,16772,23401,22456
29300,29300,29300,29300,43138,51585,58969,56247,57272,64947
24980,24980,25842,26207,26529,28044,30976,32866,51799,45087
18723,18723,18723,22869,24044,26545,27763,31946,31643,28870
9470,9774,13715,13994,17112,22562,29485,36912,43157,42340
41296,41296,41296,41296,56900,58312,64413,77173,102445,93970
23265,23265,27037,30220,31496,39799,48475,67881,89635,82759
96103,96103,96103,96103,96103,142746,146908,174661,189921,193733
5070,5736,8162,14982,15244,16091,16391,19974,23476,23874
9836,11057,12462,13367,14236,15455,18858,26314,34659,35180
57130,57130,57130,57130,71456,76332,96410,112534,101319,126917
