1353,1105,3575,7864,3708,18009,654,24163,174447,120735
1292,19749,2087,10340,6872,7602,8975,40463,35313,130580
253,57,3022,7617,4797,4692,117732,29555,16048,73779
1239,4101,5483,4496,2058,22483,8119,124701,37407,3377
2245,1501,2091,3289,227,15,2417,16842,44892,13136
345,657,5441,3073,9718,4185,18912,810,45051,17143
861,6272,2566,4605,24056,1653,3469,29614,4098,509730
1775,2497,7243,4427,14603,13702,7277,7948,18853,183958
266,651,3647,30652,12058,15291,43112,12320,16200,7076
19,1828,3029,16891,4837,1828,6789,6847,23370,285602
1291,1711,3065,5403,13767,16959,1653,42007,17998,30956
489,1342,2490,1087,8404,13992,16772,39892,16520,260534
3127,3620,116,3838,22230,8901,14468,4940,38290,281
2285,89,8235,20621,1648,293,17788,12122,8147,48979
2567,1261,89,828,30070,7179,3682,33661,5954,52284
1172,2093,1876,20768,3977,3726,9647,16390,12843,155687
68,6528,7725,3205,5880,1775,29926,8578,9541,9774
1255,2137,3300,2237,1839,8489,3819,48056,9571,68691
273,1580,20729,386,3652,28513,23604,13433,2400,44869
303,1878,532,9074,3249,32685,33545,31644,298,47210
460,1580,4608,3144,11796,374,7083,17448,137191,37045
426,2414,1481,11045,4322,49336,3867,2031,5226,133918
1041,1172,2946,2487,1040,2349,28852,23369,76061,65198
189,3076,4166,1418,2913,12857,71469,7380,112754,294470
1857,1870,3647,1698,7187,17301,1110,9833,4774,26233
2105,2288,12378,2544,4897,6239,5832,1443,33803,84239
3210,1361,13456,2133,515,1419,20101,2783,4200,31266
1073,2101,1638,19077,7127,2204,4111,1137,56476,23857
342,2877,9677,11748,1302,41947,3529,110775,28490,205349
971,1196,381,5379,3659,1363,11635,347,8627,490153
2533,3242,2062,4753,3580,18391,697,31037,12181,28968
153,4487,6322,7493,2444,12435,7089,5338,2477,173562
1687,2575,2087,14896,2163,11206,1810,10161,7910,640
1694,2344,835,9005,1334,13267,30212,3037,1905,234886
387,1730,5025,941,9576,10303,28508,399,42451,19768
1240,3879,3037,2507,7502,2580,22862,8083,3364,38683
1949,6342,674,836,119,1674,14867,14884,63322,29310
1334,2822,6283,14744,31387,43907,176,50396,54667,174223
94,255,3289,1664,12657,9428,15055,21671,48913,67564
1984,1381,3459,4750,797,18811,6560,8533,2671,53057
1683,7204,8225,2820,1006,2156,11792,37120,100068,39328
