5640,4142,19327,20246,10910,12191,10882,59475,103422
17476,3929,40809,20285,51553,28370,17097,78939,104652
748,8021,7628,14318,9265,5428,16238,25901,43643
14912,3451,27075,9669,1231,43882,122203,50675,51910
4331,12550,9400,11108,23079,9419,26229,45276,78600
4624,10105,2105,8368,13559,35280,9234,29010,28080
5047,6183,12847,7879,8315,24921,10832,13088,88064
13575,14579,19232,13725,39278,4418,40090,76538,67034
14785,18053,8928,36808,16436,26107,42664,21739,55459
2369,3392,5976,12884,5814,8017,10674,23280,42695
3488,14530,8977,24166,27064,23096,36831,3640,85476
3403,7673,10859,5717,14182,13863,15873,15834,48625
11798,16591,6736,27503,14459,9386,42929,29618,22504
10425,17805,4897,4417,22489,37178,22886,13846,37793
14823,18503,15807,13873,9937,30338,16360,17445,112950
10239,10686,17959,9980,11205,24145,48303,23136,30858
16109,16471,18152,17714,8440,16309,3442,116213,116631
9086,20662,14685,7436,3448,10428,10492,27409,38439
8418,14610,24707,18740,24410,10634,16297,97117,23773
15531,12184,11471,21619,17265,11984,92040,116629,311220
9198,4343,2920,4138,18196,20438,17957,37075,55097
7455,3144,7704,18297,3018,15025,5323,25360,20736
6782,454,2178,1415,13953,9641,1496,15954,72365
14055,14900,10989,11409,16134,33162,9209,74254,33937
14499,13728,21216,33494,28510,41466,18020,40655,107421
5956,9222,9475,19996,17001,12220,24142,47108,37391
13423,9025,25538,19088,25746,20870,27137,261874,88100
14017,9270,8890,7693,12500,10709,22610,38625,271106
15827,12781,8321,4416,30225,14366,7527,115852,173589
4690,9438,15464,14666,8374,4163,24360,19844,71582
4742,6312,756,18557,12639,24921,63033,24212,43401
10823,14044,4850,11023,12882,7442,10875,52393,77470
8349,15071,17979,24981,18992,62078,25627,39616,286342
12030,531,10577,10359,2702,20454,15924,17888,52924
9548,6338,20022,15287,10855,49053,11500,137035,118600
6844,10321,19139,11826,23438,8679,11627,56388,82498
8928,5236,4882,10071,7225,8371,17220,11984,51419
10725,3989,16079,8975,13176,12923,22502,31652,8248
5723,6243,18941,21118,19655,34281,35713,43618,201809
10696,9475,455,12083,13251,14984,25364,22391,24077
15956,11562,20284,27184,23408,23632,23598,51819,73161
4162,5349,6862,21350,12615,15132,22455,65948,44081
1630,2083,7300,10971,9590,4686,15128,16640,54975
12575,6362,9070,6098,47764,11620,8690,31015,47867
4542,4089,9803,3181,8719,12864,37483,33782,23921
2324,11084,14081,11679,6611,19275,19603,30093,42744
12980,7807,4906,27041,14202,12198,29567,46114,40335
8136,11636,11399,5190,6570,27797,20600,5638,34660
12340,17257,19764,8496,37235,19389,35448,36194,174866
9356,9232,9718,16336,18339,75666,36879,11224,161048
4850,9721,2907,16612,11722,13044,28866,23970,26885
11475,13073,1550,22122,14187,24917,7916,31941,43090
5563,10454,13647,16166,26407,41561,105369,28017,80044
15175,7507,7702,19403,17271,18333,36755,12345,181320
9312,14685,21773,13600,4439,26696,32897,61795,56136
17597,19450,28379,13664,6933,32803,85074,28825,69600
4715,10619,1479,19993,11534,20112,8552,15617,153771
9507,13895,6649,12829,18891,8356,12886,13927,277477
16243,18990,25061,39915,4785,44907,188095,62907,551398
7328,16320,7435,24630,27273,37953,20023,92201,659126
10039,8880,15319,5711,10755,5653,33906,16441,33800
6482,10601,16273,4100,15308,11763,37385,55441,182571
11172,10620,15653,7728,8604,15221,14695,9608,69754
9726,13400,5343,10674,15555,19058,32206,43134,109362
9687,15141,14898,18055,36981,5736,14655,47008,216627
3193,4844,1930,12583,887,7887,15755,27591,28310
5888,4612,13771,6066,7817,21721,25679,26506,9874
4323,11594,12527,11962,6154,3771,60546,15737,36092
10347,10881,11984,5652,20784,18302,63689,55542,828772
9745,13509,12254,11354,20157,16676,27305,21550,109007
24770,17812,43542,12371,28978,13531,15724,88681,176735
2516,3662,10544,9919,11385,15575,34440,16164,38851
8014,11007,1641,56490,5958,13969,21866,28468,99012
8267,10244,4647,6912,3529,13169,21987,4510,60093
8313,9318,1933,2889,9298,83929,14568,8208,9801
4987,3847,6268,26471,5340,19042,20109,105629,120718
9851,13673,20935,18935,15624,10633,8536,31590,100980
3327,4422,6174,10843,11113,17052,23810,52173,119733
5851,19115,17185,4240,17576,11418,32275,36752,89622
13882,6594,9007,1981,25642,28560,68883,54688,429892
11688,38296,51681,10650,34639,4045,52779,53033,331371
7910,9918,10253,5485,11161,36201,7300,175700,86800
6659,3763,12897,13939,11606,12555,15241,27537,38688
13521,4791,11453,11731,22028,21929,13364,27334,64790
3287,4673,5898,4169,11308,12607,13913,8335,92663
9880,2219,8545,1500,14302,8411,8849,14689,48664
