3618,5191,2458,3243,8732,19663,16676,14188
3255,3524,1115,6447,8963,12836,10333,18338
9523,8915,4992,2815,10005,11336,7069,26250
11304,13172,12446,4323,12747,16493,39494,16403
5377,808,1837,4809,3533,8164,15318,20646
13482,11406,19941,12232,9127,19284,15358,23042
6479,28707,3319,1373,7595,21139,29145,77262
18899,10121,5948,10180,8222,29734,20261,28621
15566,9703,9601,3871,8274,14609,17294,22669
6300,3340,2841,1547,5570,4309,5536,12345
2036,4450,1822,3505,4459,1950,1030,12156
1576,3206,3843,3740,3355,4028,5736,12641
10830,2180,3138,3609,14248,14136,8715,30357
1865,4294,1828,3572,5265,6532,15859,4651
822,255,852,1102,3859,5914,1218,1989
4668,9504,7438,12824,7560,7159,12361,9815
5148,4909,8636,4873,16970,7292,15401,43283
255,2950,3116,1138,4380,3136,9113,19164
6515,9711,11218,3242,919,3858,2175,16232
2116,6673,7513,3992,3913,7955,3299,20833
4114,3375,2819,312,15800,17656,11087,5098
8389,14712,19144,2436,2872,11632,5771,25860
5909,7629,4268,630,1328,3157,19923,33982
1607,15522,9963,5045,9382,7035,4337,23434
3281,8371,9589,14946,13534,8662,15103,32246
13146,9706,6465,10741,2574,4268,9127,47397
12430,2072,3932,1164,7387,6465,5127,6345
1449,7995,3237,1379,2612,5536,9720,24421
7284,6618,1830,2113,2086,3891,7948,4465
3134,12952,4475,5301,7630,11522,9303,21892
8914,6691,4494,7469,12406,8112,13466,8661
7474,5752,7414,6674,4523,9070,11382,16987
2597,4440,1436,3652,5427,3907,9103,5194
4019,3251,700,2554,7238,5767,6108,18772
5400,1663,1603,2542,2499,7151,20696,7462
8509,2826,5911,3268,3182,8681,3444,14529
7771,570,3643,3087,4251,8544,21349,17056
4892,2845,2292,3502,7696,3227,18565,24676
936,1949,576,5593,8707,3019,3681,6671
7228,7615,5584,9691,13339,6535,8958,5217
2988,1562,5714,1612,1944,1655,4230,7173
1218,4173,2789,3576,6932,4878,6406,10429
3567,10909,12737,14512,3101,14086,9746,24372
3795,6576,2261,3324,3844,3106,11558,14164
4655,3058,10860,14455,4255,12015,8258,43849
7113,4987,3811,4317,1598,2438,5346,7415
1401,6505,1551,4301,5173,8247,6272,14142
6825,4760,17059,14670,6880,6205,12831,8969
2573,2012,4105,6991,2845,2997,7387,22092
9875,8240,11461,4851,6577,2692,8147,19296
6024,9967,2602,6310,6113,16293,25995,5589
6855,7979,1535,2821,13417,14168,19071,40207
4246,1891,1465,2343,2326,7035,4839,4183
8661,7902,20472,1773,8300,5922,2698,16179
2663,3487,1984,5642,3642,5066,12359,18333
5855,2907,8821,4323,7475,6049,6326,8342
13948,17837,3277,11097,6269,14716,7191,25823
6998,8422,36348,4334,43853,6517,39188,94871
3309,3910,2818,3094,5883,2529,8473,11937
4015,4521,1974,9046,1861,4050,8033,9454
2081,2100,4629,6226,6693,7128,14422,18606
3901,1405,4300,7435,7609,9495,1673,7918
1660,2397,795,2657,1106,3363,7401,11378
7379,8650,1914,5205,1144,9747,9425,17716
13466,2544,3490,9500,5562,17022,11715,31564
6666,7026,11429,8419,6863,3854,12573,8411
3647,6860,12679,5255,6591,9210,19927,8164
9234,10313,9588,6088,12244,843,2867,12793
2928,1374,2466,3142,5504,1553,5573,12511
2044,4783,2590,922,2374,3852,7812,11803
3247,3910,1731,930,2277,925,8729,6842
6239,7257,12014,3481,4148,6292,16579,18913
2133,5875,5412,1866,1882,6177,10434,2704
4102,5317,4452,2989,13613,2555,6540,25220
3664,5504,1052,1715,7887,4008,10571,14025
3897,4155,7037,1068,2465,11118,2309,11560
6002,8975,9007,7676,4024,6205,7768,11583
2077,3984,4808,12331,9860,6359,10587,13150
9302,7899,7539,5369,3570,5693,4761,4328
5899,6696,2937,4131,7983,7866,5982,11192
1821,7086,4917,2741,3201,2979,10677,22921
6221,6822,9768,3153,9661,6773,12292,11577
2496,4466,7147,4356,2833,5819,5678,10393
4439,2378,4387,6339,8231,16454,17199,9473
8291,3803,8182,2123,7505,6596,19339,29819
11543,3901,27122,2154,8241,2041,4481,67126
6501,8157,8276,12395,4141,7847,15574,6867
2560,2016,6261,995,4974,3503,6214,8011
2487,2605,861,4044,6587,5015,1546,2410
1810,3320,5045,1800,1323,3701,3209,11656
16076,13090,11202,15005,8198,11821,3873,24639
4113,2176,5313,2487,2999,4386,4597,8966
8122,10550,7153,6087,4036,10212,5527,15776
3160,2507,4080,580,2123,625,4339,5898
2012,2075,1177,834,3561,2379,1545,3550
19953,18053,17713,9461,1449,2145,1761,15850
5072,2219,3511,8117,5207,9988,8001,11943
2563,4213,5869,7982,7893,8887,5185,5000
4271,873,908,2366,2076,3274,16190,21594
963,3220,3950,1908,2324,4129,3347,4818
5598,8044,7257,2861,4788,5921,10358,15984
6836,13026,7862,8754,6365,2952,24011,56253
11760,6507,16336,20932,17361,8357,33994,56108
3854,444,3429,5060,1169,7932,3633,3161
6655,1612,4604,13614,1523,18293,5501,12832
6786,4165,2367,1338,5284,3011,11528,7695
3975,2025,3930,13928,4162,5614,11825,30022
6210,5565,411,1923,8431,12223,8130,9947
4092,5264,4916,2896,0,3685,5433,7803
5675,4915,4000,3254,2863,3279,10489,12639
1337,2241,1900,2585,2069,3768,2656,6563
3752,1596,1874,5511,1206,6314,7514,4450
10463,8853,28754,11820,15569,12891,7747,14394
