137505,137505,137505,0
8736,9742,14461,19703
32304,42759,39376,48329
12690,14274,10208,17511
21624,21624,33794,27674
42162,20492,62880,44025
182000,182000,253262,285134
36913,47837,71944,67401
79077,79077,79077,142782
91517,91517,115603,77013
21474,36387,64831,62176
177757,177757,177757,117117
43898,43898,43898,61454
22262,20475,55236,42736
10846,12428,17796,28290
109695,109695,109695,127346
8623,9556,18070,26885
120139,124027,131090,73128
46668,49026,57746,40876
6345,10120,15525,13493
75220,75220,75220,89030
11487,13162,11237,17264
31996,31996,59126,54046
111042,111042,111042,106563
62556,62556,62556,91737
23504,31413,41742,68625
123906,123906,174811,236672
91776,101708,91776,133692
64916,64916,93475,48441
101069,101069,101069,146635
5586,14417,20003,17555
116110,116110,154210,140822
112831,112831,112831,140846
7193,7193,11108,10727
12440,16004,19676,19334
7771,22567,20522,20689
379,4700,4901,4772
11826,13436,14676,17571
15283,11800,27083,38024
7149,14560,20191,14794
75020,75020,75020,117127
70823,89275,107763,92006
48612,48612,79865,116570
17409,22602,25340,30438
33650,36337,28036,46310
112206,139791,149169,91253
179790,179790,179790,292346
53294,53294,53294,46668
15481,22387,13590,26358
80356,80356,136399,167861
26242,28058,14608,29071
26352,26352,40945,34127
259947,259947,259947,258858
14188,22067,24193,21359
7543,4218,10868,10164
36843,43207,21066,47954
43058,58997,76426,69819
26681,23380,40962,44340
61077,61077,61077,45355
58781,58781,79565,66576
18774,19727,10708,24088
109041,109041,109041,251598
62888,70630,19090,70979
45495,56682,89449,83589
25912,49252,72079,54642
28825,29817,42252,43935
67816,67816,159951,148740
85008,85008,85008,23492
22588,22588,41138,57368
17267,17267,33572,26875
5735,10248,12186,11944
28823,28823,44895,41535
38100,38100,57017,41517
78635,78635,78635,120087
7755,12717,11560,17568
98596,98596,122063,46988
9116,12550,10689,16887
18890,19189,31025,57347
11393,19438,24240,29981
27337,28832,19608,34332
24214,24214,24214,59807
26481,26481,26481,32901
7830,12591,14154,16399
19598,21888,25537,21224
6921,9761,11918,8410
35501,35501,38652,51232
2679,6268,8721,7571
25144,25144,32029,25466
34340,36699,54662,57106
12178,12943,12178,8348
26728,26728,47732,54966
160729,160729,160729,123922
30886,40563,47505,58800
45118,45118,57387,91841
16593,16593,37179,42965
25325,28223,34194,41133
13897,18680,29045,34862
20402,20402,31835,32807
12788,14566,17617,21943
29827,31204,63516,50008
14749,23830,24294,14886
11843,11972,20199,21728
422752,422752,422752,181903
27511,32391,39018,45755
22537,37631,52312,62698
37837,41274,43436,16857
13693,9373,17879,21997
42796,42796,47696,66574
20042,32937,52840,41894
10049,14290,22897,24590
19852,29163,28663,34941
64151,64151,84047,53092
65004,83541,97067,64706
17694,20635,31577,38511
12421,12421,21441,23858
29149,29149,38009,24743
18530,17499,36029,28168
24741,23782,63851,53396
48609,80309,84158,87529
18155,18155,25587,22404
20232,23288,12798,27687
23286,23286,10989,25331
3790,8789,17263,16355
7993,9489,14181,12364
47081,50592,27276,60911
12513,13230,14227,7078
78065,78065,78065,76931
10552,10552,20493,16531
16170,18732,27669,29870
12162,13808,6444,15613
127758,127758,165354,104703
23205,23205,32957,21434
13550,13550,18659,22520
19009,19009,27933,25666
18454,18454,29687,36301
37805,37805,48447,30568
30628,30628,54593,80578
94373,94373,175461,184368
29790,40189,46733,39424
197814,197814,197814,268060
48385,49404,81885,107416
12362,16035,12476,18752
48513,48513,68196,63231
75207,75207,92664,81213
89800,89800,144904,117171
17182,17182,24138,19613
12692,13795,21001,33315
4592,4050,7685,7489
16604,20122,16604,41932
12028,15824,22787,19581
10371,14717,24089,24150
7257,7257,17097,15482
74080,85323,74080,125940
49289,72227,72108,107241
3659,6145,9263,8784
15900,5142,21133,19487
185503,185503,185503,280841
347219,347219,435650,271415
7617,9408,10570,12725
65216,65216,65216,110542
171080,171080,171080,106739
113489,124841,119637,176140
31828,31828,51689,50361
16005,25070,34123,26190
20095,27824,28705,38412
4871,5094,7103,8270
21333,21333,39709,35296
7042,9829,18117,18291
25324,25922,36582,39365
8668,11335,20003,15718
2586,3957,6538,6542
66459,66459,71350,110606
12881,12881,30895,27581
15085,15085,18647,0
66476,66476,73672,0
8262,13535,14225,14572
45172,45228,30753,46409
99207,114710,160094,104642
16624,16624,29770,26698
15353,17533,30542,30568
21238,21339,28899,18931
74833,74833,46187,97089
22729,23043,34191,41046
16106,16106,45449,49883
4156,5470,6901,8400
10566,17910,23246,18177
17892,18317,25802,35048
33571,52615,81286,114191
226158,226158,254481,110818
6544,6936,8334,13339
54112,54112,72712,58498
6714,8953,18064,14638
14441,18829,35954,34167
28085,31873,67372,53642
10376,11705,25789,28482
334941,334941,334941,205978
57749,73322,88972,111752
7937,12739,12867,18239
17768,22091,17181,26791
7862,10559,15671,13499
18473,18473,31677,27016
10602,10771,10602,16574
82207,82207,82207,77271
45696,45696,57425,31358
15391,15391,27015,24930
7486,7486,12136,13018
33829,33829,46618,62257
16993,17132,9495,17317
10960,12926,21629,21253
25221,25221,5820,27635
8601,14989,17626,18679
35039,35306,85951,78820
537918,537918,581310,0
169317,169317,169317,110271
24167,24167,24167,32239
55130,55130,74420,79998
14481,18206,24103,23931
4489,7709,11397,7263
77834,103494,103976,58319
102143,102143,102143,52511
6481,22093,24338,28550
18472,19639,33222,36429
61163,61163,49990,85155
3136,6122,10441,10215
19164,21843,20538,27746
139297,139297,139297,153840
61913,99727,116412,117132
43197,43197,43197,95892
37665,42130,45604,29413
19941,19941,35747,32799
5784,9464,14935,15017
106203,106203,106203,45365
24567,25292,17333,30989
73399,73399,73399,53676
33906,33906,55153,54815
5209,7631,11384,12957
28402,40089,57724,60359
50186,50186,50186,50399
93921,135854,141342,90898
29410,45795,67879,57481
23705,23705,22806,34449
12678,18455,20662,23196
230636,230636,230636,89920
28402,31142,43964,63450
17972,17972,17972,24190
59885,8705,73076,80862
30842,34248,39898,28036
41414,41414,68814,62758
52882,62108,48951,69474
8794,8794,16027,16126
15983,15983,24748,18616
20169,24994,16188,26599
46991,47305,33278,58712
80817,80817,80817,73428
20423,20423,20423,13431
12672,17205,17703,19736
18322,28183,30426,38738
5565,7955,10683,13130
5025,7912,10401,11243
426657,426657,426657,190273
19923,19923,17086,27502
25591,25591,25591,26071
7195,8047,6903,18383
101836,101836,101836,131141
17041,14602,23303,26900
40652,44955,52358,67123
7794,14871,15154,14628
30057,30057,37169,47455
12818,12818,26436,30209
14994,22293,34844,46729
65590,65590,65590,100352
25925,28245,36444,48035
26898,26898,31882,42018
18432,25273,40486,25846
33959,33145,50930,51940
60966,67300,50977,83754
6115,16223,18644,17267
6404,16787,20660,21318
93137,98399,109249,34691
55727,73503,129229,117899
60913,60913,60913,20209
82556,82556,82556,120795
11643,15645,22956,20742
116693,116693,152224,101413
18396,20233,14986,25388
58230,61990,64929,30321
105016,105016,124226,45505
48142,48142,48142,45468
40060,57157,86877,100747
7609,9060,9968,12749
150035,150035,174029,73202
6686,9461,9294,12977
32013,32013,60299,49114
230625,230625,258802,89475
12179,23349,33190,27145
18307,26688,41044,44994
9757,12735,18868,25471
11447,11447,14861,16758
6332,9153,10222,11195
44570,49535,60468,65777
11101,17814,18260,19042
16318,16318,38169,41642
7221,14513,18529,20001
19949,22107,34230,29382
10788,22021,22788,27444
10825,12432,20347,24897
87228,87228,43445,103407
38427,38427,38427,44470
56522,56522,78263,145421
49805,67513,71630,68256
9486,13633,18184,28946
11131,24084,31185,35900
5565,4609,15880,16060
14434,9215,24148,20658
10292,13337,16880,25392
55425,55838,63876,32919
116549,116549,159167,199361
3104,4511,6245,9277
102117,102117,102117,216793
6928,10431,21094,21542
35492,38370,58635,40193
78500,78500,78500,83370
16138,21163,28015,23903
113104,113104,219203,180572
38511,38511,74711,58196
31136,35057,66013,48605
87264,98775,110492,93741
6498,8052,10277,12198
4993,9434,10651,12367
14368,17741,24432,19484
8728,16608,19100,20789
47815,47815,47815,52116
47489,47489,55369,44369
48268,55572,72877,105783
16514,38824,36702,35902
6064,9598,15028,12988
27305,27305,27779,43688
40440,47988,51103,44634
17563,26691,23956,37313
10848,19653,21681,23912
43977,43977,74240,77915
84156,84156,84156,90292
15707,23151,25891,34091
49703,55913,62882,36556
23985,41732,44926,44115
7318,13348,15835,11954
8448,9917,23186,19477
9624,7854,15179,15757
13234,6501,17883,19734
22169,8019,31412,24919
