1083,781,5343,2633,4806,8362,2340,53200,87656
4156,2247,38018,11833,38751,6565,2117,50113,56088
113,6314,3490,8345,3404,625,9430,13745,28098
748,785,8851,3211,264,43301,116943,14169,21958
990,3642,4816,4558,18132,2050,21413,26947,49073
124,2631,439,4808,8763,31689,3351,21621,13272
657,228,8219,4103,1951,17073,3429,2685,83208
1021,1419,4157,6845,22641,1165,24141,53754,28993
2419,3713,4340,34301,14052,16369,23436,1680,22373
193,1184,1514,6410,2845,3831,3928,14655,35722
673,7794,2900,17695,22168,9254,17978,43,70006
474,866,4383,1605,10118,3741,7681,5543,34817
2563,3286,1375,23587,5160,2016,34836,14168,5606
681,14038,1599,1252,10572,27835,9588,2032,15167
3208,3712,3377,10803,5374,22694,3795,2433,91894
1381,4221,6627,2851,4023,13876,43268,11485,9544
950,1888,4772,5146,234,10806,386,106772,90237
1583,15709,10233,1544,1645,4507,1467,15465,21127
1164,5903,15721,9223,15889,2167,2383,84237,3046
661,254,1494,1719,6375,240,90770,114437,219333
675,595,33,370,14175,10893,8728,17040,42294
1638,616,1238,17823,1937,10961,2845,10428,5185
349,45,450,76,11188,4116,209,11688,57577
3000,4298,1413,2096,9837,23019,1917,68642,11111
846,880,2817,13285,26672,36593,7577,21316,80354
876,2904,4104,8160,6780,6500,11698,38228,14591
2885,611,10126,4696,14662,12235,12514,251761,34069
3570,6185,2784,2972,5317,2992,11431,29201,278045
1591,1036,4863,81,24490,5336,1325,104496,165621
384,3524,9018,4462,4996,253,13074,5720,65989
352,969,28,6131,2741,15268,62016,14540,18000
3819,3842,1149,4264,4672,761,4274,40624,60079
1175,1760,9240,14564,7814,49138,9483,18113,255750
6701,13,6081,5583,476,12300,5056,4614,32770
1011,1083,6305,10740,5154,27051,2505,128172,80121
710,4596,5493,3000,4548,1191,3779,51957,75469
2816,1109,739,4475,5198,3392,10910,3158,45330
5782,360,5583,3011,7799,4327,14831,17746,112
73,508,1808,5610,4962,15880,11319,28052,194304
2811,3167,13,5052,10678,5952,20351,4051,6805
844,1824,6997,23917,7430,7592,8003,22297,40426
325,214,1154,21078,4677,3685,17732,50506,13655
91,623,2512,6054,5711,2237,6411,9545,51371
3557,1465,4166,3040,40449,6329,1365,17656,25515
267,849,4420,676,4341,4396,26295,23223,6095
103,3510,9740,3595,2219,12138,10077,19503,18453
1631,2584,1655,21914,3806,4604,18037,27740,10517
1316,3088,1969,1848,3697,23327,10299,1031,18185
2935,2961,4182,4384,30470,10915,14402,16527,159344
755,213,1757,6753,6332,73970,14540,3114,124663
265,3470,1021,7591,6507,6284,15845,11528,9306
1987,4505,78,20219,10223,14621,1191,19841,18068
146,1420,1426,3352,7388,40254,101262,14536,43436
448,66,3720,4992,8604,3370,28737,4189,171526
310,2765,10321,4065,786,18913,19851,39091,27951
1778,4986,6152,4653,1989,22419,81006,10416,40214
318,3044,253,9543,5572,14186,2118,6293,133868
574,3603,1188,3858,7153,1370,2736,3716,265488
1083,1682,2253,12126,352,22708,184427,47679,493248
611,3418,1785,10715,9599,25899,11229,63488,647000
1141,1698,5339,2272,3807,1447,25573,8913,19024
344,1818,7044,1969,7123,2252,34679,40608,173066
2742,5072,7248,3917,3348,9343,3790,834,62374
1374,2271,657,4161,5934,12943,21785,36323,76779
1425,2566,3499,2371,8872,839,8004,31175,197938
102,1158,1211,4116,149,4620,10677,19950,13462
671,1608,7516,3271,4193,17020,17610,13928,1707
1068,2617,4665,4260,1172,380,58099,10108,18037
705,866,1154,1613,13151,8358,50830,28875,761957
3035,5704,7205,5641,11987,5326,11588,3553,82694
3952,7781,30322,3570,13970,228,2774,81468,141639
264,198,4671,5407,5771,6483,27991,4242,18103
1954,3869,181,49558,1972,6109,9322,12771,80950
4808,4305,2324,1908,589,6654,15589,312,45997
2257,3944,1151,577,7149,79126,5244,1002,816
155,1089,816,1793,1337,6647,8308,91481,117006
1210,3801,7623,6809,5383,2680,659,17627,90217
336,702,979,3400,5068,10472,14101,34566,93927
645,6134,3956,40,7595,5467,17536,32111,61310
1194,283,994,1003,11979,16225,40642,40243,404800
1246,19210,22474,2315,19769,727,18145,22474,290576
480,1042,3506,679,7081,33032,1677,166495,47539
420,398,3184,11189,7627,6260,5850,10608,18344
6635,1238,7472,6194,14552,6599,2578,6621,42463
647,795,1646,1594,6218,8645,9787,1717,87781
3108,203,3172,184,4222,4975,3095,7826,44825
2190,2703,17251,10548,5187,76,21941,3510,64631
1503,737,5825,14569,11785,52960,331,10154,4394
2536,4508,3661,8400,2964,5750,25533,14315,59585
3737,159,1838,1917,10876,3101,3723,7080,17088
2507,1534,8692,6696,5040,3117,3865,146485,20698
84,8024,2521,1820,7866,9605,1517,1492,23927
40,1054,2460,13032,20269,16426,18549,2004,28703
392,278,240,18202,9947,5671,18134,30234,8527
831,3351,16239,3426,42225,3060,16178,12712,217930
976,1278,452,10172,1914,14740,2488,3015,7938
2489,4145,594,6717,7389,7741,5795,4559,2495
