16928,4279
45620,9751
25296,14401
121701,105037
10168,5168
79631,5429
102151,18748
35062,107292
0,9783
199949,119137
223407,51505
57987,28356
42010,12502
98394,8027
10541,2240
410063,40407
59519,10740
132944,118981
98476,21102
28556,105326
49122,29784
497190,30610
14974,19674
70036,45344
20625,23805
43642,13010
15968,4412
9172,11089
134378,87494
91876,41916
51831,11933
111859,36569
64335,1093
14130,13422
401667,62647
346943,7733
740763,80961
11030,51059
12901,1455
231949,152828
24844,13631
22393,3959
14554,12158
3857,9108
37054,26437
10371,4544
37784,5952
52263,3327
168050,6401
25832,8194
43611,923
15937,9984
49869,34351
362770,11509
54655,35197
79916,57796
140784,51031
5904,7560
241222,28547
38710,9710
28804,10495
860018,41297
65438,17420
62312,3096
23609,14275
51246,12274
63290,49695
20379,7454
425409,9680
90472,102984
112746,26511
18164,22276
37497,29238
131626,202381
22089,8571
24655,4775
282832,216434
43334,5455
2270,14524
21178,22090
25911,4665
106424,34352
866919,23079
19980,11958
10374,445
31120,5128
3422,19372
8656,48106
75741,1273
13451,17963
78789,5106
57799,6247
4318,4148
74183,44772
23082,1982
37288,9187
214829,1803
0,282756
55178,8899
139208,421871
118340,34719
143125,6191
11144,7250
115807,71831
11091,52125
34349,41826
283500,14927
418328,55236
118963,39409
118420,93452
69740,33467
25224,11676
11252,14215
130795,2405
32784,2911
55350,23958
37380,631
195923,54094
14371,12452
26829,8639
80475,54783
86092,27018
184189,21496
16471,8642
36911,33016
57070,66840
226013,432
124059,40794
5219,9489
340280,365173
38708,26125
55085,21901
15253,28501
7674,36577
98043,104250
56530,18742
133846,22740
2043,279518
43497,53548
9084,9496
102139,2309
74284,53556
98661,4877
71085,2935
4670,36798
36974,11379
30256,14505
11280,12151
85689,48922
58591,29227
138631,59794
100396,1093
30124,5521
44427,204
79721,17619
49904,61451
26286,57748
23552,11881
21039,5736
16600,14198
216216,11820
234351,163050
146143,100480
53775,52399
84878,15648
249512,28067
116397,96650
20341,13489
114488,7026
38637,55385
13124,5470
244505,39394
7922,30124
7489,5247
27734,2401
94607,84983
539260,22512
41714,6019
579360,226816
105506,78848
70425,56488
1825,8310
150096,9356
23034,9855
0,120983
26741,12339
459466,66046
663111,5481
91297,47824
339703,61798
10989,638
38988,138482
101170,42308
17673,7862
6700,22640
80635,1001
61801,18400
54571,37193
0,7692
114093,4056
316507,40807
96817,25273
43831,6331
121958,995
145130,13384
7648,21460
0,48354
21845,13688
0,11901
90745,18403
51408,124427
529,7542
31422,18502
82772,26488
19663,6002
75155,32448
96111,27785
15070,10252
31276,21945
76020,84874
52752,30464
58012,82100
316745,22137
104022,36724
0,74703
2564,9078
71902,147256
185322,99434
106868,85584
71247,8654
30138,30824
0,135771
28932,8972
448488,246754
377885,176452
157235,124543
486283,8381
53163,16687
69608,3483
14414,4327
124576,32561
174582,4324
45420,16954
21384,78457
136708,14961
215566,66122
79068,7050
65168,39950
479398,18280
946799,38564
7902,4526
43663,4775
128228,52063
33500,18268
100708,3997
0,20585
48996,20218
27692,38800
702448,31960
1519,27308
76164,12453
90774,124314
2574,15198
159550,21531
141813,55133
238912,134727
393849,315536
35483,5292
18939,4170
20712,7979
105034,9062
41763,44530
40228,11749
22159,27290
28176,16864
286263,333502
359214,138553
108452,5034
0,8508
394398,4678
17562,5316
22638,27047
73387,43270
39438,35520
0,11339
216438,12019
483461,2739
38110,8442
913414,30666
18001,9489
163977,24167
138895,161956
10030,59282
89605,73928
441510,131352
0,22484
129916,1497
22477,5356
194998,94806
68408,32378
62769,43273
89242,33240
252733,91397
41531,9799
139460,29503
236423,33723
2816,12441
126119,16410
48278,28943
105272,96691
371585,5459
240095,28867
205789,29732
416627,183378
71604,27399
35369,34803
46596,52012
48719,31245
228297,27922
5436,8996
93594,51077
172365,136034
77060,19811
42172,8986
49410,22750
136654,143275
131089,4591
242792,9284
0,261707
9501,794
477349,41780
40090,7770
20683,9081
159343,2735
122187,36897
30310,1582
61803,2210
2364,16842
57650,20475
265772,30275
43747,4344
0,33916
44015,13187
54977,24787
30912,5516
233,36859
30983,80370
99562,31903
246211,7781
45701,13987
172573,15089
37839,9617
13107,1197
40916,3214
40582,1366
31262,38929
10637,11047
23787,1738
667096,246976
273156,37391
57000,22016
53158,37176
35786,8695
26287,9532
287682,67918
29772,14528
353574,129731
69240,26796
162766,72921
218448,125889
77366,71876
670831,93553
16038,11898
78982,81420
41767,10708
120061,44138
3866,10793
52488,17302
37694,34923
6784,1876
115752,80058
10016,3621
250392,15015
57270,3846
0,135179
350222,34572
514066,204445
71615,30562
34764,5279
6799,17057
269991,6088
60730,89479
76889,8239
113776,43479
96720,35016
49245,48232
12486,2168
8572,62428
50170,8658
99758,1368
29642,11860
156313,1373
7564,13343
35353,17191
24295,2663
29622,7703
79710,5427
138845,2588
95389,23117
72226,956
26912,21994
220630,6990
205636,5201
18428,178949
94937,193
11604,9118
35395,20686
41276,20994
56434,9045
0,20565
4052,118283
0,9083
151816,41818
272341,31222
146348,126438
202140,230253
44179,30289
15730,8078
13286,17152
378251,698
100509,36463
150695,147510
37544,55566
8100,22302
1231169,2083
1026393,15312
79299,47732
154252,19280
0,34223
69176,29860
88803,73376
132255,4380
694,17871
57881,14024
339373,1080
439853,2169
5821,6663
16048,14148
101608,18274
18742,14868
0,37015
76655,8606
4821,9336
153470,15462
90438,36144
6190,48690
65003,6733
99541,22853
8895,17253
103167,25343
78656,26085
141567,32603
1033052,11231
21564,30752
219958,146112
119053,175
205378,69469
38387,4899
27419,2956
26475,85964
41166,23258
40560,25410
42043,4045
775488,164680
53074,20459
8690,8022
50696,54651
425687,4843
8156,12235
410257,51799
199701,74440
192120,93116
334004,21306
0,491024
74500,40644
20782,21166
67876,4509
52174,9818
50046,29729
447207,12081
599494,184737
111838,2619
103889,6356
4089,27925
104940,61158
94538,58038
18161,19223
18096,8112
184047,93345
57226,33653
1001343,3844
28586,9262
13323,12107
9495,58200
25901,29733
190667,28231
51150,14092
33345,5094
61137,39368
139687,45854
130190,2506
22084,12183
32003,57570
63945,90308
220408,151187
92176,52843
117390,101974
45000,37358
113604,13921
136361,66229
207796,116817
24072,5058
115395,9587
38255,1290
462384,84221
8345,22451
135390,55392
35460,24356
18082,33889
366579,45944
101110,19337
58016,5465
5772,12796
70377,28371
0,79810
32146,69290
14890,20344
93433,5730
205078,42612
46407,26023
153079,34302
8862,6027
111073,9195
45932,11646
15188,3349
16960,7404
67580,14664
37448,3546
133478,1871
119355,104799
167553,63760
88733,4252
29448,27870
70432,25737
19241,6767
175671,146227
48168,70906
54891,20970
51706,71792
48336,17184
2551,23939
42974,3673
574263,101075
77893,20662
42754,30236
13750,8457
17466,11706
40026,4358
11229,76639
147101,64115
85641,25087
9464,176750
33684,21708
15576,15645
55031,26794
32403,5838
16187,7107
57657,12908
70068,4874
1033406,8089
336506,9283
246410,89734
39955,18400
0,33001
90658,4895
419935,355307
31021,6373
314992,30298
5202,9536
23235,15634
52920,15468
119642,13877
1980,5956
49545,24126
72334,56795
306767,6854
73208,31471
24272,5669
51926,78983
38061,13878
169218,2693
66434,8625
54955,8828
25721,1343
9907,5997
106463,30873
951219,9203
27017,68696
47825,37343
857717,23542
154212,75676
28184,3920
15610,693
92590,88781
8496,32382
40043,7120
328636,1195
5128,25674
158714,10816
75815,13308
41686,16402
178038,41330
780040,127337
248932,5115
169628,4743
3214,25017
29917,3902
0,9093
189456,44101
6602,12112
30955,41854
16584,12458
10891,34812
81555,54990
47153,3877
12915,10721
46476,50397
63480,49231
139428,56725
21033,4458
8095,9128
35217,104267
124550,1336
268129,8663
4310,76335
70158,16093
24710,2040
235218,50843
78650,32109
13980,2955
174640,100910
0,226362
98041,9547
331900,272880
1257007,11004

