2148,2841,7217,9017,6464,3829,8015,6275,15766
4465,1261,434,6175,11533,18827,9029,16698,31331
498,1599,3857,3327,4825,3210,6342,8217,15545
12758,1043,17037,3302,825,581,5260,30911,22299
2861,5952,3502,6301,4947,4159,4816,12447,22694
4178,6725,895,2980,4796,3591,4664,7389,11098
2761,4997,3164,3776,5638,5435,6576,7116,4856
10023,10170,11477,4584,11451,3039,12215,14109,34434
9694,6174,2726,2507,2384,9072,12598,15263,31906
1616,1613,1715,4322,1846,3207,5581,4464,6973
2489,5751,4670,5084,4087,11453,16505,3446,15470
1939,6414,5819,3731,2928,8294,3678,10291,13808
6574,5664,2155,1840,4434,7370,8059,12593,13784
8370,1518,3298,2972,3720,9343,9193,6646,15769
9325,13992,11545,3070,3242,7644,11519,9671,21056
5293,5012,8699,6734,5378,8978,5035,8707,18318
12696,9440,10892,9484,7495,5070,2399,8311,13883
4320,4953,2111,2814,1178,5705,4718,11944,14440
3781,4993,5861,7427,6421,4608,7850,12880,18617
14462,11233,6039,14172,8664,11102,1270,2192,38838
8439,3456,2777,2950,2985,9545,9229,20035,10179
5035,2118,5694,474,954,2594,1791,7191,11644
5075,339,1051,1123,1787,3260,855,2801,14788
6289,10429,6164,8619,5221,4952,6442,5612,15655
11867,10050,10677,16724,1838,4873,5755,16220,22282
3120,4894,3898,7137,8048,4945,8490,8880,20744
6882,6961,11088,12918,8843,7817,10057,10113,43345
8422,3085,5667,4111,6254,7051,8118,9424,9264
9174,8609,1878,4112,4247,6582,4540,11356,7968
4099,4646,6446,9330,1916,3302,11286,9497,5593
3443,3316,619,9763,9075,9248,1017,7835,25401
5847,9109,2778,3973,4938,4409,5154,11769,11419
6280,11791,1866,6942,10960,12940,12911,21503,30592
4470,466,2670,4043,1875,3775,7574,13172,20154
5921,4875,8389,1338,5701,13816,5619,8863,34740
3725,4745,10631,6504,7562,3505,7540,4431,8259
4291,1965,2333,5370,1332,3522,5958,8384,5587
3209,2694,8254,3951,3212,6853,6671,11014,7740
5489,4045,12144,10829,6256,13583,13616,15566,7505
6018,4797,431,5870,2573,9032,4217,15080,15778
12946,7574,10133,3267,11886,11105,11266,29522,19650
3211,4422,3284,272,7938,8286,3705,7510,22271
1331,750,3511,2672,1373,1567,8717,2769,3604
6720,2355,4784,2205,7315,4391,3203,13221,10201
3276,2818,3777,971,2403,6235,7632,11365,14078
1803,6001,2929,5028,3211,5631,8510,5878,24291
6693,4677,2902,873,7269,6869,11530,18374,28227
3828,6395,4788,3342,2873,4470,10018,3722,11378
6153,12672,13819,2159,6765,8098,9090,19667,15522
6229,8574,6581,7817,8359,1696,17429,7179,21970
3937,5130,1339,5262,2780,5787,13021,7498,12854
3893,6790,1274,530,3964,7973,4130,10135,23397
4958,7815,8046,12678,3148,1307,4107,10678,18699
14445,7292,2176,11492,7822,12664,5109,7592,9794
8209,5753,6536,6184,2852,7783,8192,19857,14980
11434,14150,5905,6135,4132,10384,4068,16139,23926
3578,1495,668,6979,4261,4315,5600,7228,19903
8000,7274,2987,7018,7618,6299,7022,7011,11989
14306,15014,16828,16806,3504,14233,3668,15228,50745
5171,5226,1725,7217,7977,9288,4524,24404,12126
6759,4269,6814,2583,5279,3847,6766,7268,12940
5221,4312,6710,1774,4262,6418,2706,8339,15476
5870,4794,6503,2898,5246,5576,9743,6653,7380
5331,9354,3709,5050,5625,6115,9883,6811,25780
4992,10198,10818,11133,23520,3474,5006,13761,18689
2804,2817,252,8351,534,2204,3409,7641,11286
3324,2673,6013,2362,2584,4701,6465,9669,5321
2488,7309,5019,7116,2104,2126,2447,5074,9525
7529,8105,7805,2755,2411,4221,12859,11483,61557
3464,7592,4544,3350,6297,10264,10210,17251,26313
12689,6148,8501,3245,9158,12758,7163,7213,37156
1734,2738,3946,2834,4289,9086,6449,10718,18174
3317,5095,956,1459,2756,5363,9217,10033,14105
1750,3574,1524,3366,2464,6515,6398,3071,13355
3975,1817,449,1923,2149,4803,7336,5143,6218
4421,1128,2860,18984,1555,8941,9206,14148,3712
7419,6154,10892,9173,8264,6513,6081,13963,10763
2181,2745,2604,4797,4940,4863,6519,7387,25806
3014,12702,8070,4056,4643,3723,8884,4641,28312
9413,5417,5693,422,5290,11010,21994,14445,25092
10432,11200,11718,4975,7211,1561,29447,30559,40795
5584,6783,4174,2914,2988,1813,4325,9205,15775
5531,2621,5227,1670,3422,5327,6504,15994,17305
6632,1783,3080,4109,5917,15330,9055,16135,22327
1877,3021,2725,1268,4216,2987,4126,3812,4882
6537,1853,3602,917,7830,1873,4789,6080,3839
5954,5590,5329,3757,3579,831,4831,8289,15875
9173,4546,3943,2351,4670,9040,3143,9025,15271
3678,8000,8499,12825,5976,7724,8226,15192,26454
4747,819,4539,2858,3221,7468,4602,7460,9182
8528,7474,3562,4865,4111,6174,10580,5994,14764
1666,1394,1186,1359,2125,4167,3724,5599,12031
9125,6249,2158,11037,4658,4791,18568,13832,20503
4309,1844,920,1298,1054,5293,8249,11394,18694
6909,5070,6226,4802,1222,5249,11023,8290,32684
4669,6824,3151,1294,4194,4369,3856,6720,10527
3797,3525,2400,369,1727,5998,11126,13232,13370
708,489,3866,1699,2227,1395,3331,5350,6928
5854,6578,9234,4149,6942,2543,5809,5815,7599
2286,1675,3052,1310,2890,2798,5316,6554,4723
1262,2327,985,7506,3260,4314,8387,7954,3610
2642,1297,5356,2382,3926,2453,4363,16534,7188
3518,4344,9642,3680,2242,2998,6679,6842,9106
2515,996,1150,1856,3782,3622,4155,8239,5876
2301,1959,1745,2138,1659,3599,3498,4846,9092
3955,2128,3371,3845,2411,1210,5135,9703,15439
9718,13369,14871,19410,12162,8367,14251,9402,19430
8748,7339,2638,10986,6638,6068,5286,11870,17149
5468,3093,6410,6737,5838,3389,3586,7513,12430
