

Data analysis for each instance 
AVG,MED,MAX,MIN
0,0,0,0,0,-0.001,-0.001,0.003,0,-0,0.005,0.008,0,0.002,-0.003,
0,0,0,0,0.038,0.204,-0.024,-0.206,-0.097,-0.028,0.126,-0.076,-0.18,0.075,0.06,
0,0,0,0,0,0.003,-0.055,0.131,-0.25,0.059,0.02,0.016,0.081,-0.07,0.099,
0,0,0,0,0,0.068,0.004,0.014,-0.001,-0.14,-0.029,-0.083,-0.082,-0.01,-0.05,
0,0,0,0,-0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
0,0,0,-0.001,-0.033,0.208,0.026,-0.1,-0.097,-0.172,-0.17,-0.063,-0.089,0.022,-0.039,
0,0,0,-0.007,0.002,0.059,0.089,0.022,0.102,0.02,0.096,0.109,0.082,0.03,0.044,
0,0,0,0,-0.059,0.134,0.112,-0.077,-0.025,0.069,-0.019,0.05,0.103,0.273,0.113,
0,0,-0.001,-0.079,-0.047,0.053,0.109,0.081,0.021,0.02,0.003,0.042,-0.004,-0.051,-0.091,
0,0,0,-0.002,0,-0.091,-0.03,-0.001,-0.001,0.042,-0.007,0.002,0.159,-0.003,0.051,
0,0,0.008,0.076,0,-0.029,-0.014,0.019,-0.024,0.04,0.117,0.026,0.005,-0.025,-0.092,
0,0,0,-0.059,-0.166,0.019,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0.007,-0.092,0.027,0.004,-0.059,-0.002,0.125,
0,0,0,0,-0.012,0.098,0.087,0.137,0.088,-0.061,0.106,0.002,0.024,-0.003,-0.081,
0,0,0,0,0,0.001,-0.096,0.132,0.059,0.167,0.052,-0.132,0.088,-0.013,-0.082,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.051,
0,0,0,0,0.083,-0.058,-0.128,0.078,-0.05,-0.061,-0.013,-0.04,-0.093,-0.059,-0.028,
0,0,0,0.045,0.093,0.126,0.046,0.101,0.09,0.021,-0.095,-0.008,0.059,0.098,-0.024,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,-0.01,-0.007,0.169,0.107,-0.017,-0.118,-0.206,-0.02,0.016,-0.072,0.044,-0.036,-0.068,
0,0,0,0,-0.002,-0.054,0.011,0.027,-0.042,0.197,-0.085,-0.03,0.024,-0.125,-0.067,
0,0,0,0,0,0.034,-0.016,0.04,0.051,-0.084,0.068,0.063,-0.034,-0.078,-0.053,
0,0,-0.048,0.009,0.053,-0.103,-0.05,0.176,0.059,0.029,-0.005,-0.058,-0.094,0.004,-0.15,
0,0,0.049,-0.039,-0.013,-0.136,-0.013,-0.099,-0.081,-0.084,0.027,-0.073,-0.025,-0.103,0.129,
0,-0.001,-0.041,0.089,-0.081,0.064,0.09,-0.024,-0.086,0.062,0.042,0.084,0.082,0.057,-0.106,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,-0.051,-0.126,-0.004,-0.064,0.055,-0.083,-0.048,0.076,0.01,-0.073,-0.024,0.01,-0.045,
0,0,0,0,0,0,-0.009,0.014,-0.035,0.023,0.022,-0.008,0.103,-0.006,0.042,
0,-0.064,0.003,-0.19,-0.013,0.049,0.111,0.003,0.06,-0.072,0.062,0.088,-0.173,0.116,0.053,
0,0,0,0,0,0,0,0,0,0,-0.055,0.032,0.022,0.029,0.058,
0,0,0,0,0,0,-0.017,-0.046,0.005,-0.029,0.002,0.013,-0.058,0.026,0.195,
0,0,0.12,0.132,0.099,0.117,0.005,0.128,0.177,0.029,0.173,-0.01,0.084,-0.045,0.128,
0,0,0,0,0.005,-0.005,-0.023,0.003,-0.166,-0.001,-0.081,-0.01,-0.003,-0.001,-0.001,
0,0,-0.044,-0.089,-0.055,0.041,0.101,0.257,0.105,0.078,0.048,0.032,0.031,0.031,0.031,
0,0,0,0,0,0,0.197,-0.132,-0.053,0.005,0,0,0,-0.05,0.066,
0,0,0,0,-0.035,-0.038,0.014,0.041,0.115,-0.128,-0.003,-0.065,-0.072,-0.014,0.041,
0,-0.002,-0.041,0.014,0,0,0,0,0,0,0,0,0,0,0,
0,0,-0.015,0.006,0.024,-0.12,-0.062,0.037,-0.041,-0.051,0.075,-0.104,0.155,-0.02,0.125,
0,0,0.008,-0.005,0.049,0.008,0.057,0.04,-0.077,0.11,-0.053,0.037,-0.028,0.046,-0.036,
0,0,-0.096,0,0.124,-0.118,0.19,0.071,0.064,-0.015,-0.016,0.092,0.037,-0.003,-0.015,
0,0,0,0,0,0,0,0,0,0.079,-0.042,-0.006,0.17,0.071,-0.009,
0,0,0.07,0.058,0.003,0.09,-0.037,0.002,-0.064,0.045,0.07,0.005,-0.028,0.048,0.098,
0,0,-0,-0.006,-0.072,0.062,0.021,0.176,0.001,0.002,0,0,0,0.036,-0.15,
0,0,0.002,0.002,0.057,0.066,0.13,-0.146,-0.138,0.049,0.059,0.072,0.008,-0.096,-0.036,
0,0,-0.081,-0.055,-0.069,-0.028,0.006,0.012,0.016,0.017,0.017,0.017,0.017,0.017,0.017,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.031,-0.036,-0.179,-0.084,-0.106,0.114,-0.05,0.074,-0.055,-0.029,-0.084,0.021,
0,0,0,-0.057,0.062,-0.02,-0.022,0.028,0.017,0.12,-0.068,0.035,-0.079,-0.06,-0.039,
0,0,0,-0.013,-0.006,-0.037,0.136,0.084,0.09,0.074,0.001,0.115,-0.053,-0.085,0.044,
0,0,0,0,0,-0.075,-0.093,-0.018,-0.001,-0.135,-0.123,-0.028,-0.002,-0.129,0.009,
0,0,0,-0,-0.024,-0.013,-0.011,-0.009,0.097,-0.066,-0.018,0.002,-0.138,-0.02,-0.082,
0,0,-0.043,0.012,0.079,0.162,0.176,0.099,0.114,-0.04,0.01,-0.038,0.145,-0.037,0,
0,0,0,0,0,0,0,0,0,0,0.048,-0.114,-0.021,-0.027,0.051,
0,0,0,0.016,-0.032,0.066,0.025,0.013,-0.065,0.041,0.087,0.001,0.129,0.069,-0.011,
0,0,0,-0.015,-0.077,0.028,0.057,-0.049,-0.002,0.018,-0.004,-0.059,0.053,-0.051,0.034,
0,0,0,0,-0.044,0.005,0.016,0.122,0.074,0.074,0.196,0.12,0.153,0.158,0.009,
0,0.037,-0.007,-0.047,0.033,0.096,0.03,-0.054,-0.089,0.067,0.107,-0.016,0.075,-0.111,-0.017,
0,0,0,-0.082,0.028,0.108,0.045,0.017,0.04,-0.081,0.016,-0.021,0.056,0.072,-0.102,
0,0,0,0,0,0,0.035,-0.066,0.065,-0.013,-0.007,0.03,0.022,-0.04,-0.03,
0,0,-0,0,0,0.002,-0.004,0.144,0.164,-0.043,0.063,-0.113,-0.213,-0.002,0.019,
0,-0.011,-0.011,0.022,-0.061,0.008,0.083,0.001,0.049,0.005,-0.025,0.03,0.058,0.046,0.115,
0,0,0,0,0.01,0.04,0.082,0.002,-0.004,0.016,0.02,0.132,-0.051,-0.012,-0.043,
0,0,0,0,0,0,0,-0.011,-0.01,0.201,-0.221,-0.041,-0.011,-0.156,0.038,
0,0.002,0.019,0.007,-0.002,-0.007,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.02,0.01,-0.009,-0.132,-0.044,-0.032,0.151,0.046,0.047,0.178,-0.011,-0.046,
0,0,0,0,-0.016,0.037,-0.027,0.05,0.04,0.103,-0.027,-0.021,-0.053,0.085,0.112,
0,0,0,0,0,0,0.004,-0.075,0,0,0,0,0.073,-0.105,0,
0,0,0.037,-0.106,0.138,0.011,-0.081,-0.126,0.056,-0.103,0.056,-0.004,0.087,0.08,-0.019,
0,0,0.008,-0.101,0.095,-0.125,0.061,0.024,-0.021,0.058,-0.153,0.006,0.104,-0.07,-0.057,
0,0,-0.055,0.04,0.051,-0.166,-0.061,0.012,-0.13,-0.103,0.031,-0.197,-0.173,-0.237,-0.095,
0,0.039,-0.023,-0.019,-0.013,-0.106,-0.138,-0.026,0.068,-0.077,0.074,0.017,0.083,0.001,0.017,
0,0,-0.001,-0.024,0.021,0.017,0.021,-0.023,0.053,0.05,-0.048,-0.043,0.104,0.02,0.047,
0,0,0,0,0,-0,-0.075,0.047,-0.077,0.065,0.012,0.029,-0.074,0.047,0.094,
0,0,0,0,0,0,0,0,0,-0.005,0.059,-0.168,-0.161,-0.012,-0.045,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,-0,-0.053,0.02,0.019,0.002,-0.07,0.005,0.031,-0.091,-0.024,-0.001,-0.018,0.055,
0,0,0,0,0.133,0.001,-0.065,-0.112,-0.124,0.053,0.064,0.008,0.049,0.048,0.075,
0,0,0,0,0,0,0,-0.004,0,0,0.012,0.177,0.085,-0.057,0.002,
0,0,0,0,0.002,0.097,0.021,-0.069,0.003,0.078,0.002,0.01,-0.106,-0.056,0.098,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,-0,-0.019,-0.008,0.022,-0.043,-0.007,-0.014,0.084,0.048,0.001,0.002,-0.056,
0,0,-0.096,0.079,-0.014,-0.019,-0.003,-0.063,-0.024,-0.145,-0.029,-0.028,-0.026,-0.026,-0.053,
0,0,0,-0.002,0.072,-0.079,-0.097,-0.156,0.007,0.039,-0.051,0.013,0.105,0.096,0.085,
0,0,0,0,0,0,0,0,-0.02,0.028,0.155,0.054,0.045,0.117,-0.048,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
