5794.936, 131493.839, 1.469, 12.794, 1199.789, 1209.315, 1280.315, 0.000, 1209.140, 0.000, 0.000, 896.377, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5829.463, 131456.804, 1.478, 11.064, 1203.141, 1214.504, 1276.174, 0.000, 1216.413, 0.000, 0.000, 919.231, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5819.771, 131491.515, 1.475, 11.984, 1199.181, 1210.205, 1309.876, 0.000, 1200.003, 0.000, 0.000, 900.506, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5857.393, 131524.395, 1.484, 11.128, 1210.627, 1216.759, 1276.154, 0.000, 1215.139, 0.000, 0.000, 938.714, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5809.074, 131508.805, 1.472, 13.734, 1199.918, 1208.760, 1291.460, 0.000, 1213.223, 0.000, 0.000, 895.713, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5777.489, 131498.558, 1.465, 12.384, 1197.949, 1205.307, 1279.923, 0.000, 1197.898, 0.000, 0.000, 896.412, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5796.968, 131494.540, 1.470, 12.055, 1194.169, 1209.172, 1289.148, 0.000, 1203.837, 0.000, 0.000, 900.642, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5803.609, 131440.469, 1.472, 11.501, 1204.612, 1209.620, 1283.643, 0.000, 1208.859, 0.000, 0.000, 896.875, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5809.082, 131512.652, 1.472, 11.931, 1199.022, 1205.867, 1291.543, 0.000, 1213.512, 0.000, 0.000, 899.138, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5790.179, 131490.122, 1.468, 10.194, 1200.801, 1205.674, 1276.351, 0.000, 1200.542, 0.000, 0.000, 906.811, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5819.715, 131465.448, 1.476, 13.139, 1196.517, 1203.426, 1280.356, 0.000, 1210.174, 0.000, 0.000, 929.242, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5802.705, 131439.458, 1.472, 13.111, 1195.060, 1229.557, 1284.292, 0.000, 1196.739, 0.000, 0.000, 897.057, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5791.431, 131470.771, 1.468, 11.975, 1200.326, 1216.837, 1275.757, 0.000, 1198.224, 0.000, 0.000, 900.287, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5790.904, 131476.523, 1.468, 12.771, 1196.697, 1206.214, 1279.786, 0.000, 1204.313, 0.000, 0.000, 903.894, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5770.544, 131478.022, 1.463, 12.683, 1199.651, 1202.885, 1274.345, 0.000, 1195.939, 0.000, 0.000, 897.724, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5789.594, 131510.290, 1.467, 11.890, 1193.268, 1212.733, 1282.665, 0.000, 1202.079, 0.000, 0.000, 898.849, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5871.974, 131511.027, 1.488, 13.955, 1202.707, 1223.094, 1275.435, 0.000, 1225.019, 0.000, 0.000, 945.719, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5803.950, 131475.814, 1.471, 12.283, 1190.107, 1208.436, 1310.416, 0.000, 1199.206, 0.000, 0.000, 895.785, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5792.415, 131522.184, 1.468, 11.683, 1198.467, 1219.600, 1280.008, 0.000, 1200.391, 0.000, 0.000, 893.949, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5832.529, 131516.783, 1.478, 12.097, 1197.624, 1214.540, 1307.210, 0.000, 1214.918, 0.000, 0.000, 898.237, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
5774.315, 131524.169, 1.463, 11.122, 1196.625, 1210.298, 1278.097, 0.000, 1194.029, 0.000, 0.000, 895.266, 0.000, 0.000, 0.000, 3, 3, 1, 0, 5, 0, 0, 23, 0, 0, 0
