0,0,-0.031,0.026,-0.039,-0.012,-0.052,0.009,-0.033,-0.001,0,0.208,0.1,0.058,0.038,0.098,-0.001,0.026,0.005,0.007,0.377,0.009,0.011,0.002,0.004,0.003,0.002,0.003,-0,0.002,-0.036,0.028,0.013,0.012,0.006,0.008,0.005,0.006,0.005,0.001,-0.382,-0.061,0.022,0.022,0.002,0.001,0.01,0.005,0.007,-0.007,-0.031,0.12,-0.007,0.047,-0.143,0.074,-0.039,0.082,0.028,0.02,0.177,0.023,0.017,0.013,0.014,0.012,0.01,0.009,0.008,0.007,0.119,0.058,0.023,0.04,-0.005,0.023,0.021,0.009,0.018,0.014,
0,0.011,0.008,-0.004,-0.255,-0.034,-0.009,-0.028,-0.033,-0.028,0.066,0.117,0.135,0.01,-0.003,0.002,0.001,0,0.001,0,0.131,0.296,0.032,0.012,0.038,0.033,0.013,0.002,-0.001,0.002,0.105,0.094,0.099,0.028,0.02,0.006,-0.002,0.005,0.004,0.005,0,0.061,-0.023,0.005,0.028,0.012,-0.098,-0.021,0.008,0.042,0.007,0.07,0.128,0.03,0.016,0.046,0.026,-0.016,-0.023,0.007,0.126,0.029,0.045,0.031,0.035,0.016,0.011,0.016,0.02,0.004,0,0.007,-0.011,-0,0.002,0.006,0.002,0.015,0.004,0.004,
0,-0.009,-0.009,0.007,-0,-0.103,-0.001,-0.013,-0.409,-0.298,-0.011,0.065,0.001,0.005,0.003,0,0.002,0,0,0.001,-0.063,0.023,-0.219,0.037,0.004,0.002,-0,0.004,0.001,0,-0.011,-0.064,-0.224,0.022,0.049,0.002,-0.001,0.008,0.005,0.007,-0.011,0.03,0.035,0.04,0.033,-0.331,-0.177,0.004,-0.04,0.032,0.341,0.043,0,0.033,0.001,0.016,0.014,0.012,0.016,0.01,0.097,0.069,0.079,0.154,0.105,0.001,0.009,0.008,0.119,0.052,-0.039,0.06,0.077,0.055,0.059,0.043,0.055,0.018,0.007,0.026,
0,0.026,-0.327,-0.005,-0.071,-0.009,0.003,-0.035,0.001,-0.001,0,-0.004,-0.332,0.022,-0.045,0.049,-0.004,-0.015,-0.009,0.006,0,0,-0.013,-0.045,0.017,-0.042,-0.076,-0.064,0.005,-0.006,-0.004,-0.026,-0.286,-0.047,-0.024,-0.037,0.02,0.031,0.014,-0.025,0.035,0.013,0.002,0.006,0.005,0.008,0.007,0.006,0.005,0.005,-0.215,-0.044,-0.043,0.051,-0.037,0.063,0.051,0.047,0.018,0.019,0.108,0.011,0.013,0.022,0.008,0.011,0.011,0.01,0.008,0.005,0.103,0.026,0.053,0.017,0.023,0.023,0.019,0.017,0.026,0.013,
0,0,-0.011,-0.05,-0.01,-0.035,0,0.002,0.003,-0.001,0,0.175,-0.047,0.005,0.021,-0.003,0.029,0.006,0.001,-0.01,0,0.008,-0.009,0.001,0.006,-0.001,0.002,0.004,0.004,0,0,0.009,0.001,-0.002,0.002,0.002,0.003,-0,0.005,-0,0,-0.097,0.146,0.005,0.066,0.038,0,0.041,0.012,0.039,0,0.027,0.126,-0.017,0.057,0.004,0.008,-0.007,-0.005,0.004,0.076,0.007,0.027,0.009,-0.003,0.03,0.003,0.077,0.047,0.098,0,0.148,0.142,0.133,0.035,0.03,0.176,0.031,0.058,0.027,
0.24,0.16,0.003,0.001,-0.001,0.001,0.001,0.001,0,0.001,0,-0.004,0.093,-0.072,-0.109,0.018,0.021,0.03,0.006,-0.003,0,0.047,0.126,0.058,0.019,0.01,0.005,0.004,0.003,0.005,0,0.076,0.025,0.102,0.076,-0.004,0.007,0.016,-0.001,0.008,0.095,0.121,0.034,0.023,0.019,-0.002,0.011,0.012,0.003,0.006,0.167,0.066,0.024,0.007,0.011,0.004,0.006,0.007,0.005,0.005,0,-0.009,0.061,-0.136,0.021,0.139,0.05,0.053,0.099,0.076,0.087,0.06,0.04,0.03,0.023,0.02,0.017,0.013,0.012,0.012,
0,-0.083,-0.058,0.017,-0.016,0,0.001,-0.001,-0.024,-0.008,0,-0.07,0.08,0.003,-0.002,0.002,0.002,-0.03,-0.003,-0.016,0,0.065,-0.003,0.002,0.003,-0.044,-0.033,0.002,-0.02,0.001,0,0.156,0.024,0.015,0.026,0.015,0.007,-0.001,-0.009,-0.083,0,0.223,0.12,0.001,0.015,0.018,0.014,0.024,-0.021,0.011,0.097,0.037,-0.011,-0.008,-0.003,-0.007,-0.009,0.012,0.012,-0.001,0.029,0.006,-0.041,0.056,0.011,0.019,0.021,0.028,0.02,0.019,0.001,0.087,0.066,0.09,0.083,0.106,0.014,0.078,0.026,0.027,
0,0.092,0.049,0.027,0.027,0.019,-0.038,0.013,-0.007,-0.014,0,0.106,0.099,0.006,0.018,-0.013,0.002,0.006,0.005,0.004,0.04,0.204,0.067,0.052,0,0.015,0.017,0.011,0.007,0.009,0,0.11,0.056,0.062,0.072,0.028,0.019,0.025,0.019,0.018,0.381,0.275,0.08,0.034,0.012,0.013,0.015,-0.001,0.001,0.001,0,0.122,0.052,0.064,0.099,0.028,0.04,0.017,0.033,0.016,0.008,0.089,0.085,0.064,0.045,0.013,0.009,0.012,0.009,0.012,0.011,0.155,0.121,0.08,0.078,0.052,0.018,0.024,0.001,0.011,
0,0.102,-0.311,-0.008,0.118,0.003,0.017,0.007,0.001,0,0,0.241,0.005,0.168,0.085,-0.085,0.023,0.009,0.009,0.009,0,0.152,0.062,-0.264,0.054,0.036,0.034,0.01,0.009,-0.001,0,0.116,0.022,0.007,0.002,0.004,0.005,0.002,0.002,0.001,0,0.082,-0.45,0.127,0.105,0.118,0.004,0.015,0.005,0.017,0,0.148,0.082,-0.163,0.071,0.23,0.048,0.003,0.012,0.015,0.15,0.043,0.066,0.047,0.007,0.01,0.015,0.009,0.008,0.008,0.107,0.045,0.039,0.03,0.023,0.019,0.016,0.014,0.012,0.011,
0,0.001,0,0.02,-0.008,-0.004,-0.013,-0.009,-0.013,-0.296,0,-0.007,-0,-0.001,-0.107,-0.053,-0.007,0.002,0,0.001,0.029,0.131,0.022,0.002,0.001,-0.001,0.004,0.005,0.004,0.001,0.001,0.047,-0.067,-0.045,0.027,-0.036,0.01,0.008,-0.024,0.012,-0.014,-0.021,-0.162,-0.007,0.078,0.032,0.016,-0.001,0.011,0.019,0.127,0.228,0.026,0.05,0.068,0.051,0.027,0.054,0.023,0.024,-0.001,0.167,0.117,0.03,0.045,0.063,0.035,0.033,0.048,0.047,0.083,0.036,-0.006,0.019,0.087,0.06,0.06,0.052,0.046,0.039,
