8129.0,26600.0,49169.0,65326.0,98352.0,100796.0,113541.0,128591.0,146334.0,166606.0,13796.0,21919.0,28364.0,46263.0,49354.0,66115.0,74989.0,82399.0,87333.0,99092.0,29128.0,115145.0,173026.0,256597.0,331038.0,415193.0,501004.0,573528.0,651598.0,735483.0,51082.0,163387.0,308958.0,449304.0,596343.0,736134.0,880963.0,1028233.0,1167763.0,1310542.0,133743.0,446142.0,798864.0,1160744.0,1541485.0,1880744.0,2240744.0,2606127.0,2977257.0,3320744.0,198355.0,591272.0,1074541.0,1563716.0,2062675.0,2542675.0,3001065.0,3502675.0,3982675.0,4462675.0,
2994.0,24915.0,46148.0,62832.0,87921.0,103810.0,125133.0,143432.0,163613.0,183197.0,4841.0,54334.0,106298.0,168230.0,203314.0,249239.0,290939.0,339910.0,387148.0,434408.0,60368.0,136259.0,252458.0,284952.0,340602.0,406433.0,478845.0,551072.0,622670.0,689717.0,102971.0,284875.0,368735.0,504879.0,642440.0,782172.0,913132.0,1070927.0,1222044.0,1366044.0,285785.0,873994.0,1612173.0,2334605.0,3149504.0,3800158.0,4566909.0,5273815.0,5993414.0,6713815.0,463849.0,1711282.0,3211948.0,4813217.0,6253217.0,7550011.0,9142749.0,1.0582749E7,1.2022749E7,1.3462749E7,
8256.0,28036.0,53308.0,80279.0,82283.0,96326.0,116802.0,134937.0,153072.0,169776.0,14739.0,97626.0,163109.0,232670.0,296892.0,385253.0,439167.0,517848.0,584514.0,654537.0,163299.0,357442.0,640043.0,930914.0,1244184.0,1583601.0,1805283.0,2088645.0,2381744.0,2653014.0,219647.0,575686.0,1075393.0,1656104.0,2012826.0,2556705.0,2994515.0,3516705.0,3960211.0,4409187.0,169504.0,270944.0,434616.0,603919.0,744739.0,906231.0,1064668.0,1251811.0,1416186.0,1568908.0,371819.0,922590.0,1758746.0,2384327.0,3120431.0,3927122.0,4719708.0,5535553.0,6270971.0,6822769.0,
9114.0,28783.0,72502.0,74619.0,112837.0,128445.0,145189.0,169295.0,193559.0,218144.0,10992.0,24634.0,38965.0,57011.0,69240.0,86574.0,102286.0,111970.0,126269.0,140358.0,18212.0,36854.0,75521.0,87318.0,111101.0,121224.0,132844.0,149319.0,175865.0,188702.0,44140.0,500013.0,984212.0,1461155.0,1938117.0,2412629.0,2898784.0,3378832.0,3850245.0,4335651.0,201668.0,1578140.0,3038391.0,4571757.0,5965052.0,7451757.0,8891757.0,1.0331757E7,1.1771757E7,1.3211757E7,151191.0,308453.0,498729.0,670232.0,850232.0,1030232.0,1210232.0,1390232.0,1559859.0,1750232.0,
535.0,43587.0,69216.0,96839.0,122206.0,150897.0,184556.0,210469.0,240246.0,270278.0,4722.0,115432.0,197601.0,291203.0,387366.0,482183.0,593813.0,673973.0,774881.0,866606.0,9068.0,14558.0,28556.0,57687.0,58217.0,59716.0,71311.0,79176.0,90328.0,98255.0,75155.0,146716.0,219790.0,299683.0,377447.0,445535.0,525535.0,603718.0,686997.0,766783.0,251526.0,884140.0,1620777.0,2338286.0,3063542.0,3775496.0,4515304.0,5218639.0,6079750.0,6799750.0,338207.0,793718.0,1274620.0,1817186.0,2290207.0,2770207.0,3206979.0,3719764.0,4210207.0,4633978.0,
490.0,19829.0,33248.0,48552.0,66036.0,83401.0,96842.0,112699.0,128229.0,144446.0,9222.0,58799.0,101045.0,139597.0,186716.0,229077.0,275157.0,320110.0,365484.0,411490.0,11603.0,36859.0,55881.0,76202.0,96064.0,112108.0,129740.0,148401.0,171821.0,187010.0,58595.0,153310.0,238634.0,336230.0,427442.0,520927.0,624030.0,712927.0,822478.0,904927.0,124795.0,241028.0,392835.0,520707.0,676521.0,814068.0,954065.0,1108521.0,1238807.0,1386065.0,176663.0,501960.0,863611.0,1248440.0,1605765.0,2005398.0,2365398.0,2725398.0,3085398.0,3445398.0,
4163.0,29383.0,46145.0,62230.0,81433.0,108396.0,125250.0,141563.0,161636.0,181654.0,11115.0,57544.0,113332.0,144255.0,185813.0,231429.0,275673.0,319560.0,371592.0,416348.0,10845.0,32477.0,46507.0,60190.0,72337.0,91987.0,107879.0,122852.0,138328.0,154073.0,70486.0,290209.0,526397.0,773049.0,1032916.0,1249157.0,1490627.0,1729205.0,1972296.0,2208971.0,69806.0,181886.0,297091.0,431934.0,531592.0,655437.0,781233.0,885805.0,1034108.0,1122906.0,219071.0,471880.0,762770.0,1071539.0,1356287.0,1628724.0,1932287.0,2205353.0,2508287.0,2796287.0,
7990.0,26346.0,45725.0,63906.0,84933.0,104186.0,123265.0,143880.0,162478.0,183708.0,8538.0,24566.0,44421.0,61627.0,77673.0,97094.0,115499.0,129791.0,150464.0,169300.0,19025.0,48046.0,78754.0,107826.0,136497.0,171028.0,200044.0,235026.0,266464.0,297614.0,36487.0,60200.0,102728.0,143378.0,194901.0,235117.0,280346.0,321621.0,369328.0,410506.0,27846.0,60083.0,97263.0,135975.0,178812.0,216312.0,254418.0,295405.0,335828.0,369795.0,20023.0,55333.0,87941.0,125738.0,157043.0,192839.0,230948.0,263338.0,303833.0,335807.0,
1512.0,18639.0,43769.0,58058.0,73233.0,90826.0,109519.0,126308.0,144198.0,162372.0,1298.0,12536.0,25851.0,37907.0,49434.0,61990.0,73040.0,84586.0,96731.0,108894.0,1594.0,11341.0,21505.0,32903.0,42739.0,53155.0,61512.0,71508.0,81244.0,90928.0,6224.0,25702.0,73821.0,73867.0,84696.0,104933.0,128044.0,143687.0,162656.0,184305.0,8938.0,22604.0,45590.0,58584.0,71507.0,80909.0,96920.0,111085.0,125337.0,139801.0,303182.0,639402.0,994172.0,1416333.0,1776333.0,2136333.0,2496333.0,2856333.0,3216333.0,3576333.0,
446.0,69000.0,97470.0,160719.0,192798.0,240345.0,288270.0,336250.0,384284.0,432225.0,5698.0,84256.0,161776.0,241003.0,320900.0,400776.0,480769.0,560697.0,640629.0,720798.0,17011.0,37556.0,68638.0,81767.0,95570.0,101100.0,133834.0,138123.0,160566.0,178034.0,109491.0,252617.0,394827.0,550858.0,710858.0,874963.0,1044448.0,1213019.0,1350858.0,1510871.0,194498.0,467417.0,844380.0,1201379.0,1569824.0,1943692.0,2276058.0,2704536.0,3003011.0,3362360.0,316728.0,1009046.0,1791198.0,2429779.0,3309854.0,3967752.0,4757407.0,5477407.0,6197407.0,6917407.0,
